sample	weight_constraint_score	weight_conservation_score	weight_novelty_score	weight_uniqueness_score	top_k_jaccard	rank_spearman
66	0.227709625	0.2996977179	0.2451272019	0.2274654552	0.9047619048	0.9918710804
67	0.3066688574	0.2273563342	0.2398697637	0.2261050447	0.9047619048	0.9995383516
68	0.2528471673	0.2415712366	0.2456645464	0.2599170496	0.9047619048	0.9993673707
69	0.2112778315	0.2666095565	0.275825721	0.246286891	0.9047619048	0.998226684
70	0.2197428334	0.2374261456	0.2725470917	0.2702839294	0.9047619048	0.9984367462
71	0.2345827362	0.2504272626	0.2567693347	0.2582206665	0.9047619048	0.9998485598
72	0.2732341526	0.2567661141	0.2177656746	0.2522340587	1	0.9985197941
73	0.2653552735	0.2209763531	0.2979186889	0.2157496845	0.9047619048	0.9892306471
74	0.2715684441	0.1949004136	0.2640228976	0.2695082447	0.9047619048	0.9936028725
75	0.2659486251	0.2501014442	0.2480888388	0.2358610919	0.9047619048	0.9994064521
76	0.2789081823	0.2142298875	0.2545271874	0.2523347428	0.9047619048	0.9978261002
77	0.2762267219	0.2380660789	0.2305542677	0.2551529315	0.9047619048	0.9990889162
78	0.2436795736	0.2300579277	0.266409817	0.2598526816	0.9047619048	0.9984538443
79	0.2402170436	0.2547363366	0.2546158972	0.2504307226	1	0.9998461172
80	0.2307707792	0.260475075	0.2227610739	0.2859930719	0.9047619048	0.9971055379
81	0.2842152369	0.2417792871	0.2269124697	0.2470930063	0.9047619048	0.9993405023
82	0.2628244737	0.2447428708	0.2587492206	0.2336834348	0.9047619048	0.9990327367
83	0.2670743097	0.2321028103	0.2774183648	0.2234045151	0.9047619048	0.995754789
84	0.2615800998	0.2776858019	0.2069600936	0.2537740048	0.9047619048	0.996553514
85	0.2128893115	0.2769685939	0.2118119549	0.2983301398	0.9047619048	0.9955886933
86	0.2037401204	0.2820437826	0.2669834201	0.2472326768	0.9047619048	0.997557416
87	0.2581966726	0.2593556743	0.2733586558	0.2090889973	0.9047619048	0.9905276592
88	0.2734287092	0.2211698116	0.2761829534	0.2292185258	0.9047619048	0.9964387125
89	0.2533034865	0.2540421695	0.2435300836	0.2491242604	1	0.9996824641
90	0.2594036134	0.26271864	0.2338970579	0.2439806886	1	0.9988226745
91	0.3166924316	0.2290172237	0.2287330745	0.2255572702	0.9047619048	0.9998070359
92	0.2525999922	0.2298614986	0.2636680269	0.2538704823	0.9047619048	0.9987811506
93	0.2273377036	0.2823523029	0.2691196233	0.2211903701	1	0.9918368842
94	0.2631550431	0.2576172106	0.2401608593	0.239066887	1	0.9990498348
95	0.2799768375	0.2324683349	0.2272634125	0.260291415	0.9047619048	0.998385452
96	0.2375141494	0.2731596889	0.2586614721	0.2306646896	1	0.9961553728
97	0.2154070997	0.270725724	0.2463536585	0.2675135178	0.9047619048	0.9992379138
98	0.2177710603	0.2930233746	0.2710805679	0.2181249972	0.9047619048	0.98902547
99	0.2657083091	0.2757523104	0.2065812389	0.2519581416	0.9047619048	0.9966487747
100	0.2819303966	0.2290406995	0.2453243985	0.2437045054	0.9047619048	0.9994943851
101	0.2276374691	0.2886045534	0.2750420093	0.2087159682	0.9047619048	0.9858720941
102	0.2725310392	0.2618159162	0.2076839313	0.2579691132	0.9047619048	0.9973766648
103	0.2021257095	0.2877851076	0.2557911235	0.2542980593	0.9047619048	0.9979311313
104	0.2258153399	0.3129457694	0.2191782845	0.2420606062	0.8181818182	0.992149535
105	0.2136903436	0.2768840123	0.2191928239	0.2902328203	0.9047619048	0.9966658728
106	0.3035902759	0.2327170892	0.2292045676	0.2344880672	0.9047619048	0.9997581842
107	0.2482928675	0.2669255272	0.2132895847	0.2714920207	0.9047619048	0.9972472078
108	0.1948486957	0.2652905308	0.2773032586	0.2625575149	0.9047619048	0.9994748444
109	0.2759369286	0.290240359	0.2086463612	0.2251763512	0.8181818182	0.9927748365
110	0.2123935063	0.2503365763	0.2743910936	0.2628788238	0.9047619048	0.9993624856
111	0.2870071657	0.2169530445	0.2752787653	0.2207610245	0.9047619048	0.9952052076
112	0.2147815263	0.2563184956	0.2818850448	0.2470149334	0.9047619048	0.9983781242
113	0.2140705331	0.272608698	0.2128045774	0.3005161914	0.9047619048	0.9953566478
114	0.2958713706	0.2372938689	0.2284046799	0.2384300807	0.9047619048	0.9996140717
115	0.274427297	0.2264060396	0.2563828325	0.242783831	0.9047619048	0.9990718181
116	0.2581471406	0.2152683917	0.295639831	0.2309446366	0.9047619048	0.9922496809
117	0.2372200209	0.2484238283	0.2437730596	0.2705830912	1	0.9990644903
118	0.2253214631	0.2630680748	0.2521274976	0.2594829645	1	0.9996555957
119	0.2398365089	0.2415201812	0.2578148204	0.2608284895	0.9047619048	0.9994040095
120	0.2407361016	0.2588896294	0.2612337836	0.2391404854	1	0.9987127582
121	0.2527112951	0.2326568028	0.2715455042	0.2430863979	0.9047619048	0.998502696
122	0.2224184611	0.2641851713	0.2702733844	0.2431229832	1	0.9983634687
123	0.2452720883	0.2446346057	0.2576235394	0.2524697666	0.9047619048	0.9997410861
124	0.2573872343	0.2247611691	0.2704873055	0.2473642911	0.9047619048	0.9981753897
125	0.2448354133	0.2644303857	0.237710039	0.253024162	1	0.9991084568
126	0.2477150212	0.2612649783	0.2644017399	0.2266182607	1	0.9966243489
127	0.240668475	0.2673678512	0.2210136961	0.2709499777	0.9047619048	0.9979018203
128	0.2618782404	0.2221593295	0.2175607004	0.2984017297	0.9047619048	0.9937176739
129	0.2324434345	0.2578913354	0.2639432143	0.2457220158	1	0.9993795837
130	0.2337633864	0.2770832531	0.2035353444	0.2856180161	0.9047619048	0.9956399875
131	0.2861337071	0.2376238707	0.2157223465	0.2605200758	0.9047619048	0.9980239495
132	0.2030632261	0.2265577075	0.283415555	0.2869635114	0.9047619048	0.9958500498
133	0.2646113425	0.2205928893	0.2565511352	0.258244633	0.9047619048	0.9980605883
134	0.2581864798	0.2855472964	0.21741085	0.2388553738	0.9047619048	0.9955325138
135	0.2605587737	0.2232731369	0.2234955652	0.2926725243	0.9047619048	0.9946849372
136	0.2627926173	0.2247106084	0.2495996547	0.2628971197	0.9047619048	0.9981753897
137	0.2363149808	0.2701523281	0.2640090871	0.229523604	1	0.9959550809
138	0.2808950479	0.2481141764	0.2517381453	0.2192526304	0.9047619048	0.9972056839
139	0.2328673624	0.3104045484	0.2183163931	0.2384116961	0.8181818182	0.9919858819
140	0.2324134237	0.252504518	0.2622639693	0.2528180889	0.9047619048	0.9997508564
141	0.212470574	0.228736531	0.2898970351	0.2688958599	0.9047619048	0.9967489207
142	0.2612479296	0.2633242067	0.2724658673	0.2029619963	0.9047619048	0.9878286039
143	0.2345714827	0.2517107265	0.2317811464	0.2819366445	1	0.9979409017
144	0.2340281719	0.2609941306	0.2688549782	0.2361227194	1	0.9977259543
145	0.272237755	0.2420691414	0.266691302	0.2190018017	0.9047619048	0.9959282125
146	0.2621019304	0.265520737	0.2207921813	0.2515851512	0.9047619048	0.9983683539
147	0.2898632181	0.2613963775	0.2163544767	0.2323859276	0.9047619048	0.9978090021
148	0.2284801448	0.2110929216	0.305195141	0.2552317926	0.8181818182	0.9921641905
149	0.251055108	0.282709017	0.2183917175	0.2478441575	0.9047619048	0.9968612795
150	0.247101348	0.2407695167	0.2725856999	0.2395434354	0.9047619048	0.9984782702
151	0.2280690861	0.2542062191	0.2672685225	0.2504561723	0.9047619048	0.9995212535
152	0.2762611921	0.25936729	0.2672728749	0.1970986429	0.9047619048	0.9866708191
153	0.2632456899	0.2350825863	0.245970667	0.2557010567	0.9047619048	0.9993331746
154	0.2705642922	0.2719092685	0.2084684842	0.2490579551	0.9047619048	0.9970957676
155	0.2969329982	0.2533655751	0.2293275619	0.2203738647	0.9047619048	0.9975305476
156	0.2591395836	0.2323010607	0.2785653774	0.2299939783	0.9047619048	0.9965632843
157	0.2900193418	0.2348633927	0.2720767114	0.203040554	0.9047619048	0.9913703507
158	0.2301221337	0.2523285614	0.2633725974	0.2541767074	0.9047619048	0.9997557416
159	0.2377512872	0.2769372325	0.239120127	0.2461913533	0.9047619048	0.9980752438
160	0.2425977918	0.2460393459	0.2515221085	0.2598407537	0.9047619048	0.9996189569
161	0.2788565456	0.285110756	0.2085713583	0.2274613402	0.8181818182	0.994098717
162	0.2622119986	0.2858367538	0.2004670012	0.2514842464	0.8181818182	0.9953053535
163	0.2676247643	0.2028819067	0.2400422963	0.2894510327	0.9047619048	0.9935760041
164	0.2642522932	0.2213293603	0.28217186	0.2322464865	0.9047619048	0.9959941622
165	0.2814074642	0.2267303736	0.2554670176	0.2363951447	0.9047619048	0.9991817344
166	0.2411359126	0.3059807574	0.2318892165	0.2209941135	0.9047619048	0.9897484749
167	0.2155331077	0.2501107961	0.2583746097	0.2759814865	1	0.9991108994
168	0.2438787952	0.25572883	0.2269352071	0.2734571677	1	0.9982511098
169	0.2805135673	0.2527484697	0.2428600414	0.2238779216	0.9047619048	0.9979628849
170	0.2941192806	0.251909452	0.2153324625	0.2386388049	0.9047619048	0.9986981027
171	0.2365153708	0.2519399604	0.2308520581	0.2806926108	1	0.9979360165
172	0.2543625059	0.2262427911	0.2336856949	0.2857090082	0.9047619048	0.996118734
173	0.26273336	0.2425787599	0.2181079737	0.2765799064	0.9047619048	0.9970908824
174	0.2235310205	0.2325564423	0.2909342157	0.2529783215	0.9047619048	0.9970151623
175	0.2666098138	0.2518737797	0.2579689687	0.2235474378	0.9047619048	0.9971421767
176	0.2336315158	0.2420871647	0.2246744699	0.2996068495	1	0.9954299253
177	0.2191103397	0.2458117005	0.2679300499	0.26714791	0.9047619048	0.9992183731
178	0.2303854345	0.2339635953	0.2829476507	0.2527033195	0.9047619048	0.9979555572
179	0.2632973391	0.2715214591	0.2607670581	0.2044141437	1	0.9887054915
180	0.2494243396	0.2046169504	0.2582588821	0.287699828	0.9047619048	0.9938788845
181	0.2527563343	0.2447332995	0.2047859214	0.2977244448	0.9047619048	0.994257485
182	0.2487089125	0.2413855985	0.2656281842	0.2442773049	0.9047619048	0.9993234042
183	0.2630088117	0.2695403256	0.2477381182	0.2197127445	1	0.9948046238
184	0.2281621578	0.2576499192	0.2226437467	0.2915441763	0.9047619048	0.9963507795
185	0.2368091616	0.2470079584	0.2568852022	0.2592976777	0.9047619048	0.9996800215
186	0.2229584757	0.235256649	0.3188740335	0.2229108417	0.8181818182	0.9864436587
187	0.2569293272	0.2550173035	0.2389953413	0.249058028	1	0.9994577463
188	0.2724824731	0.2784231692	0.2215023877	0.2275919701	0.9047619048	0.9953761885
189	0.232771022	0.2574112606	0.2785237753	0.2312939421	0.9047619048	0.996394746
190	0.2385492515	0.2999229147	0.209669703	0.2518581308	0.8181818182	0.9943942697
191	0.2996994347	0.2376824843	0.2262893978	0.2363286831	0.9047619048	0.9995969736
192	0.319077678	0.2196467217	0.2392213053	0.222054295	0.9047619048	0.9994064521
193	0.2212021983	0.2746018621	0.2349324985	0.2692634411	0.9047619048	0.9986150549
194	0.2515304318	0.2767048789	0.1946777728	0.2770869166	0.8181818182	0.995114832
195	0.251589409	0.2077505213	0.2663650088	0.2742950609	0.9047619048	0.9950684229
196	0.2203378862	0.2852908875	0.2399053907	0.2544658356	0.9047619048	0.9978847222
197	0.2848561209	0.2253859286	0.2684890302	0.2212689202	0.9047619048	0.99651199
198	0.2790749394	0.2592869944	0.2209653985	0.2406726677	0.9047619048	0.9984782702
199	0.2642066182	0.23690091	0.231397797	0.2674946748	0.9047619048	0.9982877486
200	0.209926895	0.2251542509	0.2833479926	0.2815708615	0.9047619048	0.9960943082
