sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	qc_pass	qc_reasons	family_sequence_sha256	family_sequence_length	family_pf00741_status	family_pf00741_score	family_pf00741_sequence_score	family_pf00741_coverage	family_best_family	family_best_family_score	family_second_family	family_second_family_score	family_family_margin	family_best_model_coverage	family_best_query_coverage	family_family_status	family_classification_reason	family_gvpa_score	family_gvpj_score	family_hmm_family_status	family_similarity_best_family	family_similarity_best_reference	family_similarity_effective_identity	family_similarity_query_coverage	family_similarity_target_coverage	family_similarity_second_family	family_similarity_second_identity	family_similarity_margin	pool	pool_reason
vae_candidate_000012	2209f26349121f51c2d50683bbc79b7adb39ee0a2efe92458c2e1ef8796ccd49	true	false	eos	144	True	False	False	False	True	0.02023316961984229	0.06381829728796119	False	True	False	[]	True	False	[]	True		2209f26349121f51c2d50683bbc79b7adb39ee0a2efe92458c2e1ef8796ccd49	144	fail	32.7	53.6	0.7948717948717948			gvpa	93.2		0.0	0.0	unsupported	no_qualified_subfamily_hit	93.2	26.0	unsupported	gvpa	nat_019e8d05123166c4099d	0.2986111111111111	0.7916666666666666	1.0				excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000013	ff9300d2e2aef7175b58962087d76f8ea3405cf2208df6619ad6adb51165ea90	true	false	eos	167	True	False	False	False	True	0.040306168868928155	0.06381829728796119	False	True	False	[]	True	False	[]	True		ff9300d2e2aef7175b58962087d76f8ea3405cf2208df6619ad6adb51165ea90	167	pass	44.5	44.9	1.0			gvpa	109.5		0.0	0.0	unsupported	no_qualified_subfamily_hit	109.5	41.9	unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000014	bb134afc34d6066647b4fd569d5bde33baa5bfb45b52bbcbdd9b81dcc82ecc4d	true	false	eos	137	True	False	False	False	True	0.0187154612542091	0.06381829728796119	False	True	False	[]	True	False	[]	True		bb134afc34d6066647b4fd569d5bde33baa5bfb45b52bbcbdd9b81dcc82ecc4d	137	pass	49.1	62.6	0.8974358974358975			gvpa	105.6		0.0	0.0	unsupported	no_qualified_subfamily_hit	105.6	50.3	unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000015	3bc2916e02c2a9414da1e3e8711361a2763804f0ec0cf9acf141efc580f8d86f	true	false	eos	139	True	False	False	False	True	0.02542201542728907	0.06381829728796119	False	True	False	[]	True	False	[]	True		3bc2916e02c2a9414da1e3e8711361a2763804f0ec0cf9acf141efc580f8d86f	139	pass	25.7	28.7	1.0	gvpa	91.7	gvpj	32.4	59.300000000000004	0.7927927927927928	0.6618705035971223	unsupported	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity	91.7	32.4	supported_gvpa	gvpa	nat_0ccad4d436403131ae6a	0.39568345323741005	0.9424460431654677	0.8518518518518519	gvpj	0.34532374100719426	0.05035971223021579	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000016	0b5eb08f6eb332ce200c2fd9b6660662a77c6852f167a615c09a962dc0375a6d	false	true	length_cap	180	True	False	True	False	True	0.07926990621295979	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning;generation_cap_warning	0b5eb08f6eb332ce200c2fd9b6660662a77c6852f167a615c09a962dc0375a6d	180	fail			0.0						0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000017	9c8ab771bfd794b1aa7ee69ee0f37530f57d5e5486e05a9672da5e3cd28c44cd	true	false	eos	95	True	False	False	False	True	0.048253609763721984	0.06381829728796119	False	True	False	[]	True	False	[]	True		9c8ab771bfd794b1aa7ee69ee0f37530f57d5e5486e05a9672da5e3cd28c44cd	95	fail	20.1	20.1	0.48717948717948717			gvpa	57.7		0.0	0.0	unsupported	no_qualified_subfamily_hit	57.7	19.6	unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000018	9903c0f8a58dfda520537020603f08a1e3bc0841c86ce6cda9c792ef6b8aecc3	true	false	eos	98	True	False	False	False	True	0.03830109792884934	0.06381829728796119	False	True	False	[]	True	False	[]	True		9903c0f8a58dfda520537020603f08a1e3bc0841c86ce6cda9c792ef6b8aecc3	98	pass	48.9	49.8	1.0	gvpa	111.9	gvpj	51.8	60.10000000000001	0.6306306306306306	0.7346938775510204	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	111.9	51.8	supported_gvpa	gvpa	nat_67dd37821af98e87666e	0.6224489795918368	0.9897959183673469	0.96875	gvpj	0.5510204081632653	0.07142857142857151	main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000019	61e1b7b4d9c8bbeaf13620a1de72d366d0d9d05983b9ea1c0889f6bbc693f8bb	true	false	eos	71	True	False	False	False	True	0.06971136078441717	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning	61e1b7b4d9c8bbeaf13620a1de72d366d0d9d05983b9ea1c0889f6bbc693f8bb	71	fail			0.0			gvpa	3.7		0.0	0.0	unsupported	no_qualified_subfamily_hit	3.7		unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000020	ae8c524e0e385be95a4a7dd5c033ce06143a99f3991eb736fd2152038c13221e	true	false	eos	107	True	False	False	False	True	0.019250950390677618	0.06381829728796119	False	True	False	[]	True	False	[]	True		ae8c524e0e385be95a4a7dd5c033ce06143a99f3991eb736fd2152038c13221e	107	pass	45.9	51.6	1.0	gvpa	109.2	gvpj	44.7	64.5	0.6756756756756757	0.719626168224299	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	109.2	44.7	supported_gvpa	gvpa	nat_3e6bf91c590be6684eed	0.794392523364486	0.9906542056074766	0.9787234042553191	gvpj	0.29310344827586204	0.5012890750886239	main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000021	55cbcdd2143ac3b0c8f48d84b7f3d3c6bd2088f63ca032dbd1acc5997b0b2c7c	true	false	eos	95	True	False	False	False	True	0.07453656288852442	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning	55cbcdd2143ac3b0c8f48d84b7f3d3c6bd2088f63ca032dbd1acc5997b0b2c7c	95	fail			0.0			gvpa	18.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	18.9		unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000022	5a5f5864f1c94e79295a9d04601ea627af0ffc066c1e4684e1605f4910b6bbdd	true	false	eos	141	True	False	False	False	True	0.05164996713497027	0.06381829728796119	False	True	False	[]	True	False	[]	True		5a5f5864f1c94e79295a9d04601ea627af0ffc066c1e4684e1605f4910b6bbdd	141	fail			0.0						0.0	0.0	unsupported	no_qualified_subfamily_hit			unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000023	227f5f85d2c1ea30fe2c2f81ec23bce8f21c213023c3c31841a36300d2234799	true	false	eos	133	True	False	False	False	True	0.03689663976577992	0.06381829728796119	False	True	False	[]	True	False	[]	True		227f5f85d2c1ea30fe2c2f81ec23bce8f21c213023c3c31841a36300d2234799	133	pass	48.8	78.1	0.9743589743589743			gvpa	84.1		0.0	0.0	unsupported	no_qualified_subfamily_hit	84.1	32.2	unsupported	gvpa	nat_4b12dfb542826f087a7e	0.35570469798657717	0.9323308270676691	0.7449664429530202	gvpj	0.3308270676691729	0.024877630317404253	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000024	1b63af6e39e9be1d0aa5db5825c7af6661efdf4146993b28e176f1e985962e8c	true	false	eos	142	True	False	False	False	True	0.03404160451805878	0.06381829728796119	False	True	False	[]	True	False	[]	True		1b63af6e39e9be1d0aa5db5825c7af6661efdf4146993b28e176f1e985962e8c	142	pass	55.3	55.8	1.0	gvpa	119.1	gvpj	49.8	69.3	0.8738738738738738	0.7887323943661971	unsupported	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity	119.1	49.8	supported_gvpa									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000025	826b8e1b9ae33fb6a5f6a3bc529102bf8ff631873ffce76f6ce8d0c277a910e4	true	false	eos	103	True	False	False	False	True	0.033580542546849654	0.06381829728796119	False	True	False	[]	True	False	[]	True		826b8e1b9ae33fb6a5f6a3bc529102bf8ff631873ffce76f6ce8d0c277a910e4	103	fail	36.5	36.9	0.717948717948718			gvpa	42.1		0.0	0.0	unsupported	no_qualified_subfamily_hit	42.1	23.7	unsupported	gvpa	nat_67dd37821af98e87666e	0.5048543689320388	0.970873786407767	0.9479166666666666	gvpj	0.42718446601941745	0.07766990291262138	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000026	5fe8efcab91f21567b128757d6c5991e38b1a633279bb4d4253b2c5351192869	true	false	eos	125	True	False	False	False	True	0.033866386197971825	0.06381829728796119	False	True	False	[]	True	False	[]	True		5fe8efcab91f21567b128757d6c5991e38b1a633279bb4d4253b2c5351192869	125	fail	25.1	25.6	0.717948717948718	gvpa	59.0	gvpj	18.8	40.2	0.9369369369369369	0.848	unsupported	gvpa_profile_but_pf00741_gate_failed	59.0	18.8	unsupported	gvpa	nat_0b443f112af31da4c521	0.4	0.744	0.8	gvpj	0.384	0.016000000000000014	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000027	3f0375f4b3dc4aee1d00c8b20d4905dcb41ea55006a8d50484456911662079cd	true	false	eos	74	True	False	False	False	True	0.031035416239708076	0.06381829728796119	False	True	False	[]	True	False	[]	True		3f0375f4b3dc4aee1d00c8b20d4905dcb41ea55006a8d50484456911662079cd	74	pass	40.1	40.7	0.8205128205128205			gvpa	95.8		0.0	0.0	unsupported	no_qualified_subfamily_hit	95.8	39.0	unsupported	gvpa	nat_49cef355c6ba3187ae5c	0.6973684210526315	1.0	0.9210526315789473	gvpj	0.527027027027027	0.17034139402560455	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000028	24df65b3d09872e03a9c1ab0952689b0946af28146612cb127f5146fc56f1786	true	false	eos	127	True	False	False	False	True	0.03378132842732676	0.06381829728796119	False	True	False	[]	True	False	[]	True		24df65b3d09872e03a9c1ab0952689b0946af28146612cb127f5146fc56f1786	127	pass	43.3	43.9	0.8717948717948718	gvpa	81.0	gvpj	29.7	51.3	0.7837837837837838	0.6929133858267716	unsupported	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity	81.0	29.7	supported_gvpa									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000029	3242d585e56968b6b6d3779a84c6879dd2750e5c60057092d7c0c3c71bae79ae	true	false	eos	90	True	False	False	False	True	0.018721274496646692	0.06381829728796119	False	True	False	[]	True	False	[]	True		3242d585e56968b6b6d3779a84c6879dd2750e5c60057092d7c0c3c71bae79ae	90	pass	59.7	60.2	1.0	gvpa	120.7	gvpj	49.9	70.80000000000001	0.6486486486486487	0.8	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	120.7	49.9	supported_gvpa	gvpa	nat_75679c0d4db585656573	0.8586956521739131	0.9777777777777777	0.9565217391304348	gvpj	0.5222222222222223	0.33647342995169083	main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000030	7b6599f29821f4fc26f818b6b609f681c067638b47fa0164a89a5ae71f8f978c	true	false	eos	99	True	False	False	False	True	0.03418009678146157	0.06381829728796119	False	True	False	[]	True	False	[]	True		7b6599f29821f4fc26f818b6b609f681c067638b47fa0164a89a5ae71f8f978c	99	fail	43.0	43.0	0.7435897435897436			gvpa	59.4		0.0	0.0	unsupported	no_qualified_subfamily_hit	59.4	24.4	unsupported	gvpa	nat_f87e80c34ba5c8c8909b	0.43434343434343436	0.8484848484848485	0.7931034482758621	gvpj	0.30303030303030304	0.13131313131313133	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000031	f27ccf550975b33eec059d426fa034dff85a85e0b929a62625b3bbddf9d79a26	true	false	eos	74	True	False	False	False	True	0.05233616273007713	0.06381829728796119	False	True	False	[]	True	False	[]	True		f27ccf550975b33eec059d426fa034dff85a85e0b929a62625b3bbddf9d79a26	74	fail	2.4	2.9	0.2564102564102564			gvpj	2.0		0.0	0.0	unsupported	no_qualified_subfamily_hit	1.0	2.0	unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000032	e44eaae089f627a5f9e9d800adbf5abc109a4bf622b625468f765a919c99cdbb	true	false	eos	97	True	False	False	False	True	0.01822619222639401	0.06381829728796119	False	True	False	[]	True	False	[]	True		e44eaae089f627a5f9e9d800adbf5abc109a4bf622b625468f765a919c99cdbb	97	pass	42.9	43.4	1.0	gvpa	103.4	gvpj	41.4	62.00000000000001	0.6036036036036037	0.6907216494845361	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	103.4	41.4	supported_gvpa	gvpa	nat_0ae199fc6d044a2da135	0.6701030927835051	0.8865979381443299	0.9052631578947369	gvpj	0.2920353982300885	0.3780676945534166	main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000033	fd0a65a97f33b3d0e714436d62781b63acf04ba867775752865c7f294369b2ea	true	false	eos	123	True	False	False	False	True	0.055681955161864624	0.06381829728796119	False	True	False	[]	True	False	[]	True		fd0a65a97f33b3d0e714436d62781b63acf04ba867775752865c7f294369b2ea	123	fail			0.0			gvpa	0.8		0.0	0.0	unsupported	no_qualified_subfamily_hit	0.8		unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000034	36662d33f08471ea31758b191a75d6473722ebfb5002258e1899528823e73149	true	false	eos	92	True	False	False	False	True	0.014098905246840819	0.06381829728796119	False	True	False	[]	True	False	[]	True		36662d33f08471ea31758b191a75d6473722ebfb5002258e1899528823e73149	92	pass	59.2	59.6	1.0	gvpa	114.9	gvpj	51.8	63.10000000000001	0.6036036036036037	0.7391304347826086	supported_gvpa	pf00741_and_competitive_gvpa_support;competitive_sequence_agreement	114.9	51.8	supported_gvpa	gvpa	nat_a36a3359d46f89a3e9c6	0.8709677419354839	0.9456521739130435	0.946236559139785	gvpj	0.532608695652174	0.3383590462833099	main_supported_gvpa	qc_and_competitive_gvpa_and_pf00741_pass
vae_candidate_000035	2c09b2f6ce4b2ca918c815965f1d36c90b04ec1a900a04e4644541b3f1ad9a6e	true	false	eos	95	True	False	False	False	True	0.040349181526233194	0.06381829728796119	False	True	False	[]	True	False	[]	True		2c09b2f6ce4b2ca918c815965f1d36c90b04ec1a900a04e4644541b3f1ad9a6e	95	fail	33.8	35.0	0.7435897435897436			gvpa	95.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	95.9	33.8	unsupported	gvpj	nat_3fc915e39b4dd0e48f0b	0.37719298245614036	0.9263157894736842	0.8333333333333334				excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000036	20ef141b558e1fc9742ce427b9de2fb2b223aca7b7a9aefff8c89a24cbcaf39b	true	false	eos	100	True	False	False	False	True	0.08668766484575748	0.06381829728796119	True	True	False	[]	True	False	[]	True	composition_outlier_warning	20ef141b558e1fc9742ce427b9de2fb2b223aca7b7a9aefff8c89a24cbcaf39b	100	fail	10.3	10.7	0.7692307692307693			gvpj	13.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	8.6	13.9	unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000037	dcbb9e016c560cf7b18a0436e1dbaab229f8ad1eab8cb995f20d592dca291d9d	true	false	eos	63	True	False	False	False	True	0.03598040223932629	0.06381829728796119	False	True	False	[]	True	False	[]	True		dcbb9e016c560cf7b18a0436e1dbaab229f8ad1eab8cb995f20d592dca291d9d	63	pass	43.3	43.4	0.8974358974358975			gvpa	71.8		0.0	0.0	unsupported	no_qualified_subfamily_hit	71.8	30.0	unsupported	gvpa	nat_561df1cd0484632cdef6	0.6060606060606061	0.8888888888888888	0.8939393939393939	gvpj	0.5428571428571428	0.06320346320346326	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000038	2b615b03f06addbc70d65f130a47f9dc22844b880051f56a6b295e6c18d5af7f	true	false	eos	129	True	False	False	False	True	0.054933134680619104	0.06381829728796119	False	True	False	[]	True	False	[]	True		2b615b03f06addbc70d65f130a47f9dc22844b880051f56a6b295e6c18d5af7f	129	fail			0.0			gvpa	1.0		0.0	0.0	unsupported	no_qualified_subfamily_hit	1.0		unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000039	f36881fe1a088c6a58f5b3b9d119ef19814a518a5e7910936c0a00b45295f68c	true	false	eos	104	True	False	False	False	True	0.03911375167728098	0.06381829728796119	False	True	False	[]	True	False	[]	True		f36881fe1a088c6a58f5b3b9d119ef19814a518a5e7910936c0a00b45295f68c	104	fail			0.0			gvpa	8.3		0.0	0.0	unsupported	no_qualified_subfamily_hit	8.3		unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000040	9ed5c77bffa3ef0b1c8f8dafeb722c4c4d4bc7a46064767cfc83f1f63c7e8790	true	false	eos	168	True	False	False	False	True	0.025509645667142734	0.06381829728796119	False	True	False	[]	True	False	[]	True		9ed5c77bffa3ef0b1c8f8dafeb722c4c4d4bc7a46064767cfc83f1f63c7e8790	168	pass	45.4	53.3	0.8974358974358975			gvpa	60.9		0.0	0.0	unsupported	no_qualified_subfamily_hit	60.9	30.3	unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000041	186da6e177a19eacd3d559e95fd5b73ab30b9ad9d5afb4c2c73deb3d1324dc8b	true	false	eos	93	True	False	False	False	True	0.03687163406658328	0.06381829728796119	False	True	False	[]	True	False	[]	True		186da6e177a19eacd3d559e95fd5b73ab30b9ad9d5afb4c2c73deb3d1324dc8b	93	pass	55.7	56.0	1.0	gvpa	99.3	gvpj	50.9	48.4	0.6126126126126126	0.7419354838709677	gvpa_gvpj_ambiguous	pf00741_and_competitive_gvpa_support;insufficient_sequence_competitive_margin	99.3	50.9	supported_gvpa	gvpa	nat_b5ccff48f879b7cc34ad	0.6021505376344086	0.9032258064516129	0.8804347826086957	gvpj	0.5913978494623656	0.010752688172043001	ambiguous_exploration	qc_pass_but_gvpa_gvpj_ambiguous
vae_candidate_000042	3a2140bacd87687187b99035a2cd220e852a764160589cb1400a1938704425b7	true	false	eos	115	True	False	False	False	True	0.03410113650942497	0.06381829728796119	False	True	False	[]	True	False	[]	True		3a2140bacd87687187b99035a2cd220e852a764160589cb1400a1938704425b7	115	fail			0.0			gvpa	30.8		0.0	0.0	unsupported	no_qualified_subfamily_hit	30.8		unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000043	80dff3968fd241dfb440aacf20c77335f317f25edd65fc5cfff61a9aa3c4cfd1	true	false	eos	128	True	False	False	False	True	0.027206513170816776	0.06381829728796119	False	True	False	[]	True	False	[]	True		80dff3968fd241dfb440aacf20c77335f317f25edd65fc5cfff61a9aa3c4cfd1	128	pass	58.4	58.9	1.0			gvpa	110.0		0.0	0.0	unsupported	no_qualified_subfamily_hit	110.0	46.8	unsupported									excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000044	59841b357d6487c5a6c17e727a6931576a1d817b1cca0e2b5bd43ff1e3edecbf	true	false	eos	71	True	False	False	False	True	0.019117283321184675	0.06381829728796119	False	True	False	[]	True	False	[]	True		59841b357d6487c5a6c17e727a6931576a1d817b1cca0e2b5bd43ff1e3edecbf	71	pass	51.4	52.1	1.0			gvpa	99.1		0.0	0.0	unsupported	no_qualified_subfamily_hit	99.1	44.8	unsupported	gvpa	nat_08ca607a70bf3998101a	0.6619718309859155	0.9295774647887324	0.9571428571428572	gvpj	0.6301369863013698	0.03183484468454567	excluded	qc_pass_but_not_supported_gvpa
vae_candidate_000045	ff862c8141858294aaa9f11bf3be63a1662f9764f526a8567c6935823f6ba608	true	false	eos	134	True	False	False	False	True	0.03719504385281418	0.06381829728796119	False	True	False	[]	True	False	[]	True		ff862c8141858294aaa9f11bf3be63a1662f9764f526a8567c6935823f6ba608	134	pass	45.2	45.9	1.0	gvpa	106.9	gvpj	43.6	63.300000000000004	0.7837837837837838	0.6194029850746269	unsupported	pf00741_and_competitive_gvpa_support;insufficient_covered_reference_similarity	106.9	43.6	supported_gvpa									excluded	qc_pass_but_not_supported_gvpa
