sequence_id	pool	sequence_sha256	length	tm_segment_count	tm_segments_1based_inclusive	tm_residues	max_tm_segment_length	review_status
vae_candidate_000062	excluded	d1150b8dc3ee601f11aec290ea9dc0c1d1af3c52c7290a8b136a58ab16746cc5	90	0		0	0	no_extra_tm_evidence
vae_candidate_000063	excluded	bb097cf25c7bfa7a4edc82bd751061c1ca21902b3067fa372f74c740a706f272	94	0		0	0	no_extra_tm_evidence
vae_candidate_000064	excluded	3815ac7163d0ed486e30fec2527de60e197891173649f23afeb2e98c8fb56090	96	0		0	0	no_extra_tm_evidence
vae_candidate_000065	main_supported_gvpa	21818a9b303af01ae846a79041186c50c69d49abd6a9a29662c47d5f8daf4294	81	0		0	0	no_extra_tm_evidence
vae_candidate_000066	excluded	c235c9d91182c84f2466c38831847d9da95690440c7c665048b5bd399bf2b23f	75	0		0	0	no_extra_tm_evidence
vae_candidate_000067	excluded	13493101c4fcb7b1c93534d9a73af04dbef197e3b7707d1e333aec1a353a789d	133	2	49-67;80-92	32	19	extra_tm_manual_review
vae_candidate_000068	excluded	c3941ba46ed9169ce82a620641e471d81cc667d5ba00186809faab54e0cdcbaf	103	0		0	0	no_extra_tm_evidence
vae_candidate_000069	excluded	40312d15d20ecba4063c35749333f381de13f3440732e2713ea41975f2df024f	145	0		0	0	no_extra_tm_evidence
vae_candidate_000070	main_supported_gvpa	13aea4139dbbe80aa0ac0a0547cfdd81972b9c67754b9431cb258d9c9f0deff5	91	0		0	0	no_extra_tm_evidence
vae_candidate_000071	excluded	a6d71e31a9b891614c2c82543b722630c07bb642f52d2f88a8f65a3d293e1be7	61	0		0	0	no_extra_tm_evidence
vae_candidate_000072	excluded	2a9f1680ab42829ab9ff306f5e2ae50f005040643ab0310a0ea76b4302f2f9f3	157	0		0	0	no_extra_tm_evidence
vae_candidate_000073	excluded	65c791cc04edc3309f6e7b5efba23c11bc4d371d15a1d4bc709ae80ce3a4b4e1	146	0		0	0	no_extra_tm_evidence
vae_candidate_000074	excluded	d1bea1e9a515f2726757fe74b5f1692f792c933c8a5cad4260f3b9529cc846bd	103	0		0	0	no_extra_tm_evidence
vae_candidate_000075	excluded	74ae5e5c71d68830cf119e2a5b90269f534c34ddc9cebfbcd242cf910cfe3fac	180	0		0	0	no_extra_tm_evidence
vae_candidate_000076	excluded	395d964efef3566326ca7a6b92d9f5cf95c9bba7d2fa10dbcbce75b9ba521115	118	0		0	0	no_extra_tm_evidence
vae_candidate_000077	excluded	97c0f9e65dba5eda9de7fa77fe6cd53d1dcd285672c9ed2bc27fd39248ac60e1	101	0		0	0	no_extra_tm_evidence
vae_candidate_000078	excluded	94a3a0b3cae5f64a4b96b2548a0aa7b55717d5973c2b054c2757c388b82cd979	76	0		0	0	no_extra_tm_evidence
vae_candidate_000079	excluded	0dee989a9c30c63ca62dce7f251ab9d87d8d73d4af53b655e76f13fcc9f7a5aa	104	0		0	0	no_extra_tm_evidence
vae_candidate_000080	excluded	5dfd6202ee65aae25b669856947d4ed01d617b6294dede39143b2ab94bff5379	80	0		0	0	no_extra_tm_evidence
vae_candidate_000081	excluded	1701ed6ca62831e09508f3dbc97de5ade97b597b3fe478bb9c6d759bc543d476	51	0		0	0	no_extra_tm_evidence
vae_candidate_000082	excluded	d251a995a0b41b9e97106f0bc675ca43446884a37ddd6e9386e8a0159a11811c	110	0		0	0	no_extra_tm_evidence
vae_candidate_000083	excluded	8113528b1d18d0383e8bd6d9c6c77dd621fed78243a03555a1aa0800e384e76f	180	0		0	0	no_extra_tm_evidence
vae_candidate_000084	excluded	715de92be4b811d8ddc915529c515e5c042c222217ce47c048d284045ca91ac1	180	0		0	0	no_extra_tm_evidence
vae_candidate_000085	excluded	9275320efeafd170420e960648308094f098bbf8cf7f0e463f50812c8cd2e0e9	74	0		0	0	no_extra_tm_evidence
vae_candidate_000086	excluded	77b7c617c822bc43785fbd37be536267e212ef3308743ba78dec5ff7b5fe6ab8	91	0		0	0	no_extra_tm_evidence
vae_candidate_000087	excluded	f3f4fbb82fee12c8f85f8b131e2977c8a391d668dbbd89b5380e055921607df5	93	0		0	0	no_extra_tm_evidence
vae_candidate_000088	main_supported_gvpa	7f6e1f12b07522bd93f092bf51bc2715f5eb91b0a12dade416be3659245eafdf	101	0		0	0	no_extra_tm_evidence
vae_candidate_000089	excluded	55b52c0578d58ed14845a55edb676b338912ca2d807a8cb061912d9a002a4aa8	75	0		0	0	no_extra_tm_evidence
vae_candidate_000090	main_supported_gvpa	b78d9fef3931ec7d728ac3f611e9a10f680ff2c6cfbe56206851d062600b65ff	93	0		0	0	no_extra_tm_evidence
vae_candidate_000091	excluded	d0a2ecdd0b8ce56a6adc448fa5aef33cd1cd70ce5ccf42cc6955735d3b92b357	93	0		0	0	no_extra_tm_evidence
vae_candidate_000092	excluded	f22245de544f4262aa686fe5cb2bc22b23e0660a8b41f28dfc6afd33aa1ab3c2	123	0		0	0	no_extra_tm_evidence
vae_candidate_000093	excluded	b0c33e69a1dcb8cf4860d6fbba900173fe2bf2123ebbeeaaf966788082bec92f	140	0		0	0	no_extra_tm_evidence
vae_candidate_000094	excluded	7cc23aec94e841a26743eccf39ab494b432ba70dd9798d569b1d63d27c2d279a	178	0		0	0	no_extra_tm_evidence
vae_candidate_000095	main_supported_gvpa	1d0662deaf8a0a54ca5095ce9de44a70bd57cc15225f387576ef641a8367e96f	121	0		0	0	no_extra_tm_evidence
vae_candidate_000096	excluded	ec3a674bba1226203dca8260ef79039eca190c1e36e4f44627ee9f81635ce9d6	180	0		0	0	no_extra_tm_evidence
vae_candidate_000097	excluded	6bb68b9c28df10f0d886ecebf0a2e48a84128c60102ff33af097f35d4e87454c	56	0		0	0	no_extra_tm_evidence
vae_candidate_000098	excluded	0a95cd89cbd51a9effadcd1e8436b3f9d133c409606f33304493c03d80d304b9	70	0		0	0	no_extra_tm_evidence
vae_candidate_000099	excluded	3ee350ea62c2583ffde40794fb1640960a9825b9aa4b550c036215a39c01805f	116	0		0	0	no_extra_tm_evidence
vae_candidate_000100	excluded	3b186854d9d1d30ce6ec23ba620a0eb74559ed08fed8375cdf737321378f86de	138	0		0	0	no_extra_tm_evidence
vae_candidate_000101	excluded	16919e87ebf5fde39b8bec8d70c94192ad2cf0f8eff676d3638bb83b938998da	97	1	21-39	19	19	extra_tm_manual_review
vae_candidate_000102	excluded	371701d3a36bc643f4e4115a2f29420c0deea4b1b868aa23ef2efeb3097c3405	64	0		0	0	no_extra_tm_evidence
vae_candidate_000103	excluded	fa367bd3360d65ed99c457a47ecddf55c5ebac669817b440970ef6f6ac19c05a	111	0		0	0	no_extra_tm_evidence
vae_candidate_000104	excluded	60579a87385fcd7e035e94b7014be64d38a757b962efcff74a2a0e9880e9aa50	72	0		0	0	no_extra_tm_evidence
vae_candidate_000105	excluded	716deea70c9e9cbb551fc89c89094fe7765d03fb278ab2b2d777bf6b7ffd0fc6	124	0		0	0	no_extra_tm_evidence
vae_candidate_000106	excluded	733dd02fa4f37733cbd860607908b5668ab165c27617e3577b8b37669a81116d	89	0		0	0	no_extra_tm_evidence
vae_candidate_000107	excluded	2ae80e1b6a8055ab259e0a60e88f7b9b57d53d3d0b33766e9e87b3b7562a23a1	94	0		0	0	no_extra_tm_evidence
vae_candidate_000108	main_supported_gvpa	e6c8dd1dcfd49d1e8268f1e107dc3f61a79715c67dbd8d08887b18b4b96f5e44	108	0		0	0	no_extra_tm_evidence
vae_candidate_000109	excluded	1d6ebbf3421c5e15e7f56422126768098523d37af4cd09822400443d3744f15d	97	0		0	0	no_extra_tm_evidence
vae_candidate_000110	excluded	3fd84a2b385bc0883127e6cdb9ba4d6534791053ab15d7bd9740d81cdb7ced52	71	0		0	0	no_extra_tm_evidence
vae_candidate_000111	excluded	a5f25deb53dd0bab0bd10ac2d9888d29c3d47369b6c5951a15286986a6c2fbb2	123	0		0	0	no_extra_tm_evidence
vae_candidate_000112	excluded	3e4663a25123f49a02500859bcf688ea088de9c15795ff5408f1696a2e261f55	131	0		0	0	no_extra_tm_evidence
vae_candidate_000113	ambiguous_exploration	f45060cdca53872c1431a510a58ca75aeda60ca24675d9f54b86f23d6d28c3b8	148	0		0	0	no_extra_tm_evidence
vae_candidate_000114	excluded	72cb7eff4cc8ea2871adca056ed303f753e2b28bb6184534e61bd3cdfd7bba50	97	0		0	0	no_extra_tm_evidence
vae_candidate_000115	excluded	89ddc2878c503e558d0937dd0a0f21b2c329b1e9261df14b9113ee553a998827	144	0		0	0	no_extra_tm_evidence
vae_candidate_000116	excluded	4dc09b5e27d868d7726146a5def42d89130ab793e70f881053defb0e12a43664	118	0		0	0	no_extra_tm_evidence
vae_candidate_000117	excluded	0e7f2c391d709306e68f0d9c6cbc9593c498164a70ceefe9d6ef40aa4c249711	113	0		0	0	no_extra_tm_evidence
vae_candidate_000118	main_supported_gvpa	6cd40a94ed63feb8d18f8f011ad2e48f790cab91b04f8eb2d68d38396fb77647	70	0		0	0	no_extra_tm_evidence
vae_candidate_000119	excluded	709e772f27e3974c58be079e791d95e13a3ef0f8740757dd43ac8c5d3108393a	73	0		0	0	no_extra_tm_evidence
vae_candidate_000120	excluded	c2df4bcb9565077031ca7af1a36c0af13bca3eea6844ee0343b468043c57b621	88	0		0	0	no_extra_tm_evidence
vae_candidate_000121	main_supported_gvpa	ca406426331689aa0585b5707a73702d92cb7cbe2e8d30f9d27e97fef320d378	96	0		0	0	no_extra_tm_evidence
vae_candidate_000122	excluded	875e0126f5636f972bc977a9bd57d125433539172a4519a70e4ba4a6c389a330	103	0		0	0	no_extra_tm_evidence
vae_candidate_000123	excluded	140732861eff5263a2135c60bfb55930370deaf21ab0d2a94787f1fc5314c59e	73	0		0	0	no_extra_tm_evidence
vae_candidate_000124	excluded	f30845a8725b493d6fea85f3d3d42606413eb69b1ca411b6a67bef34c6d9e31c	74	0		0	0	no_extra_tm_evidence
vae_candidate_000125	excluded	1b2bf14d39d466fadf257b6d49c8bb8f67ef577540e11cc9f41ad0e0a1c6124d	111	0		0	0	no_extra_tm_evidence
vae_candidate_000126	excluded	2814f0c825ee8e789797baa54b892df83bed2d48e00ebdb3894d4dd9a27d38e9	83	0		0	0	no_extra_tm_evidence
vae_candidate_000127	excluded	7e3b594e990da3c0e9f373d774e2fb278c7983d5ab09de7d294f94a91e9797cb	137	0		0	0	no_extra_tm_evidence
vae_candidate_000128	main_supported_gvpa	dc4d6d07d900c261975e3b9aae0f438848f37d8119578f51fd02bf0c8c92092e	117	0		0	0	no_extra_tm_evidence
vae_candidate_000129	excluded	93b80a28b14c5e3b7e4c3db7690679b319a4aedecd3d61530bb5b9f50d18bcf5	91	0		0	0	no_extra_tm_evidence
vae_candidate_000130	excluded	ca72a1d39dc40164925da026d2473cafcced159842077b3c37bb309ca2875ca5	78	0		0	0	no_extra_tm_evidence
vae_candidate_000131	excluded	68be1a70686b4f19b5c31fca557d034662f491546bd0c5d2d4a274618d3e760b	109	0		0	0	no_extra_tm_evidence
vae_candidate_000132	excluded	4d2cb1fdca550f93c1f6e25f360f8ff667b10dda713d249e5129e391c8c2afcf	86	0		0	0	no_extra_tm_evidence
vae_candidate_000133	main_supported_gvpa	d7e228be6fb77fecac1fb0de7e7ba9e99a37bf5a0d3e7d01c025676a1ca462d1	102	0		0	0	no_extra_tm_evidence
vae_candidate_000134	excluded	bd9353954eb4ed6f7bd596fcecfdfdc30f2831683ea6c1ac86b875346f03986c	69	0		0	0	no_extra_tm_evidence
vae_candidate_000135	main_supported_gvpa	0b30807440d980ffe1e84dcb55fdb058373dc5cd727c0f6be8b7d5a6fa4b610d	93	0		0	0	no_extra_tm_evidence
vae_candidate_000136	main_supported_gvpa	3c81c2955a27bab93db9054931bf3a976a3498c6cd361c5b9bb52ada5ae7a7d9	95	0		0	0	no_extra_tm_evidence
vae_candidate_000137	excluded	c1cfce3e1d535fc0a0ca2afc4f583c2a6d57e50d49ec4f0970e74e891af19bb2	91	0		0	0	no_extra_tm_evidence
vae_candidate_000138	excluded	fcb7f264009abb4e675d751e46c25062d6fd22296ba379abc458ebff2a19f8ac	122	0		0	0	no_extra_tm_evidence
vae_candidate_000139	excluded	4ca96f27a95f614d93a91d1f17b9bc91ef568c29ead25e1f35296c493d58cb1a	180	0		0	0	no_extra_tm_evidence
vae_candidate_000140	main_supported_gvpa	2b9a8424c0644bd0137cf3e15db9ed60acb0f6879a76f3e4885a9b1d28f32444	108	0		0	0	no_extra_tm_evidence
vae_candidate_000141	excluded	3b3e4546afeda51564ce1fbd918270a263ce82a2b347dc66f21c5e08c0aa8118	99	0		0	0	no_extra_tm_evidence
vae_candidate_000142	excluded	e94a06cb107ecf5821d5d2bcf87651dadf2757f3ec1fac900ca2a661a06b15ae	61	0		0	0	no_extra_tm_evidence
vae_candidate_000143	main_supported_gvpa	bbe1966c32273dc3cffff1bde570c544aa37a6c9eaaf3cb2fa6eeebb3e6ea13a	92	0		0	0	no_extra_tm_evidence
vae_candidate_000144	excluded	b93956563cb6505a05013643f7befd20e08960734eb28ee8c93a6cde7f309551	80	0		0	0	no_extra_tm_evidence
vae_candidate_000145	excluded	51ebe7200e137bb6add954b2ba3970f5deb0ec139b92dfde5b1b8e7056fda921	72	0		0	0	no_extra_tm_evidence
vae_candidate_000146	excluded	2cd96b500f562124ba91388465434469cc91f92bc52e5b23a6b5a631a18a6f73	174	0		0	0	no_extra_tm_evidence
vae_candidate_000147	excluded	0084361ba30d031bc86de88e9ccc87a4d67457402884b0dab358b6c5d518204b	64	0		0	0	no_extra_tm_evidence
vae_candidate_000148	excluded	92f6d1223aef1df0a3719e5ad99ffb1a75654276bbfb2b83d25cde63b81e64f8	64	0		0	0	no_extra_tm_evidence
vae_candidate_000149	main_supported_gvpa	f199b63266d1bb6b33d10341af3ef1658acb0aeb2a98e62e30f68b0870744d59	121	0		0	0	no_extra_tm_evidence
vae_candidate_000150	excluded	1b0adf679719adbdfdfd58f18604287fb5603c6d1215a2f6e606e22de5f27bad	74	0		0	0	no_extra_tm_evidence
vae_candidate_000151	main_supported_gvpa	3ba9280ec1f075d96c8ed417f0379d69ff2f88c2dbf5be745215a4c9ac2778d1	73	0		0	0	no_extra_tm_evidence
vae_candidate_000152	excluded	b9f9615a7656c27f997415678f15d4b0743afd9cd51c6fe9ed833d79ea9ce896	59	0		0	0	no_extra_tm_evidence
vae_candidate_000153	main_supported_gvpa	36daaa4f653074071e1cc710d733e0aaca8f5d2641c56d79339c342b951881e0	104	0		0	0	no_extra_tm_evidence
vae_candidate_000154	excluded	bede1acd3dfa03229336f2995685abe23605c54995c0d11b041de81ce819a88c	88	0		0	0	no_extra_tm_evidence
vae_candidate_000155	excluded	0408aa3e91484cb0ff22cfcee5bf7037ce784723e304e8e995aa32ac7a38c205	87	0		0	0	no_extra_tm_evidence
vae_candidate_000156	excluded	18a711fe656e7d0306a7eb7c07d6b4e38c4dc5a82b6a9f044b67587dc40b721c	87	0		0	0	no_extra_tm_evidence
vae_candidate_000157	main_supported_gvpa	54e6114d75184eb729413fb2dc6f4713bf5799d376a3a630e87f9b2f1fbb9372	99	0		0	0	no_extra_tm_evidence
vae_candidate_000158	excluded	8b40978c51799030cff722d3a3412c8db1b8c3fa81a7f02cafc80901ee1b37d1	89	0		0	0	no_extra_tm_evidence
vae_candidate_000159	excluded	81f09ade331c8a29c45cd0c9b74066fa9850166563b0f20e0b9773365ca41d30	56	0		0	0	no_extra_tm_evidence
vae_candidate_000160	main_supported_gvpa	9dd7f2cc810aab79156ced1614d62aada5b77ed90a510333a85b97301e5162e9	121	0		0	0	no_extra_tm_evidence
vae_candidate_000161	ambiguous_exploration	bcced92e03618490219479082e8c15fa26f631afa2ddeafbba54c297b4a1d2e7	111	0		0	0	no_extra_tm_evidence
vae_candidate_000162	excluded	320232909f14afde702de6217dbcd3ea5a33c4fd58c49f84fa5496efaf958b72	139	0		0	0	no_extra_tm_evidence
vae_candidate_000163	ambiguous_exploration	3510ae80249bd2577b08d50783ab599b11784080600d8f2388bdba14169511e7	78	0		0	0	no_extra_tm_evidence
vae_candidate_000164	excluded	fff358e816c7139b0f4493a199ac29cef6200668602f3f63de2d50b7def81600	98	0		0	0	no_extra_tm_evidence
vae_candidate_000165	excluded	f092151e43cfa2fe0407f8ca5ca8326cd22a082f37a33ade280faeb6ac085f98	114	0		0	0	no_extra_tm_evidence
vae_candidate_000166	excluded	1d6cc61702b6fa5e322a0407d197324b0d5315c3e829be0d6155af7653b5ad0d	71	0		0	0	no_extra_tm_evidence
vae_candidate_000167	excluded	f86db6d177f86b3f6a6969a24c14d1b9253c9454d7b09a1a74fa1d79524a34b9	93	0		0	0	no_extra_tm_evidence
vae_candidate_000168	excluded	505761e1094ef0275eed6858988df3a4e40b14303da2790c353fd83099184efb	57	0		0	0	no_extra_tm_evidence
vae_candidate_000169	excluded	d029f98a1551f893704ceb95163ce5da371af34b3a270d76bb32a51e6fb1b769	93	0		0	0	no_extra_tm_evidence
vae_candidate_000170	excluded	7edd697090a5ff160a8ff2ee90e7df7d14cf21b835c3ac55f0f71f4ac21a2ccf	113	0		0	0	no_extra_tm_evidence
vae_candidate_000171	excluded	9a7adce0cd18380dd22b1089be53e10e7e8ee590554cb9bbe732d5a3a5dc46ec	131	0		0	0	no_extra_tm_evidence
vae_candidate_000172	ambiguous_exploration	836d8acb165c0b0db5117f24d5cdaf7ddb42ad0f347ce8723a223113738f8f08	122	0		0	0	no_extra_tm_evidence
vae_candidate_000173	excluded	52852e6e29ee1b90b78e092b324389ac9baf4bb81fde00e8630e56dc31c2c868	96	0		0	0	no_extra_tm_evidence
vae_candidate_000174	excluded	8c0ed9541ec973d0a666dcf3b844a91d184a6bc496dd831b0d61ff3c3c16e7ee	55	0		0	0	no_extra_tm_evidence
vae_candidate_000175	excluded	109657dc7dcfa36d34cfcc80285b974b2ef722eebdfb980851f30e74fcee78f3	60	0		0	0	no_extra_tm_evidence
vae_candidate_000176	excluded	c8ba94e8c286ae52b9074a92918e696567f9575262debab8e144b8fde83e93db	109	0		0	0	no_extra_tm_evidence
