epoch	kl_beta	train_loss	train_reconstruction	train_kl	train_perplexity	train_token_accuracy	train_eos_accuracy	validation_loss	validation_reconstruction	validation_kl	validation_perplexity	validation_token_accuracy	validation_eos_accuracy	epoch_seconds
11	0.05500000000000001	2.321239965487043	2.32037934099498	0.033354466633084445	10.179535088719463	0.2786906796371763	0.0	2.448516607284546	2.4457144737243652	0.02802087739109993	11.538790817271147	0.21225503726193762	0.0	0.1877278797328472
12	0.06	2.265265686847673	2.2645259685251204	0.023060719277507993	9.626560226824878	0.2912120415406862	0.0	2.405860185623169	2.403531074523926	0.02329215593636036	11.06216884005732	0.23682031465636214	0.0	0.1786695858463645
13	0.065	2.2073831566834707	2.206464765708738	0.02165735885500908	9.083547096362581	0.31796371762850006	0.0	2.364042043685913	2.3617942333221436	0.022477461025118828	10.60997114822646	0.26386972122550373	0.0	0.15206817258149385
14	0.06999999999999999	2.1454341334126057	2.1444197120562447	0.01941230932136305	8.537085831669156	0.3487577231497305	0.0	2.3198859691619873	2.3180737495422363	0.018121611326932907	10.156092274786403	0.28291471156500136	0.0	0.14479961711913347
15	0.07500000000000001	2.0810980082418946	2.080261142938385	0.01452942759081022	8.006559497787519	0.37044827132903907	0.0	2.2721142768859863	2.270695209503174	0.014190275222063065	9.686132365151831	0.30471984543196245	0.0	0.17377638444304466
16	0.08000000000000002	2.0173497527084625	2.016709032354271	0.012288208707951897	7.513557327251654	0.3979558301564349	0.0	2.2238612174987793	2.2226219177246094	0.012392493896186352	9.23150340523279	0.3171404913055479	0.0	0.1479988219216466
17	0.085	1.9493894964348968	1.9497586014950277	0.010835149802859293	7.026991070691136	0.4172144077823058	0.0	2.172992706298828	2.1718907356262207	0.011019776575267315	8.774859305184838	0.3353574385868065	0.0	0.1661446876823902
18	0.09000000000000001	1.8790652825083543	1.8786655199446252	0.009505313579060325	6.5447651734269225	0.450834757460234	0.0	2.1237332820892334	2.1227610111236572	0.009721748530864716	8.354171635099739	0.37399944797129453	0.0	0.16476271394640207
19	0.095	1.8091973724778379	1.8091748995882493	0.007526372863645481	6.105407778934213	0.4776850269488629	0.0	2.0803685188293457	2.079563856124878	0.00804570410400629	8.00097857540607	0.38780016560861164	0.0	0.17888181284070015
20	0.1	1.7389646256443396	1.738998741487393	0.006138166063044906	5.691641763964289	0.5018404101485474	0.0	2.0344760417938232	2.033759832382202	0.007162191905081272	7.6427679323995354	0.39939276842395804	0.0	0.17393277771770954
21	0.1	1.6705798999497177	1.672912504492161	0.005368508822166963	5.327662062359294	0.5191599842250558	0.0	1.992518424987793	1.9918408393859863	0.006776446010917425	7.329012887634751	0.41043334253381175	0.0	0.18081321008503437
22	0.1	1.6059357427087502	1.6058209106371157	0.004837047103590698	4.981947658372244	0.5382871039831734	0.036101083032490974	1.948504090309143	1.9478914737701416	0.006126634310930967	7.013883021849297	0.4269942036985923	0.030303030303030304	0.18519665766507387
23	0.1	1.54036456023743	1.5407702487010562	0.004740670795757526	4.668184549651848	0.5615222821085842	0.08303249097472924	1.9091744422912598	1.9086021184921265	0.005722680129110813	6.743655375518717	0.44051890698316315	0.030303030303030304	0.16780345980077982
24	0.1	1.4781598227118757	1.4783675125703966	0.004610070145927666	4.385780102765222	0.5817339292756671	0.1624548736462094	1.8711971044540405	1.8706140518188477	0.005830983631312847	6.492281772979672	0.4449351366271046	0.06060606060606061	0.1790346521884203
25	0.1	1.419889108368636	1.4200829225072602	0.004416962823282511	4.137463514875243	0.5989549099513606	0.2563176895306859	1.8443305492401123	1.8437981605529785	0.005324169527739286	6.3204989988297395	0.46260005520287056	0.06060606060606061	0.16490747779607773
26	0.1	1.364426309020941	1.3642020606917842	0.004171015034069976	3.912599788902362	0.6206125936637308	0.35379061371841153	1.8166981935501099	1.8161747455596924	0.005234586540609598	6.148294618501779	0.4708804857852608	0.030303030303030304	0.1668874053284526
27	0.1	1.3105109331840212	1.310436923192493	0.003998425669820192	3.707793379269756	0.6372748784014723	0.3898916967509025	1.789568543434143	1.789075493812561	0.004930985160171986	5.983917739357477	0.4821970742478609	0.06060606060606061	0.15286905318498611
28	0.1	1.259665851558589	1.2593407619676469	0.003655456583140021	3.5230981613374177	0.6554489286183778	0.44404332129963897	1.7621313333511353	1.761660099029541	0.004712502472102642	5.822094629846011	0.49102953353574386	0.06060606060606061	0.1439878223463893
29	0.1	1.2120883968332614	1.2120764139832532	0.003513240111682443	3.3604551092466557	0.6704679900092021	0.4404332129963899	1.7399460077285767	1.739499568939209	0.004463993478566408	5.694493008336713	0.5004140215291195	0.06060606060606061	0.15258372481912374
30	0.1	1.1637328449999813	1.167434798036688	0.003494715538306249	3.2137381684042343	0.6831865387143421	0.48014440433212996	1.723530888557434	1.7230767011642456	0.004542060196399689	5.601736848457003	0.5064863372895391	0.12121212121212122	0.16093160957098007
31	0.1	1.1252924548159438	1.1264844224027348	0.003142847049147536	3.084792587137784	0.6969567503615092	0.48014440433212996	1.708465576171875	1.7080509662628174	0.004145804792642593	5.5181958398761	0.5114545956389732	0.12121212121212122	0.17014889791607857
32	0.1	1.086133447795138	1.0875140471892992	0.0030528299480219396	2.9668893504110856	0.7113185224135664	0.48375451263537905	1.698830246925354	1.698424220085144	0.004060768056660891	5.4653284479350575	0.5191829975158708	0.12121212121212122	0.17165206465870142
33	0.1	1.0521119561866732	1.0522391510488516	0.0026677217492531136	2.8640569997532968	0.7265676350729591	0.5090252707581228	1.6854945421218872	1.6851052045822144	0.0038934287149459124	5.393018272739838	0.5175269113993928	0.12121212121212122	0.1477343551814556
34	0.1	1.01997549202468	1.0192063058607366	0.0024930170933894196	2.7709945687896123	0.735473905613251	0.5126353790613718	1.6754783391952515	1.675075888633728	0.004024894908070564	5.339200318316469	0.5194590118686172	0.06060606060606061	0.12471682671457529
35	0.1	0.9869281264418729	0.9873487395950008	0.0024969169016026416	2.68410875918673	0.7453661101616932	0.5234657039711191	1.6628479957580566	1.6624517440795898	0.003962608985602856	5.2722211485863255	0.5230471984543196	0.15151515151515152	0.1310226209461689
36	0.1	0.9591365884787769	0.9605344316935718	0.0025025610568250667	2.6130926198317193	0.7534836334954647	0.5703971119133574	1.6494572162628174	1.6490848064422607	0.0037246220745146275	5.202216612750779	0.5260833563345294	0.06060606060606061	0.1318092243745923
37	0.1	0.9325048052016578	0.932573807067935	0.002581941532912506	2.541040917366136	0.7594978309451821	0.5306859205776173	1.644361138343811	1.6439868211746216	0.003742792410776019	5.1757632757533445	0.5282914711565001	0.15151515151515152	0.12949047796428204
38	0.1	0.9077003501382546	0.9072267301581419	0.002346558689681094	2.4774423812943005	0.766136453266728	0.555956678700361	1.6326144933700562	1.6322429180145264	0.003715780796483159	5.115335138673731	0.5302235716257245	0.12121212121212122	0.13888067845255136
39	0.1	0.8815169579715936	0.881534527769317	0.0023704954391069685	2.4146021389820045	0.7735638227947943	0.5740072202166066	1.6272289752960205	1.6268609762191772	0.0036804433912038803	5.087878653569791	0.5332597295059343	0.12121212121212122	0.14165308512747288
40	0.1	0.8568482644291131	0.8603612967623946	0.0022595753945369905	2.3640146502700308	0.77563428421191	0.6245487364620939	1.6263529062271118	1.6259984970092773	0.0035443396773189306	5.083492355825803	0.5368479160916367	0.06060606060606061	0.14599866420030594
41	0.1	0.8392318680828659	0.8408755154334341	0.0021738697344349826	2.318395879857138	0.7806296831865387	0.5848375451263538	1.6177905797958374	1.6174324750900269	0.0035811681300401688	5.040133022509442	0.5351918299751587	0.15151515151515152	0.14909549336880445
42	0.1	0.8193133953245969	0.8200527232576642	0.002248780279914556	2.2706195488361236	0.7837518075456816	0.6245487364620939	1.61080002784729	1.6104116439819336	0.0038842062931507826	5.004871028891544	0.5365719017388905	0.18181818181818182	0.14694384578615427
43	0.1	0.801847891902235	0.801927441460036	0.002395758784413069	2.229834664982636	0.7887143420533719	0.6534296028880866	1.606096863746643	1.6057264804840088	0.0037036349531263113	4.981477234503541	0.5404361026773392	0.09090909090909091	0.1503746109083295
44	0.1	0.7831863328437942	0.7839869326821636	0.002110328271460555	2.1901870095738745	0.7928224004206652	0.6642599277978339	1.6020258665084839	1.601709246635437	0.003166454378515482	4.9615056177274335	0.5423682031465636	0.12121212121212122	0.14462175406515598
45	0.1	0.7675197139543747	0.7673603117042856	0.0018858012288560022	2.154072662043118	0.7959116603128698	0.6498194945848376	1.6005305051803589	1.6001964807510376	0.0033405045978724957	4.954005695537165	0.5420921887938173	0.18181818181818182	0.14889951422810555
46	0.1	0.751316861125106	0.7518577764284067	0.0018199903937560988	2.1209365848421062	0.7993624293413961	0.6606498194945848	1.5975627899169922	1.59722900390625	0.0033383695408701897	4.939326589072897	0.5437482749102953	0.12121212121212122	0.13010800816118717
47	0.1	0.7370888459553357	0.7373746940837954	0.0018310795436421617	2.090440259107632	0.8044235572499014	0.6823104693140795	1.5929127931594849	1.5925744771957397	0.0033832681365311146	4.9163897829302945	0.5478884902014904	0.12121212121212122	0.12819126434624195
48	0.1	0.72455626037577	0.7244870119845803	0.0017577763739300872	2.0636721892846057	0.8066912054686473	0.6967509025270758	1.5897924900054932	1.5894668102264404	0.0032572520431131124	4.901134996468729	0.5489925476124758	0.15151515151515152	0.13574554584920406
49	0.1	0.7119998901759674	0.711310356485165	0.0017716315468194951	2.036658259262453	0.8101091100302353	0.7003610108303249	1.588965892791748	1.5886307954788208	0.003351499792188406	4.89703928760666	0.5462324040850124	0.12121212121212122	0.1499126749113202
50	0.1	0.6978908747111847	0.6986026405304792	0.0017627598154644352	2.0109407361803324	0.8120481135795977	0.7111913357400722	1.5876646041870117	1.587342619895935	0.0032198720145970583	4.890735102488364	0.5478884902014904	0.12121212121212122	0.1577411387115717
51	0.1	0.6849222557639387	0.6854203056494604	0.001516822551962136	1.9846058012948593	0.8150716445379256	0.7436823104693141	1.587241530418396	1.5869460105895996	0.0029546592850238085	4.888795776034777	0.5484405189069832	0.15151515151515152	0.16201357170939445
52	0.1	0.6749205404240302	0.6748077247257034	0.0014440017090000831	1.9636553772932728	0.8176350729591166	0.7184115523465704	1.5879149436950684	1.5876270532608032	0.0028783471789211035	4.892126388584956	0.5517526911399393	0.15151515151515152	0.14463773649185896
53	0.1	0.6645759131073521	0.6644668533303068	0.0014057567167442143	1.9434540989982392	0.8186867359011437	0.740072202166065	1.5883769989013672	1.5880889892578125	0.002880488522350788	4.894386759899008	0.5528567485509246	0.18181818181818182	0.16453718207776546
54	0.1	0.6545621167451466	0.6537344340654684	0.0014076269549462232	1.9227076636462044	0.8211515709215197	0.7509025270758123	1.586262822151184	1.5859836339950562	0.0027920017018914223	4.884093176603181	0.5500966050234612	0.15151515151515152	0.15551067236810923
55	0.1	0.6452348972485814	0.6453079243629007	0.0013553838015261648	1.9065740194832637	0.8241422374129092	0.7653429602888087	1.5829459428787231	1.582664132118225	0.00281822239048779	4.867907299524304	0.553132762903671	0.12121212121212122	0.16137106902897358
56	0.1	0.635350890107964	0.6354431161252713	0.0013883882067721029	1.8878584966859209	0.8256540028920731	0.740072202166065	1.5819462537765503	1.581674337387085	0.002719080075621605	4.863091454269856	0.5578250069003589	0.18181818181818182	0.1581122763454914
57	0.1	0.6269285104335	0.6269174745213081	0.0013064023389712997	1.8718317081493088	0.8272972262389904	0.7725631768953068	1.5876983404159546	1.5874366760253906	0.0026163992006331682	4.891195127736054	0.5564449351366271	0.15151515151515152	0.14797473791986704
58	0.1	0.6161324220443891	0.6170341786889909	0.0013353948339329031	1.8534229610224826	0.8302550282634416	0.7617328519855595	1.5837931632995605	1.5835304260253906	0.002627653768286109	4.872126165083451	0.5622412365443002	0.15151515151515152	0.13906543236225843
59	0.1	0.6088115052195663	0.6092469038965042	0.0013349685693556435	1.8390458988392502	0.8315038780070987	0.779783393501805	1.5799891948699951	1.5797232389450073	0.0026594996452331543	4.853612334464772	0.561965222191554	0.15151515151515152	0.15524121653288603
60	0.1	0.6008536850071986	0.6002842345414188	0.0013691079369931069	1.8226367831029506	0.8346917313001183	0.7689530685920578	1.576335072517395	1.5760834217071533	0.002515933709219098	4.835978184633685	0.5630692796025394	0.15151515151515152	0.1691279737278819
61	0.1	0.5924947401676798	0.5922789265322939	0.001395137948219392	1.808104260534695	0.8370908373866176	0.7725631768953068	1.5816493034362793	1.5814086198806763	0.002406870014965534	4.8617994174012	0.5616892078388076	0.15151515151515152	0.16812328901141882
62	0.1	0.5829565464804749	0.5844713627579053	0.0012268294956003878	1.7940423373231738	0.8377481267253846	0.7653429602888087	1.578377604484558	1.5781177282333374	0.0025982025545090437	4.8458260600175445	0.5638973226607784	0.18181818181818182	0.16109161172062159
63	0.1	0.5772360819341473	0.57786876732853	0.00122866841261729	1.782236020643543	0.8405744708820823	0.8086642599277978	1.5790884494781494	1.578857660293579	0.0023079360835254192	4.849412968948511	0.5658294231300027	0.18181818181818182	0.13342661503702402
64	0.1	0.5704244796980159	0.5707746458610693	0.0012542133060677333	1.7696373628709108	0.8419219140265545	0.8014440433212996	1.5813965797424316	1.5811454057693481	0.0025112242437899113	4.860519891590105	0.5655534087772565	0.15151515151515152	0.1513283457607031
65	0.1	0.5614104346247787	0.5625778209450869	0.0011650851115732309	1.7551912422869131	0.8444524779808071	0.8375451263537906	1.580849289894104	1.5806102752685547	0.0023901346139609814	4.857919574962825	0.5641733370135247	0.15151515151515152	0.16075472626835108
66	0.1	0.5551390146520594	0.5554013528890611	0.0011636882718645762	1.7426402581391942	0.8459642434599711	0.8014440433212996	1.5784045457839966	1.5781726837158203	0.0023190127685666084	4.8460923720442866	0.5661054374827491	0.15151515151515152	0.16742398776113987
67	0.1	0.5492918611863891	0.549415671544898	0.0011812769152250962	1.7322405246522707	0.8471473642697516	0.776173285198556	1.5783802270889282	1.578148603439331	0.0023165689781308174	4.8459756782050905	0.5699696384211979	0.15151515151515152	0.149828071705997
68	0.1	0.5432481759291694	0.5433576966501088	0.001146142772358543	1.7217783767527477	0.8500723018272643	0.7978339350180506	1.5848182439804077	1.5845942497253418	0.0022401991300284863	4.87731200628833	0.5685895666574662	0.15151515151515152	0.1619073348119855
69	0.1	0.5364225462670791	0.5371290243377553	0.0011099534994327472	1.711087313578555	0.8506309977652162	0.8158844765342961	1.5881884098052979	1.5879627466201782	0.0022563771344721317	4.893768918604613	0.5674855092464808	0.15151515151515152	0.1640436975285411
70	0.1	0.5302192304108547	0.5311776945021959	0.001082526645135632	1.7009343104999262	0.8523070855790719	0.8014440433212996	1.5904748439788818	1.5902605056762695	0.002143371384590864	4.905026549163967	0.5669334805409881	0.15151515151515152	0.1702875979244709
71	0.1	0.5243476191367483	0.5249951382680496	0.0010213553915993858	1.6904506298412754	0.8531286972525306	0.8086642599277978	1.5896632671356201	1.5894496440887451	0.0021358132362365723	4.901050863632636	0.5663814518354955	0.15151515151515152	0.17561835143715143
72	0.1	0.5199007360728639	0.5198964270110181	0.0010380072511618264	1.681853446089207	0.8556592612067833	0.8194945848375451	1.5924192667007446	1.592189908027649	0.002293705940246582	4.9144994545057745	0.5652773944245101	0.15151515151515152	0.1856128741055727
73	0.1	0.5136625822700749	0.5143018011730965	0.0010516629558534022	1.6724703771979799	0.8565466018141186	0.8231046931407943	1.590209722518921	1.5899944305419922	0.002152416855096817	4.903721617178939	0.5674855092464808	0.15151515151515152	0.18314123712480068
74	0.1	0.5082651623104454	0.508655492504793	0.0010015638543054166	1.6630537029520172	0.8579269094255291	0.8483754512635379	1.5976519584655762	1.597439169883728	0.0021277396008372307	4.940364776565596	0.5644493513662711	0.15151515151515152	0.18401331175118685
75	0.1	0.5039811829367269	0.5041642810870709	0.0009911902789329094	1.6556013248027606	0.8590114368344945	0.851985559566787	1.599769949913025	1.5995546579360962	0.0021527293138206005	4.950827121806103	0.5672094948937345	0.15151515151515152	0.1872928850352764
