gen_0	ref_000981	35.294	17	99	145	71	87	3	19	864	13.5
gen_0	ref_001015	80.000	5	99	135	50	54	90	94	874	13.5
gen_0	ref_000889	45.455	11	99	160	10	20	104	114	888	13.5
gen_0	ref_001054	36.364	11	99	156	10	20	104	114	947	13.1
gen_0	ref_001080	36.364	11	99	157	10	20	104	114	993	13.1
gen_0	ref_000960	30.556	36	99	145	71	98	3	38	996	13.1
gen_1	ref_001207	34.615	26	104	147	1	26	91	116	1.5	21.6
gen_1	ref_001008	35.714	28	104	145	1	28	89	116	2.8	20.8
gen_1	ref_000881	34.615	26	104	138	1	26	90	115	6.5	19.6
gen_1	ref_000881	57.143	7	104	138	54	60	87	93	945	13.5
gen_1	ref_001160	29.630	27	104	136	1	27	87	113	13	18.9
gen_1	ref_001056	34.615	26	104	156	1	26	98	123	13	18.9
gen_1	ref_000883	33.333	27	104	144	1	27	88	114	13	18.9
gen_1	ref_000883	54.545	11	104	144	3	13	124	134	205	15.4
gen_1	ref_000895	29.630	27	104	136	1	27	88	114	18	18.1
gen_1	ref_001100	29.630	27	104	139	1	27	89	115	19	18.1
gen_1	ref_001100	57.143	7	104	139	54	60	86	92	877	13.5
gen_1	ref_001112	75.000	8	104	132	3	10	71	78	19	18.1
gen_1	ref_001099	75.000	8	104	132	3	10	71	78	20	18.1
gen_1	ref_000892	75.000	8	104	126	3	10	74	81	22	18.1
gen_1	ref_000894	75.000	8	104	126	3	10	74	81	23	18.1
gen_1	ref_001208	75.000	8	104	123	3	10	71	78	24	18.1
gen_1	ref_001082	75.000	8	104	123	3	10	71	78	24	18.1
gen_1	ref_001027	75.000	8	104	125	3	10	73	80	24	18.1
gen_1	ref_000913	75.000	8	104	123	3	10	71	78	24	18.1
gen_1	ref_000875	28.571	28	104	141	1	28	89	116	27	17.7
gen_1	ref_000875	71.429	7	104	141	54	60	86	92	557	13.9
gen_1	ref_001200	25.926	27	104	141	1	27	89	115	28	17.7
gen_1	ref_001200	66.667	6	104	141	54	59	86	91	929	13.5
gen_1	ref_001134	29.630	27	104	139	1	27	89	115	31	17.7
gen_1	ref_000926	75.000	8	104	122	3	10	72	79	34	17.3
gen_1	ref_000925	75.000	8	104	122	3	10	72	79	34	17.3
gen_1	ref_000890	75.000	8	104	122	3	10	72	79	34	17.3
gen_1	ref_000893	29.630	27	104	137	1	27	88	114	35	17.3
gen_1	ref_000893	55.556	9	104	137	7	15	122	130	582	13.9
gen_1	ref_001073	75.000	8	104	154	3	10	73	80	36	17.3
gen_1	ref_001168	29.167	24	104	140	1	24	89	112	48	16.9
gen_1	ref_001168	57.143	7	104	140	54	60	86	92	903	13.5
gen_1	ref_001081	28.000	25	104	143	1	25	90	114	67	16.5
gen_1	ref_000273	71.429	7	104	97	3	9	87	93	75	16.5
gen_1	ref_001074	50.000	18	104	142	16	33	69	86	80	16.5
gen_1	ref_000447	33.333	24	104	108	1	24	56	79	81	16.2
gen_1	ref_000447	100.000	5	104	108	55	59	54	58	607	13.9
gen_1	ref_000447	33.333	18	104	108	6	23	91	108	765	13.5
gen_1	ref_000888	70.000	10	104	154	6	15	131	140	106	16.2
gen_1	ref_000373	50.000	12	104	102	1	12	84	95	106	15.8
gen_1	ref_000362	50.000	12	104	104	1	12	84	95	108	15.8
gen_1	ref_000277	50.000	12	104	102	1	12	84	95	108	15.8
gen_1	ref_000361	50.000	12	104	102	1	12	84	95	114	15.8
gen_1	ref_000055	50.000	12	104	102	1	12	84	95	114	15.8
gen_1	ref_000915	71.429	7	104	122	3	9	72	78	118	15.8
gen_1	ref_000970	55.556	9	104	145	4	12	132	140	139	15.8
gen_1	ref_000400	50.000	12	104	102	1	12	84	95	161	15.4
gen_1	ref_000898	71.429	7	104	147	90	96	72	78	169	15.4
gen_1	ref_001151	60.000	10	104	148	7	16	123	132	186	15.4
gen_1	ref_001151	31.818	22	104	148	7	28	124	145	534	13.9
gen_1	ref_001085	50.000	10	104	152	4	13	136	145	201	15.4
gen_1	ref_000374	55.556	9	104	112	1	9	85	93	217	15.0
gen_1	ref_001183	75.000	8	104	129	7	14	119	126	239	15.0
gen_1	ref_000728	83.333	6	104	87	55	60	70	75	242	15.0
gen_1	ref_001193	71.429	7	104	120	7	13	109	115	265	15.0
gen_1	ref_000940	26.744	86	104	141	3	59	7	92	265	15.0
gen_1	ref_001095	71.429	7	104	136	7	13	125	131	290	14.6
gen_1	ref_001142	71.429	7	104	137	7	13	126	132	293	14.6
gen_1	ref_000632	38.462	13	104	78	1	13	64	76	295	14.6
gen_1	ref_001076	31.111	45	104	151	1	41	7	51	303	14.6
gen_1	ref_001076	63.636	11	104	151	9	19	134	144	340	14.6
gen_1	ref_001219	71.429	7	104	136	7	13	125	131	310	14.6
gen_1	ref_001101	71.429	7	104	137	7	13	126	132	313	14.6
gen_1	ref_001167	29.412	17	104	156	47	63	74	90	348	14.6
gen_1	ref_000266	62.500	8	104	95	1	8	1	8	379	14.2
gen_1	ref_000256	62.500	8	104	97	1	8	1	8	384	14.2
gen_1	ref_000401	62.500	8	104	97	1	8	1	8	408	14.2
gen_1	ref_000254	62.500	8	104	96	1	8	1	8	431	14.2
gen_1	ref_000448	45.455	11	104	113	6	16	94	104	514	13.9
gen_1	ref_000448	100.000	5	104	113	55	59	54	58	540	13.9
gen_1	ref_001197	45.455	11	104	139	7	17	120	130	535	13.9
gen_1	ref_000882	55.556	9	104	139	3	11	123	131	545	13.9
gen_1	ref_000899	80.000	5	104	139	3	7	128	132	556	13.9
gen_1	ref_001127	80.000	5	104	122	3	7	114	118	624	13.9
gen_1	ref_001124	80.000	5	104	122	3	7	114	118	624	13.9
gen_1	ref_001186	80.000	5	104	120	3	7	112	116	641	13.9
gen_1	ref_001185	80.000	5	104	120	3	7	114	118	653	13.9
gen_1	ref_001131	80.000	5	104	120	3	7	114	118	653	13.9
gen_1	ref_001178	57.143	7	104	156	6	12	142	148	668	13.9
gen_1	ref_001119	80.000	5	104	121	3	7	113	117	673	13.9
gen_1	ref_000908	66.667	9	104	148	7	15	128	136	683	13.9
gen_1	ref_000908	30.769	13	104	148	29	41	37	49	942	13.5
gen_1	ref_001062	80.000	5	104	121	3	7	113	117	686	13.9
gen_1	ref_001000	30.769	13	104	159	29	41	37	49	708	13.9
gen_1	ref_001000	71.429	7	104	159	7	13	135	141	855	13.5
gen_1	ref_001012	32.558	43	104	151	3	41	8	48	732	13.5
gen_1	ref_001041	32.558	43	104	151	3	41	8	48	760	13.5
gen_1	ref_001192	66.667	9	104	156	7	15	132	140	762	13.5
gen_1	ref_000916	32.558	43	104	151	3	41	8	48	767	13.5
gen_1	ref_000863	80.000	5	104	145	2	6	138	142	771	13.5
gen_1	ref_001173	29.032	31	104	147	4	34	2	32	772	13.5
gen_1	ref_000943	32.558	43	104	152	3	41	8	48	782	13.5
gen_1	ref_001021	71.429	7	104	151	7	13	129	135	789	13.5
gen_1	ref_001033	71.429	7	104	154	7	13	132	138	791	13.5
gen_1	ref_001018	71.429	7	104	154	7	13	132	138	798	13.5
gen_1	ref_000093	50.000	10	104	85	73	82	70	79	827	13.5
gen_1	ref_001198	57.143	7	104	139	54	60	86	92	836	13.5
gen_1	ref_000975	57.143	7	104	159	54	60	88	94	871	13.5
gen_1	ref_001180	57.143	7	104	141	54	60	85	91	878	13.5
gen_1	ref_000933	23.077	13	104	154	29	41	40	52	919	13.5
gen_1	ref_000662	38.095	21	104	72	20	40	21	41	939	13.1
gen_1	ref_001202	66.667	6	104	141	55	60	87	92	947	13.5
gen_1	ref_000815	38.095	21	104	72	20	40	21	41	958	13.1
gen_1	ref_000973	23.077	13	104	157	29	41	40	52	975	13.5
gen_1	ref_000932	66.667	6	104	157	11	16	138	143	993	13.1
gen_1	ref_000949	30.233	43	104	148	3	41	8	48	997	13.1
gen_2	ref_000111	53.846	13	345	86	297	309	66	78	5.9	21.2
gen_2	ref_000180	47.826	23	345	85	42	64	6	28	8.5	20.8
gen_2	ref_000752	61.538	13	345	86	186	198	68	80	12	20.4
gen_2	ref_000093	50.000	16	345	85	214	229	63	78	30	19.2
gen_2	ref_000527	54.545	11	345	86	188	198	70	80	32	19.2
gen_2	ref_000527	46.667	15	345	86	214	228	63	77	120	17.3
gen_2	ref_000650	37.500	24	345	177	33	56	79	102	41	19.2
gen_2	ref_000650	30.000	20	345	177	4	23	148	167	762	15.4
gen_2	ref_000538	54.545	11	345	86	188	198	70	80	59	18.5
gen_2	ref_001017	70.000	10	345	150	193	202	141	150	63	18.9
gen_2	ref_000537	54.545	11	345	86	188	198	70	80	64	18.1
gen_2	ref_000709	66.667	9	345	86	297	305	66	74	66	18.1
gen_2	ref_000696	47.059	17	345	87	63	79	59	75	68	18.1
gen_2	ref_000998	66.667	9	345	139	297	305	121	129	81	18.5
gen_2	ref_000988	45.000	20	345	158	12	31	136	155	87	18.1
gen_2	ref_001099	75.000	12	345	132	91	102	94	105	92	18.1
gen_2	ref_000849	40.909	22	345	86	214	235	63	84	92	17.7
gen_2	ref_000849	41.667	12	345	86	297	308	66	77	409	15.8
gen_2	ref_000765	40.909	22	345	86	214	235	63	84	93	17.7
gen_2	ref_000765	41.667	12	345	86	297	308	66	77	390	16.2
gen_2	ref_000896	40.000	30	345	136	91	120	94	123	102	18.1
gen_2	ref_000898	37.931	29	345	147	17	45	119	147	106	18.1
gen_2	ref_000898	66.667	12	345	147	91	102	98	109	218	16.9
gen_2	ref_000704	50.000	20	345	72	109	127	53	72	133	17.3
gen_2	ref_000728	52.941	17	345	87	63	79	59	75	139	17.3
gen_2	ref_000633	54.545	11	345	86	188	198	70	80	149	17.3
gen_2	ref_001024	43.750	16	345	137	28	43	90	105	150	17.3
gen_2	ref_000502	45.455	11	345	86	188	198	70	80	214	16.9
gen_2	ref_001210	31.429	35	345	144	216	250	93	127	215	16.9
gen_2	ref_001201	31.429	35	345	144	216	250	93	127	221	16.9
gen_2	ref_000542	43.750	16	345	88	214	229	63	78	223	16.5
gen_2	ref_000542	41.667	12	345	88	297	308	66	77	402	15.8
gen_2	ref_001200	66.667	12	345	141	91	102	96	107	226	16.9
gen_2	ref_001200	62.500	8	345	141	20	27	115	122	723	15.4
gen_2	ref_001134	66.667	12	345	139	91	102	96	107	229	16.9
gen_2	ref_000321	25.714	35	345	92	30	64	58	90	231	16.5
gen_2	ref_001177	66.667	12	345	151	91	102	102	113	232	16.9
gen_2	ref_000811	50.000	14	345	74	89	102	61	74	234	16.5
gen_2	ref_000895	66.667	12	345	136	91	102	95	106	249	16.9
gen_2	ref_000893	66.667	12	345	137	91	102	95	106	249	16.9
gen_2	ref_001202	66.667	12	345	141	91	102	96	107	251	16.9
gen_2	ref_000883	66.667	12	345	144	91	102	95	106	253	16.9
gen_2	ref_000396	30.000	30	345	87	214	243	1	28	258	16.5
gen_2	ref_000447	66.667	12	345	108	91	102	63	74	263	16.5
gen_2	ref_001180	66.667	12	345	141	91	102	95	106	263	16.9
gen_2	ref_000230	30.000	30	345	87	214	243	1	28	263	16.5
gen_2	ref_000875	66.667	12	345	141	91	102	96	107	265	16.5
gen_2	ref_000026	60.000	10	345	90	297	306	66	75	270	16.5
gen_2	ref_001081	66.667	12	345	143	91	102	97	108	274	16.5
gen_2	ref_000881	66.667	12	345	138	91	102	97	108	289	16.5
gen_2	ref_000448	66.667	12	345	113	91	102	63	74	291	16.5
gen_2	ref_001182	66.667	12	345	158	91	102	99	110	305	16.5
gen_2	ref_001195	43.750	16	345	86	214	229	63	78	338	16.2
gen_2	ref_000877	43.750	16	345	86	214	229	63	78	351	16.2
gen_2	ref_000940	41.176	17	345	141	184	200	73	89	354	16.2
gen_2	ref_001163	55.556	9	345	87	297	305	66	74	357	16.2
gen_2	ref_000961	42.105	19	345	158	12	30	136	154	358	16.5
gen_2	ref_000420	62.500	8	345	86	227	234	69	76	368	16.2
gen_2	ref_001056	66.667	12	345	156	91	102	105	116	373	16.2
gen_2	ref_000138	40.909	22	345	92	227	246	69	90	384	16.2
gen_2	ref_000358	46.154	13	345	90	76	88	77	89	406	15.8
gen_2	ref_000327	46.154	13	345	90	76	88	77	89	417	15.8
gen_2	ref_000754	50.000	14	345	88	186	199	68	81	429	15.8
gen_2	ref_000287	46.154	13	345	90	76	88	77	89	429	15.8
gen_2	ref_000109	34.483	29	345	84	109	137	54	82	444	15.8
gen_2	ref_001112	66.667	12	345	132	91	102	94	105	465	15.8
gen_2	ref_000902	43.750	16	345	86	214	229	63	78	467	15.8
gen_2	ref_000572	50.000	12	345	75	290	301	58	69	470	15.8
gen_2	ref_000572	62.500	8	345	75	109	116	52	59	867	15.0
gen_2	ref_001168	58.333	12	345	140	91	102	96	107	472	15.8
gen_2	ref_001152	38.462	13	345	127	31	43	87	99	481	15.8
gen_2	ref_000203	42.857	14	345	86	186	199	68	81	485	15.8
gen_2	ref_000445	36.842	19	345	86	186	204	68	86	494	15.8
gen_2	ref_000551	42.857	14	345	86	186	199	68	81	499	15.8
gen_2	ref_001162	55.556	9	345	86	297	305	66	74	518	15.8
gen_2	ref_000971	30.769	26	345	128	215	240	12	37	533	15.8
gen_2	ref_000946	30.769	26	345	127	215	240	12	37	537	15.8
gen_2	ref_000983	30.769	26	345	127	215	240	12	37	542	15.8
gen_2	ref_000683	23.214	56	345	74	217	272	3	51	573	15.4
gen_2	ref_001100	58.333	12	345	139	91	102	96	107	575	15.8
gen_2	ref_000855	32.000	25	345	73	72	96	49	73	580	15.4
gen_2	ref_000901	41.667	12	345	86	297	308	66	77	592	15.4
gen_2	ref_000033	50.000	12	345	88	188	199	70	81	592	15.4
gen_2	ref_000142	50.000	12	345	70	109	120	54	65	607	15.4
gen_2	ref_000589	50.000	12	345	86	188	199	70	81	615	15.4
gen_2	ref_001198	58.333	12	345	139	91	102	96	107	618	15.8
gen_2	ref_000443	31.034	29	345	92	109	132	54	82	632	15.4
gen_2	ref_001029	29.545	44	345	133	171	206	74	117	640	15.4
gen_2	ref_000523	42.857	14	345	86	186	199	68	81	657	15.4
gen_2	ref_001175	50.000	10	345	153	246	255	109	118	660	15.4
gen_2	ref_000008	37.037	27	345	74	90	116	33	59	663	15.4
gen_2	ref_001122	70.000	10	345	131	244	253	114	123	673	15.4
gen_2	ref_000427	42.857	14	345	86	186	199	68	81	689	15.4
gen_2	ref_001146	50.000	10	345	86	297	306	66	75	702	15.4
gen_2	ref_000878	42.857	14	345	86	186	199	68	81	709	15.4
gen_2	ref_000721	50.000	8	345	70	190	197	60	67	732	15.0
gen_2	ref_001222	37.037	27	345	76	90	116	35	61	732	15.0
gen_2	ref_000968	66.667	9	345	144	190	198	106	114	733	15.4
gen_2	ref_000066	50.000	10	345	88	297	306	66	75	736	15.0
gen_2	ref_000105	50.000	10	345	88	297	306	66	75	743	15.0
gen_2	ref_001160	58.333	12	345	136	91	102	94	105	750	15.4
gen_2	ref_000570	50.000	10	345	88	297	306	66	75	757	15.0
gen_2	ref_000195	42.857	14	345	86	186	199	68	81	758	15.0
gen_2	ref_000020	50.000	10	345	88	297	306	66	75	764	15.0
gen_2	ref_000771	42.857	14	345	86	186	199	68	81	765	15.0
gen_2	ref_000580	42.857	14	345	86	186	199	68	81	765	15.0
gen_2	ref_000087	42.857	14	345	86	186	199	68	81	765	15.0
gen_2	ref_000599	37.500	16	345	86	214	229	63	78	780	15.0
gen_2	ref_000099	50.000	10	345	88	297	306	66	75	786	15.0
gen_2	ref_001008	28.205	39	345	145	23	50	73	111	789	15.4
gen_2	ref_001007	40.000	30	345	152	2	31	122	149	790	15.4
gen_2	ref_000934	58.333	12	345	160	91	102	99	110	790	15.4
gen_2	ref_000500	46.154	13	345	70	109	121	52	64	791	15.0
gen_2	ref_000680	50.000	10	345	88	297	306	66	75	801	15.0
gen_2	ref_000442	50.000	10	345	88	297	306	66	75	801	15.0
gen_2	ref_000148	50.000	10	345	88	297	306	66	75	801	15.0
gen_2	ref_001220	58.333	12	345	144	91	102	97	108	802	15.4
gen_2	ref_000740	50.000	10	345	93	297	306	66	75	810	15.0
gen_2	ref_000857	41.667	12	345	70	109	120	54	65	823	15.0
gen_2	ref_001207	58.333	12	345	147	91	102	98	109	828	15.4
gen_2	ref_000663	47.059	17	345	72	109	125	52	66	842	15.0
gen_2	ref_001075	58.333	12	345	146	91	102	99	110	849	15.0
gen_2	ref_000225	57.143	7	345	92	46	52	83	89	854	15.0
gen_2	ref_000995	40.741	27	345	149	80	102	82	108	860	15.0
gen_2	ref_000994	40.741	27	345	149	80	102	82	108	868	15.0
gen_2	ref_000664	47.059	17	345	70	109	125	52	66	873	15.0
gen_2	ref_000096	33.333	30	345	87	93	117	33	62	886	15.0
gen_2	ref_000421	50.000	10	345	90	297	306	66	75	888	15.0
gen_2	ref_000653	55.556	9	345	86	297	305	66	74	899	15.0
gen_2	ref_000326	33.333	21	345	102	46	66	82	102	942	15.0
gen_2	ref_000775	37.500	16	345	87	214	229	63	78	946	15.0
gen_2	ref_000434	33.333	30	345	87	93	117	33	62	946	15.0
gen_2	ref_000657	42.857	14	345	86	186	199	68	81	951	15.0
gen_2	ref_001000	36.667	30	345	159	13	42	131	152	953	15.0
gen_2	ref_000703	62.500	8	345	70	109	116	54	61	962	14.6
gen_2	ref_000917	50.000	10	345	148	23	32	76	85	966	15.0
gen_2	ref_000573	62.500	8	345	74	109	116	52	59	967	14.6
gen_2	ref_000495	37.500	16	345	86	214	229	63	78	988	14.6
gen_2	ref_000598	50.000	12	345	86	188	199	70	81	997	14.6
gen_3	ref_001178	66.667	9	105	156	11	19	141	149	7.2	19.6
gen_3	ref_000273	85.714	7	105	97	8	14	88	94	11	18.9
gen_3	ref_000277	42.105	19	105	102	6	24	83	101	13	18.5
gen_3	ref_000055	42.105	19	105	102	6	24	83	101	14	18.5
gen_3	ref_000400	42.105	19	105	102	6	24	83	101	18	18.1
gen_3	ref_001119	70.000	10	105	121	9	18	110	119	21	18.1
gen_3	ref_000373	46.667	15	105	102	6	20	83	97	27	17.7
gen_3	ref_000362	46.667	15	105	104	6	20	83	97	28	17.7
gen_3	ref_001131	60.000	10	105	120	9	18	111	120	30	17.7
gen_3	ref_000361	46.667	15	105	102	6	20	83	97	30	17.7
gen_3	ref_001000	58.333	12	105	159	2	13	4	15	48	17.3
gen_3	ref_001127	75.000	8	105	122	11	18	113	120	53	16.9
gen_3	ref_001124	75.000	8	105	122	11	18	113	120	53	16.9
gen_3	ref_001036	33.333	33	105	139	55	85	88	120	56	16.9
gen_3	ref_001087	50.000	12	105	122	6	17	108	119	57	16.9
gen_3	ref_001186	60.000	10	105	120	8	17	108	117	59	16.9
gen_3	ref_000267	52.941	17	105	95	89	104	73	88	68	16.5
gen_3	ref_001029	54.545	11	105	133	55	65	87	97	70	16.5
gen_3	ref_001133	60.000	10	105	120	8	17	108	117	80	16.5
gen_3	ref_001062	66.667	9	105	121	9	17	110	118	92	16.2
gen_3	ref_001185	50.000	10	105	120	9	18	111	120	96	16.2
gen_3	ref_000363	40.000	15	105	104	6	20	83	97	113	15.8
gen_3	ref_000363	31.818	22	105	104	35	56	59	80	289	14.6
gen_3	ref_000008	42.857	14	105	74	64	77	57	70	117	15.8
gen_3	ref_001222	42.857	14	105	76	64	77	59	72	119	15.8
gen_3	ref_000632	35.714	14	105	78	8	21	65	78	123	15.8
gen_3	ref_000891	37.500	16	105	152	1	16	1	16	149	15.8
gen_3	ref_001207	83.333	6	105	147	55	60	88	93	154	15.8
gen_3	ref_001189	71.429	7	105	121	12	18	114	120	159	15.4
gen_3	ref_000966	25.806	31	105	135	55	84	89	119	162	15.4
gen_3	ref_000898	40.000	15	105	147	83	97	64	78	176	15.4
gen_3	ref_000393	40.000	15	105	103	6	20	83	97	191	15.4
gen_3	ref_001011	83.333	6	105	135	55	60	89	94	192	15.4
gen_3	ref_001220	83.333	6	105	144	55	60	87	92	196	15.4
gen_3	ref_001032	83.333	6	105	135	55	60	89	94	200	15.4
gen_3	ref_000938	83.333	6	105	134	55	60	88	93	211	15.4
gen_3	ref_000259	55.556	9	105	97	5	13	79	87	222	15.0
gen_3	ref_001015	45.455	11	105	135	55	65	89	99	224	15.0
gen_3	ref_001167	29.412	17	105	156	48	64	74	90	236	15.0
gen_3	ref_001191	83.333	6	105	136	55	60	88	93	240	15.0
gen_3	ref_000899	71.429	7	105	139	11	17	127	133	248	15.0
gen_3	ref_000801	50.000	8	105	87	20	27	71	78	250	15.0
gen_3	ref_000928	55.556	9	105	158	4	12	143	151	273	15.0
gen_3	ref_001140	83.333	6	105	122	55	60	76	81	274	15.0
gen_3	ref_001130	83.333	6	105	136	55	60	88	93	274	15.0
gen_3	ref_001063	83.333	6	105	138	55	60	90	95	275	15.0
gen_3	ref_000920	55.556	9	105	158	4	12	143	151	276	15.0
gen_3	ref_001204	83.333	6	105	136	55	60	88	93	277	15.0
gen_3	ref_000326	40.000	15	105	102	6	20	83	97	279	14.6
gen_3	ref_001218	83.333	6	105	137	55	60	89	94	280	15.0
gen_3	ref_001097	83.333	6	105	137	55	60	89	94	280	15.0
gen_3	ref_001126	83.333	6	105	138	55	60	90	95	280	15.0
gen_3	ref_001088	83.333	6	105	138	55	60	90	95	280	15.0
gen_3	ref_001212	37.500	16	105	149	1	16	1	16	281	15.0
gen_3	ref_000321	50.000	10	105	92	1	10	1	10	306	14.6
gen_3	ref_000965	28.947	38	105	157	12	42	15	52	308	14.6
gen_3	ref_000916	31.579	38	105	151	12	42	11	48	319	14.6
gen_3	ref_001084	28.947	38	105	156	12	42	16	53	320	14.6
gen_3	ref_000974	28.947	38	105	156	12	42	16	53	320	14.6
gen_3	ref_000943	31.579	38	105	152	12	42	11	48	322	14.6
gen_3	ref_001012	31.579	38	105	151	12	42	11	48	325	14.6
gen_3	ref_001041	31.579	38	105	151	12	42	11	48	331	14.6
gen_3	ref_000948	28.947	38	105	156	12	42	15	52	355	14.6
gen_3	ref_000970	46.667	15	105	145	6	20	129	143	362	14.6
gen_3	ref_000238	63.636	11	105	93	89	98	73	83	370	14.2
gen_3	ref_000238	26.316	19	105	93	38	56	63	81	964	13.1
gen_3	ref_001174	28.947	38	105	156	12	42	15	52	372	14.6
gen_3	ref_001054	28.947	38	105	156	12	42	15	52	372	14.6
gen_3	ref_000918	28.947	38	105	155	12	42	15	52	376	14.6
gen_3	ref_000910	28.947	38	105	156	12	42	15	52	376	14.6
gen_3	ref_001150	28.947	38	105	154	12	42	13	50	379	14.6
gen_3	ref_000945	28.947	38	105	157	12	42	15	52	380	14.6
gen_3	ref_000200	44.444	9	105	78	6	14	68	76	383	14.2
gen_3	ref_000959	28.947	38	105	157	12	42	15	52	387	14.6
gen_3	ref_001080	28.947	38	105	157	12	42	15	52	395	14.6
gen_3	ref_001016	28.947	38	105	153	12	42	13	50	408	14.2
gen_3	ref_000780	66.667	9	105	85	15	23	74	82	412	14.2
gen_3	ref_001028	28.947	38	105	148	12	42	11	48	418	14.2
gen_3	ref_000448	42.857	14	105	113	5	18	86	99	421	14.2
gen_3	ref_000448	83.333	6	105	113	55	60	53	58	446	14.2
gen_3	ref_000786	66.667	9	105	85	15	23	74	82	432	14.2
gen_3	ref_000662	38.095	21	105	72	21	41	21	41	448	14.2
gen_3	ref_000932	28.947	38	105	157	12	42	15	52	450	14.2
gen_3	ref_000815	38.095	21	105	72	21	41	21	41	457	14.2
gen_3	ref_001203	28.947	38	105	155	12	42	15	52	458	14.2
gen_3	ref_001181	28.947	38	105	157	12	42	15	52	463	14.2
gen_3	ref_000447	83.333	6	105	108	55	60	53	58	464	14.2
gen_3	ref_001021	41.176	17	105	151	4	20	134	150	479	14.2
gen_3	ref_001021	80.000	5	105	151	12	16	14	18	648	13.9
gen_3	ref_000949	80.000	5	105	148	12	16	11	15	492	14.2
gen_3	ref_000973	28.947	38	105	157	12	42	15	52	495	14.2
gen_3	ref_000875	71.429	7	105	141	55	61	86	92	503	14.2
gen_3	ref_000908	28.571	49	105	148	1	42	1	49	556	13.9
gen_3	ref_001180	66.667	6	105	141	13	18	125	130	563	13.9
gen_3	ref_001180	57.143	7	105	141	55	61	85	91	922	13.5
gen_3	ref_000933	80.000	5	105	154	12	16	15	19	569	13.9
gen_3	ref_000367	66.667	6	105	95	13	18	2	7	572	13.9
gen_3	ref_001138	29.268	41	105	122	1	41	1	41	574	13.9
gen_3	ref_000410	35.714	14	105	110	6	19	84	97	576	13.9
gen_3	ref_000241	35.714	14	105	110	6	19	84	97	576	13.9
gen_3	ref_001007	29.412	17	105	152	4	20	133	149	579	13.9
gen_3	ref_000888	26.531	49	105	154	1	42	1	49	580	13.9
gen_3	ref_000888	41.176	17	105	154	4	20	137	153	735	13.5
gen_3	ref_001096	29.268	41	105	122	1	41	1	41	602	13.9
gen_3	ref_001094	71.429	7	105	138	1	7	1	7	612	13.9
gen_3	ref_001161	29.268	41	105	122	1	41	1	41	619	13.9
gen_3	ref_000414	35.714	14	105	110	6	19	84	97	622	13.9
