sequence_id	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings
gen_25	84	True	False	False	False	True	0.0643267901528197	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_26	102	True	False	False	False	True	0.12543979850508896	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_27	104	True	False	False	False	True	0.054613005634765135	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_28	66	True	False	False	False	True	0.11480002685807533	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_29	366	True	False	False	False	True	0.10121017833991153	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning
gen_30	288	True	False	False	False	True	0.08922386547721392	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 277, ""end"": 282, ""length"": 6, ""residue"": ""G""}]"	True	False	[]	False	length_above_maximum;composition_outlier_warning;homopolymer_warning	composition_outlier_warning;homopolymer_warning
gen_31	305	True	False	False	False	True	0.05234160679870853	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_32	104	True	False	False	False	True	0.05896956444386317	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_33	482	True	False	False	False	True	0.035579819233191506	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_34	115	True	False	False	False	True	0.12003477133666716	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_35	155	True	False	False	False	True	0.04375336119519799	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 148, ""end"": 154, ""length"": 7, ""residue"": ""R""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning
gen_36	100	True	False	False	False	True	0.12363957565715986	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_37	114	True	False	False	False	True	0.05993804667201084	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_38	106	True	False	False	False	True	0.1059671800278219	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_39	71	True	False	False	False	True	0.03153631033797766	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_40	136	True	False	False	False	True	0.04156627790692874	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 10, ""end"": 15, ""length"": 6, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning
gen_41	303	True	False	False	False	True	0.05598823335818929	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_42	84	True	False	False	False	True	0.021313950129048045	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_43	98	True	False	False	False	True	0.1593583986396248	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_44	70	True	False	False	False	True	0.02071532008066167	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_45	319	True	False	False	False	True	0.06245879784693757	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 150, ""end"": 155, ""length"": 6, ""residue"": ""D""}]"	True	False	[]	False	length_above_maximum;composition_outlier_warning;homopolymer_warning	composition_outlier_warning;homopolymer_warning
gen_46	96	True	False	False	False	True	0.053151754925967964	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_47	100	True	False	False	False	True	0.16385090167280436	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_48	347	True	False	False	False	True	0.06261698330655845	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 315, ""end"": 320, ""length"": 6, ""residue"": ""P""}]"	True	False	[]	False	length_above_maximum;composition_outlier_warning;homopolymer_warning	composition_outlier_warning;homopolymer_warning
gen_49	112	True	False	False	False	True	0.1063076782456905	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_50	306	True	False	False	False	True	0.04856060104051517	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_51	101	True	False	False	False	True	0.11812956907142745	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_52	103	True	False	False	False	True	0.10447819089125077	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_53	109	True	False	False	False	True	0.12228226395525986	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_54	109	True	False	False	False	True	0.12800959891425634	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_55	94	True	False	False	False	True	0.03689507919711343	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_56	103	True	False	False	False	True	0.05079058430175831	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_57	111	True	False	False	False	True	0.12915064733907522	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_58	104	True	False	False	False	True	0.05216972195344529	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_59	315	True	False	False	False	True	0.06039427114748866	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_60	106	True	False	False	False	True	0.16540937382571994	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_61	114	True	False	False	False	True	0.04552730201152069	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_62	84	True	False	False	False	True	0.08789804953160102	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_63	97	True	False	False	False	True	0.09814445251088934	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_64	490	True	False	False	False	True	0.04058046187880558	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_65	84	True	False	False	False	True	0.09666009598985797	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_66	94	True	False	False	False	True	0.09801632041019938	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_67	92	True	False	False	False	True	0.030018997127661998	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_68	145	True	False	False	False	True	0.03687893391855191	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 7, ""end"": 14, ""length"": 8, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning
gen_69	103	True	False	False	False	True	0.07490895018276249	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_70	107	True	False	False	False	True	0.17097101563397304	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_71	84	True	False	False	False	True	0.1271474531774248	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_72	512	True	False	False	False	True	0.04382465044740941	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_73	103	True	False	False	False	True	0.13164168179240046	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_74	103	True	False	False	False	True	0.1089864509321886	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_75	306	True	False	False	False	True	0.04261669893462823	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_76	155	True	False	False	False	True	0.052581414483218215	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 145, ""end"": 151, ""length"": 7, ""residue"": ""R""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning
gen_77	100	True	False	False	False	True	0.14493754691229088	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_78	105	True	False	False	False	True	0.1840149511077812	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_79	112	True	False	False	False	True	0.09595616371549986	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_80	91	True	False	False	False	True	0.12492262071787708	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_81	93	True	False	False	False	True	0.1333839706589705	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_82	103	True	False	False	False	True	0.11153769639398695	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_83	84	True	False	False	False	True	0.10904318031594638	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_84	92	True	False	False	False	True	0.1535353165039643	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_85	104	True	False	False	False	True	0.12241618689328165	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_86	102	True	False	False	False	True	0.11429793372281982	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_87	104	True	False	False	False	True	0.10031069596916584	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_88	98	True	False	False	False	True	0.13735773290091502	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_89	96	True	False	False	False	True	0.1315700750855835	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_90	97	True	False	False	False	True	0.1329553452136168	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_91	83	True	False	False	False	True	0.13337700987223622	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_92	89	True	False	False	False	True	0.02420720274422237	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_93	266	True	False	False	False	True	0.06780877943917482	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning
gen_94	74	True	False	False	False	True	0.048375391099869096	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_95	104	True	False	False	False	True	0.07131533659328292	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_96	304	True	False	False	False	True	0.055041374182175855	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_97	136	True	False	False	False	True	0.035081557430436464	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 7, ""end"": 15, ""length"": 9, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning
gen_98	104	True	False	False	False	True	0.057006419977046	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_99	114	True	False	False	False	True	0.05464635696234117	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_100	110	True	False	False	False	True	0.12962247223284484	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_101	71	True	False	False	False	True	0.039989760064265134	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_102	119	True	False	False	False	True	0.08153439226546455	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_103	98	True	False	False	False	True	0.09238953265590394	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_104	74	True	False	False	False	True	0.11199346107148972	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_105	341	True	False	False	False	True	0.02866221903138262	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_106	101	True	False	False	False	True	0.14980367008707626	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_107	98	True	False	False	False	True	0.1619457571093213	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_108	103	True	False	False	False	True	0.15502811193740876	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_109	86	True	False	False	False	True	0.028620441395519027	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_110	93	True	False	False	False	True	0.13093498371828816	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_111	110	True	False	False	False	True	0.15410491820995753	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_112	106	True	False	False	False	True	0.1687076714609742	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_113	301	True	False	False	False	True	0.0798829987940575	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning
gen_114	444	True	False	False	False	True	0.040117498999578796	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_115	127	True	False	False	False	True	0.06493435772427683	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_116	100	True	False	False	False	True	0.13051596613651872	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_117	103	True	False	False	False	True	0.07794038690642159	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_118	156	True	False	False	False	True	0.04828658132729624	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_119	337	True	False	False	False	True	0.09805252763941943	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning
gen_120	347	True	False	False	False	True	0.03384858591184685	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum	
gen_121	114	True	False	False	False	True	0.10142898994264499	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_122	92	True	False	False	False	True	0.14883489691592397	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_123	120	True	False	False	False	True	0.03522013689252797	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_124	282	True	False	False	False	True	0.06624974946931235	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning
gen_125	114	True	False	False	False	True	0.05740601773852454	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_126	92	True	False	False	False	True	0.181667262260775	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_127	114	True	False	False	False	True	0.045681204217545755	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_128	93	True	False	False	False	True	0.132583577148403	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_129	73	True	False	False	False	True	0.1269155533852655	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_130	120	True	False	False	False	True	0.08245324201908702	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_131	94	True	False	False	False	True	0.10875426971657962	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_132	107	True	False	False	False	True	0.05705510102152459	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_133	106	True	False	False	False	True	0.11762706023719526	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_134	107	True	False	False	False	True	0.11893023946073292	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_135	98	True	False	False	False	True	0.11783451044456246	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_136	95	True	False	False	False	True	0.13493828858990803	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_137	93	True	False	False	False	True	0.1618344875547798	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_138	94	True	False	False	False	True	0.17356972266372833	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_139	91	True	False	False	False	True	0.09449113997223219	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_140	97	True	False	False	False	True	0.14214240151934665	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_141	94	True	False	False	False	True	0.11450915254037947	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_142	87	True	False	False	False	True	0.030502654908446135	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True		
gen_143	112	True	False	False	False	True	0.19263893856595832	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
gen_144	99	True	False	False	False	True	0.12082753320663535	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning
