selection_rank	sequence_id	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	qc_pass	qc_reasons	domain_status	domain_score	domain_evalue	model_coverage	domain_pass	constraint_score	conserved_sites_total	conserved_sites_covered	conserved_sites_matched	conservation_coverage	conservation_score	closest_reference_id	closest_reference_pident	closest_reference_effective_identity	closest_reference_query_coverage	closest_reference_target_coverage	closest_reference_evalue	novelty_score	uniqueness_score	nearest_candidate_id	nearest_candidate_identity	nearest_candidate_distance	sequence_evalue	sequence_score	hmm_from	hmm_to	alignment_from	alignment_to	aggregate_score
13	gen_173	86	True	False	False	False	True	0.01427513435	0.06061925601	False	True	False	[]	True	False	[]	True		detected	55.9	3.1e-17	1	True	0.6578947368	23	23	23	1	1	ref_001070	0.88372	0.88372	1	1	3.58e-51	0.11628	0.8999998507	gen_6	0.88372	0.11628	2.5e-17	56.3	1	39	11	49	0.6685436469
14	gen_123	120	True	False	False	False	True	0.03522013689	0.06061925601	False	True	False	[]	True	False	[]	True		detected	50.5	1.5e-15	1	True	0.3301435407	23	23	23	1	1	ref_001104	0.64545	0.5819631148	0.9166666667	0.9016393443	9.62e-37	0.4180368852	0.9090081246	gen_97	0.4632352941	0.5367647059	1e-15	51.1	1	39	18	56	0.6642971376
15	gen_142	87	True	False	False	False	True	0.03050265491	0.06061925601	False	True	False	[]	True	False	[]	True		detected	54.1	1.1e-16	1	True	0.509569378	23	23	22	1	0.9565217391	ref_000225	0.82927	0.7391319565	0.9425287356	0.8913043478	1.32e-44	0.2608680435	0.9191405384	gen_194	0.6565687879	0.3434312121	8.4e-17	54.6	1	39	10	48	0.6615249247
16	gen_179	87	True	False	False	False	True	0.03195048777	0.06061925601	False	True	False	[]	True	False	[]	True		detected	54.8	7e-17	1	True	0.5693779904	23	23	23	1	1	ref_000674	0.88636	0.896548046	1.011494253	1.011494253	1.56e-48	0.103451954	0.8969501622	gen_67	0.8043494565	0.1956505435	7e-17	54.8	1	39	11	49	0.6424450267
17	gen_109	86	True	False	False	False	True	0.0286204414	0.06061925601	False	True	False	[]	True	False	[]	True		detected	53.1	2.5e-16	1	True	0.4377990431	23	23	23	1	1	ref_000435	0.8046	0.8046	1.011627907	1	2.07e-45	0.1954	0.9011919465	gen_6	0.7907	0.2093	1.9e-16	53.5	1	39	11	49	0.6335977474
18	gen_71	84	True	False	False	False	True	0.1271474532	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	53.4	1.9e-16	1	True	0.4593301435	23	21	9	0.9130434783	0.3913043478	ref_001221	0.48936	0.2738085714	0.5595238095	0.5662650602	2.17e-12	0.7261914286	0.9261223993	gen_139	0.4725237363	0.5274762637	1.6e-16	53.7	1	39	29	67	0.6257370798
19	gen_115	127	True	False	False	False	True	0.06493435772	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	45.5	5.6e-14	0.9743589744	True	0.1818181818	23	23	18	1	0.7826086957	ref_001050	0.62651	0.4094514173	0.6535433071	0.7685185185	1.79e-26	0.5905485827	0.9476795489	gen_123	0.3464567717	0.6535432283	4e-14	46	2	39	12	49	0.6256637523
20	gen_67	92	True	False	False	False	True	0.03001899713	0.06061925601	False	True	False	[]	True	False	[]	True		detected	53.1	2.4e-16	1	True	0.4377990431	23	23	23	1	1	ref_000778	0.89888	0.8695686957	0.9673913043	1	2.08e-51	0.1304313043	0.9130963001	gen_179	0.8043494565	0.1956505435	1.8e-16	53.5	1	39	11	49	0.6203316619
21	gen_129	73	True	False	False	False	True	0.1269155534	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	54.8	7.3e-17	0.9743589744	True	0.5693779904	23	21	8	0.9130434783	0.347826087	ref_000722	0.45161	0.3835591781	0.8493150685	0.8857142857	3.56e-08	0.6164408219	0.9458534737	gen_139	0.4285730769	0.5714269231	5.6e-17	55.1	2	39	22	59	0.6198745932
22	gen_40	136	True	False	False	False	True	0.04156627791	0.06061925601	False	True	False	[]	True	False	[]	True		detected	46.8	2.3e-14	0.9743589744	True	0.2344497608	23	23	23	1	1	ref_001168	0.73913	0.728571	1.014705882	0.9857142857	1.81e-53	0.271429	0.9319367888	gen_68	0.5103468276	0.4896531724	1.6e-14	47.3	2	39	19	56	0.6094538874
23	gen_68	145	True	False	False	False	True	0.03687893392	0.06061925601	False	True	False	[]	True	False	[]	True		detected	46.2	3.4e-14	0.9743589744	True	0.1961722488	23	23	23	1	1	ref_001168	0.73913	0.7034478621	0.9517241379	0.9857142857	7.55e-58	0.2965521379	0.931808763	gen_40	0.5103468276	0.4896531724	2.5e-14	46.7	2	39	18	55	0.6061332874
24	gen_189	77	True	False	False	False	True	0.08677358831	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	50.4	1.6e-15	0.8974358974	False	0.3050965655	23	20	10	0.8695652174	0.4347826087	ref_000826	0.34247	0.3246793506	0.9480519481	1.013888889	4.65e-05	0.6753206494	0.945770863	gen_129	0.3896135065	0.6103864935	1.2e-15	50.8	5	39	16	50	0.5902426716
25	gen_102	119	True	False	False	False	True	0.08153439227	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	45	8.1e-14	0.9487179487	False	0.1720163493	23	21	12	0.9130434783	0.5217391304	ref_001160	0.40496	0.3602952941	1.016806723	0.8897058824	2.8e-18	0.6397047059	0.938771355	gen_95	0.3697478992	0.6302521008	6e-14	45.4	2	38	28	64	0.5680578852
26	gen_35	155	True	False	False	False	True	0.0437533612	0.06061925601	False	True	False	[]	True	False	[]	True		detected	43.5	2.3e-13	1	True	0.1244019139	23	23	22	1	0.9565217391	ref_001033	0.81046	0.8000024516	0.9870967742	0.9935064935	1.63e-74	0.1999975484	0.9334880223	gen_118	0.717945	0.282055	1.7e-13	44	1	39	19	57	0.5536023059
27	gen_139	91	True	False	False	False	True	0.09449113997	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	47.3	1.6e-14	0.9743589744	True	0.2464114833	23	21	9	0.9130434783	0.3913043478	ref_000257	0.35052	0.3434387879	1.065934066	0.9797979798	5.74e-05	0.6565612121	0.916727299	gen_13	0.4725274725	0.5274725275	1.1e-14	47.8	1	38	23	60	0.5527510856
28	gen_55	94	True	False	False	False	True	0.0368950792	0.06061925601	False	True	False	[]	True	False	[]	True		not_detected	0	1000	0	False	0	23	23	11	1	0.4782608696	ref_000170	0.31707	0.2765929787	0.8723404255	0.9425287356	474	0.7234070213	0.9849906458	gen_195	0.1382985106	0.8617014894							0.5466646342
29	gen_58	104	True	False	False	False	True	0.05216972195	0.06061925601	False	True	False	[]	True	False	[]	True		detected	32.1	8.5e-10	0.9230769231	False	0.004649090522	23	21	13	0.9130434783	0.5652173913	ref_000864	0.5	0.3423423423	0.7307692308	0.6846846847	4.45e-17	0.6576576577	0.9472006409	gen_199	0.3499986667	0.6500013333	3.1e-10	33.5	2	37	14	49	0.5436811951
30	gen_76	155	True	False	False	False	True	0.05258141448	0.06061925601	False	True	False	[]	True	False	[]	True		detected	43.2	3e-13	1	True	0.1028708134	23	23	22	1	0.9565217391	ref_001038	0.83117	0.8258076129	0.9935483871	0.9935483871	1.52e-76	0.1741923871	0.9341761476	gen_118	0.7435875	0.2564125	2.3e-13	43.6	1	39	19	57	0.5419402718
31	gen_78	105	True	False	False	False	True	0.1840149511	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	15	8	0.652173913	0.347826087	ref_000478	0.43243	0.1523800952	0.3523809524	0.4111111111	715	0.8476199048	0.9613107764	gen_111	0.1909096364	0.8090903636							0.539189192
32	gen_13	89	True	False	False	False	True	0.1343356679	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	44.5	1.2e-13	0.9487179487	False	0.1576816535	23	20	7	0.8695652174	0.3043478261	ref_000219	0.31818	0.2359537079	0.7415730337	0.7764705882	0.59	0.7640462921	0.9168419174	gen_139	0.4725274725	0.5274725275	8.4e-14	45	2	38	24	60	0.5357294223
33	gen_118	156	True	False	False	False	True	0.04828658133	0.06061925601	False	True	False	[]	True	False	[]	True		detected	43.1	3.1e-13	1	True	0.0980861244	23	23	22	1	0.9565217391	ref_000954	0.87742	0.8717955128	0.9935897436	1	7.35e-79	0.1282044872	0.9378319018	gen_76	0.7435875	0.2564125	2.3e-13	43.5	1	39	19	57	0.5301610631
34	gen_91	83	True	False	False	False	True	0.1333770099	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	39.2	5.5e-12	0.9230769231	False	0.0116227263	23	19	10	0.8260869565	0.4347826087	ref_001221	0.39062	0.3012009639	0.7710843373	0.7710843373	9.22e-08	0.6987990361	0.9355605814	gen_71	0.34524	0.65476	4.2e-12	39.5	1	36	37	70	0.5201912381
35	gen_83	84	True	False	False	False	True	0.1090431803	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	19	6	0.8260869565	0.2608695652	ref_001116	0.34146	0.121737913	0.4880952381	0.3565217391	977	0.878262087	0.9384165064	gen_62	0.90476	0.09524							0.5193870397
36	gen_94	74	True	False	False	False	True	0.0483753911	0.06061925601	False	True	False	[]	True	False	[]	True		detected	34.2	1.9e-10	0.8974358974	False	0.004519949118	23	21	10	0.9130434783	0.4347826087	ref_000717	0.40351	0.3108117568	0.7702702703	0.7916666667	1.05e-06	0.6891882432	0.9417376357	gen_129	0.3378405405	0.6621594595	1.3e-10	34.8	1	35	20	54	0.5175571092
37	gen_62	84	True	False	False	False	True	0.08789804953	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	19	7	0.8260869565	0.3043478261	ref_000527	0.28333	0.197672093	0.7142857143	0.6976744186	47	0.802327907	0.9401412809	gen_83	0.90476	0.09524							0.5117042535
38	gen_28	66	True	False	False	False	True	0.1148000269	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	20	5.3e-06	0.5128205128	False	0	23	17	8	0.7391304348	0.347826087	ref_000493	0.44118	0.2272745455	0.5151515152	0.5396825397	9.7	0.7727254545	0.9221771524	gen_148	0.2631552632	0.7368447368	2.7e-06	20.9	2	21	17	36	0.5106821735
39	gen_25	84	True	False	False	False	True	0.06432679015	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	19	6	0.8260869565	0.2608695652	ref_000380	0.41667	0.1630447826	0.4285714286	0.3913043478	228	0.8369552174	0.9395136409	gen_9	0.8690495238	0.1309504762							0.5093346059
40	gen_191	84	True	False	False	False	True	0.1139325116	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	19	4	0.8260869565	0.1739130435	ref_001204	0.28846	0.1102935294	0.619047619	0.3823529412	128	0.8897064706	0.948897465	gen_9	0.79762	0.20238							0.5031292448
41	gen_65	84	True	False	False	False	True	0.09666009599	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	19	5	0.8260869565	0.2173913043	ref_000627	0.39394	0.1547621429	0.3928571429	0.4459459459	59	0.8452378571	0.9345570769	gen_9	0.89286	0.10714							0.4992965596
42	gen_9	84	True	False	False	False	True	0.103342254	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	19	5	0.8260869565	0.2173913043	ref_000735	0.22581	0.1590934091	0.7380952381	0.7045454545	638	0.8409065909	0.9369738797	gen_65	0.89286	0.10714							0.4988179437
43	gen_195	84	True	False	False	False	True	0.07246981465	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	19	7	0.8260869565	0.3043478261	ref_000369	0.31429	0.2619083333	0.8333333333	0.9210526316	642	0.7380916667	0.941566274	gen_62	0.85714	0.14286							0.4960014417
44	gen_104	74	True	False	False	False	True	0.1119934611	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	detected	35.6	7.1e-11	0.6923076923	False	0.003486817891	23	14	6	0.6086956522	0.2608695652	ref_000163	0.47222	0.2297286486	0.4864864865	0.5142857143	0.078	0.7702713514	0.9356968037	gen_94	0.3108105405	0.6891894595	4.8e-11	36.1	1	27	2	28	0.4925811345
45	gen_32	104	True	False	False	False	True	0.05896956444	0.06061925601	False	True	False	[]	True	False	[]	True		detected	33.1	4.2e-10	0.8974358974	False	0.004519949118	23	19	6	0.8260869565	0.2608695652	ref_000279	0.29885	0.2499995192	0.8365384615	1.011627907	7.7	0.7500004808	0.9436828921	gen_102	0.2436957983	0.7563042017	2.4e-10	33.9	3	37	19	50	0.4897682218
46	gen_130	120	True	False	False	False	True	0.08245324202	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	21	7	0.9130434783	0.3043478261	ref_000512	0.27778	0.125001	0.45	0.75	995	0.874999	0.736571888	gen_121	0.5000020833	0.4999979167							0.4789796785
47	gen_193	104	True	False	False	False	True	0.09703276867	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	15	4	0.652173913	0.1739130435	ref_000101	0.28169	0.1923075962	0.6826923077	0.71	102	0.8076924038	0.8980747131	gen_125	0.5087718421	0.4912281579							0.4699200401
48	gen_54	109	True	False	False	False	True	0.1280095989	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	17	6	0.7391304348	0.2608695652	ref_001099	0.36667	0.08333409091	0.2752293578	0.2272727273	181	0.9166659091	0.6884621868	gen_100	0.6181823636	0.3818176364							0.4664994153
49	gen_66	94	True	False	False	False	True	0.09801632041	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	18	7	0.7826086957	0.3043478261	ref_000616	0.3913	0.09090808081	0.2446808511	0.2323232323	309	0.9090919192	0.6515092466	gen_145	0.6063856383	0.3936143617							0.466237248
50	gen_150	97	True	False	False	False	True	0.09103648754	0.06061925601	True	True	False	[]	True	False	[]	True	composition_outlier_warning	not_detected	0	1000	0	False	0	23	16	5	0.6956521739	0.2173913043	ref_000555	0.31707	0.1340192784	0.4226804124	0.476744186	506	0.8659807216	0.7785624086	gen_145	0.412371134	0.587628866							0.4654836087
