selection_rank	sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	raw_token_length	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	qc_failures	pool	family_status	pf00741_status	global_query_length	global_closest_reference_id	global_closest_reference_ids	global_closest_reference_tie_count	global_target_length	global_alignment_score	global_alignment_length	global_aligned_pairs	global_identical_residues	global_identity	global_query_coverage	global_target_coverage	global_effective_identity	global_distance	global_distance_status	global_distance_reason	global_reference_count	global_resolved_reference_count	manual_review	domain_review_status	domain_warning_reasons	pf00741_hit_segments	non_target_hit_count	domain_architecture	tm_review_status	tm_segment_count	tm_segments_1based_inclusive	c_review_reasons	c_manual_review	domain_status	domain_score	domain_evalue	sequence_evalue	sequence_score	model_coverage	domain_pass	constraint_score	hmm_from	hmm_to	alignment_from	alignment_to	conserved_sites_total	conserved_sites_covered	conserved_sites_matched	conservation_coverage	conservation_score	closest_reference_id	closest_reference_pident	closest_reference_effective_identity	closest_reference_query_coverage	closest_reference_target_coverage	closest_reference_evalue	nearest_candidate_id	nearest_candidate_identity	nearest_candidate_distance	domain_evaluated	novelty_score	uniqueness_score	generator_type	model_checkpoint	checkpoint_sha256	reference_release_id	split_manifest_sha256	vocabulary_sha256	generation_seed	sample_index	temperature	top_k	top_p	latent_id	sequence_length	uniqueness_resolved_fraction	uniqueness_lower_bound	uniqueness_upper_bound	uniqueness_reference_pool_size	score_ready	score_exclusion_reason	pareto_rank	crowding_distance
11	vae_candidate_000273	41e41debd25c9f2c326130cd95054218c4fb0cc32dd820facca61d69eb0ca19f	True	False	eos	109	108	True	False	False	False	True	0.0192567194641	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	108	nat_82e4660fb87f57daff30	"[""nat_82e4660fb87f57daff30"", ""nat_bf00fc1bb4a6bea076a5""]"	2	95	254	115	88	66	0.75	0.814814814815	0.926315789474	0.611111111111	0.388888888889	resolved		346	130	True	no_extra_domain_evidence		1	0	PF00741:12-53	no_extra_tm_evidence	0		base:manual_review	True	detected	44.3	1.2e-13	6.3e-14	45.2	1	True	0.2540983607	1	39	12	53	23	23	23	1	1	nat_9ba949b2aab9e2be6898	0.60952	0.5925888889	0.9722222222	1	5.43e-34	vae_candidate_000627	0.6203748148	0.3796251852	True	0.388888888889	0.459417647557	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	272	1	0	1	272	108	0.681481481481	0.313084619076	0.631603137594	136	True		1	inf
12	vae_candidate_000316	7fcbb3f92fd5d911b205f86a36ea3b8fc22476fc42d653d514957af66b3d4cab	True	False	eos	86	85	True	False	False	False	True	0.027056160264	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	85	nat_27cf1e5aac6ec3dd931d	"[""nat_27cf1e5aac6ec3dd931d"", ""nat_32d58e5d24419efe5e0e"", ""nat_f7dbe09f7bde0afd3543""]"	3	76	240	85	76	54	0.710526315789	0.894117647059	1	0.635294117647	0.364705882353	resolved		346	218	True	no_extra_domain_evidence		1	0	PF00741:13-51	no_extra_tm_evidence	0		base:manual_review	True	detected	52.2	3.9e-16	2.7e-16	52.7	0.9743589744	True	0.4836065574	2	39	14	51	23	23	22	1	0.9565217391	nat_4d627ec7ce40cceb1d25	0.6375	0.6	0.9411764706	1	4.23e-32	vae_candidate_000536	0.6590922727	0.3409077273	True	0.364705882353	0.429511328099	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	315	1	0	1	315	85	0.703703703704	0.302248712366	0.598545008662	136	True		1	inf
13	vae_candidate_000388	369e72b6f2a82cec10727c9e67fa5ddc6cf8b37b86623a956a4ea7317d199629	True	False	eos	105	104	True	False	False	False	True	0.0321599483704	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	104	nat_67dd37821af98e87666e	"[""nat_67dd37821af98e87666e""]"	1	96	293	107	93	73	0.784946236559	0.894230769231	0.96875	0.701923076923	0.298076923077	resolved		346	149	False	no_extra_domain_evidence		1	0	PF00741:10-48	no_extra_tm_evidence	0			False	detected	59.6	1.9e-18	1.9e-18	59.6	1	True	0.9590163934	1	39	10	48	23	23	23	1	1	nat_67dd37821af98e87666e	0.70588	0.6923053846	0.9807692308	1	2.11e-38	vae_candidate_000399	0.65384875	0.34615125	True	0.298076923077	0.431961594603	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	387	1	0	1	387	104	0.814814814815	0.351968706714	0.537153891899	136	True		1	inf
14	vae_candidate_000652	8398475e250133c7c12cf15ec3507718435f4a57d6a7f1c5e00bce374b55eea5	True	False	eos	85	84	True	False	False	False	True	0.0213560516655	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	84	nat_4d627ec7ce40cceb1d25	"[""nat_4d627ec7ce40cceb1d25""]"	1	78	240	85	77	58	0.753246753247	0.916666666667	0.987179487179	0.690476190476	0.309523809524	resolved		346	219	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	60.9	7.7e-19	5.9e-19	61.2	1	True	0.9918032787	1	39	11	49	23	23	23	1	1	nat_8f5ca23cd23d0262e12b	0.74667	0.6666696429	0.8928571429	0.9868421053	9.33e-35	vae_candidate_000876	0.6547602381	0.3452397619	True	0.309523809524	0.393835631502	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	651	1	0	1	651	84	0.740740740741	0.291730097409	0.550989356668	136	True		1	inf
15	vae_candidate_000666	d00ef087190b31c0e2913c6b659c39df42c2782f19d50215427a54feb91abe3b	True	False	eos	100	99	True	False	False	False	True	0.0288141454137	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	99	nat_7d45d6cf3df5d3d36985	"[""nat_7d45d6cf3df5d3d36985""]"	1	95	289	104	90	68	0.755555555556	0.909090909091	0.947368421053	0.686868686869	0.313131313131	resolved		346	158	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	59.6	2e-18	1.6e-18	59.9	1	True	0.9590163934	1	39	12	50	23	23	23	1	1	nat_4cea385a8794a0b112c3	0.71429	0.656569596	0.9191919192	0.9680851064	5.42e-39	vae_candidate_000635	0.696969697	0.303030303	True	0.313131313131	0.408006361769	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	665	1	0	1	665	99	0.888888888889	0.362672321572	0.473783432683	136	True		1	inf
16	vae_candidate_000744	e14b2df542d80a22b06994cfa7abd102740bba9843b1bf4dbb0228166e65e011	True	False	eos	96	95	True	False	False	False	True	0.03085118479	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	95	nat_67dd37821af98e87666e	"[""nat_67dd37821af98e87666e""]"	1	96	212	112	79	59	0.746835443038	0.831578947368	0.822916666667	0.614583333333	0.385416666667	resolved		346	171	False	no_extra_domain_evidence		1	0	PF00741:8-46	no_extra_tm_evidence	0			False	detected	43.2	2.5e-13	2e-13	43.5	1	True	0.1475409836	1	39	8	46	23	23	22	1	0.9565217391	nat_b5ccff48f879b7cc34ad	0.6129	0.5999968421	0.9789473684	1	6.05e-29	vae_candidate_000058	0.6105282105	0.3894717895	True	0.385416666667	0.462970817659	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	743	1	0	1	743	95	0.762962962963	0.353229586806	0.590266623843	136	True		1	inf
17	vae_candidate_000018	9903c0f8a58dfda520537020603f08a1e3bc0841c86ce6cda9c792ef6b8aecc3	True	False	eos	99	98	True	False	False	False	True	0.0383010979288	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	98	nat_0145b7d0415b25474bf7	"[""nat_0145b7d0415b25474bf7"", ""nat_168a7720be25950ce7a5"", ""nat_3e6bf91c590be6684eed"", ""nat_4f76b230eb60279eb5dd"", ""nat_9ca97034ea4d97950343"", ""nat_a9c10692b45d32f772b4"", ""nat_acb38079c01f07d0de6f"", ""nat_bf5abb4d953e0d6aaa1f"", ""nat_c0d8f1302fa41452efbc"", ""nat_c468502803b4ab5981f1"", ""nat_d5d6f3cedb33fb3328b6"", ""nat_dbd11e06d90ad48401af""]"	12	95	258	103	90	62	0.688888888889	0.918367346939	0.947368421053	0.632653061224	0.367346938776	resolved		346	159	True	no_extra_domain_evidence		1	0	PF00741:12-52	no_extra_tm_evidence	0		base:manual_review	True	detected	48.9	4.2e-15	2.2e-15	49.8	1	True	0.3606557377	1	39	12	52	23	23	23	1	1	nat_67dd37821af98e87666e	0.60396	0.6224485714	1	1	2.19e-33	vae_candidate_000913	0.6326530612	0.3673469388	True	0.367346938776	0.447036214628	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	17	1	0	1	17	98	0.8	0.357628971703	0.557628971703	136	True		1	1.74419079864
18	vae_candidate_000364	b51baa8faae97da6fe2b3c30f179a5a0337377fe8979f9291690c0fc348390e0	True	False	eos	96	95	True	False	False	False	True	0.0337799607994	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	95	nat_9fda348180c612303cdb	"[""nat_9fda348180c612303cdb""]"	1	95	278	102	88	63	0.715909090909	0.926315789474	0.926315789474	0.663157894737	0.336842105263	resolved		346	183	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	56.1	2.4e-17	1.5e-17	56.8	1	True	0.6967213115	1	39	12	50	23	23	23	1	1	nat_81de2b78d291d512c1e2	0.63158	0.63158	1	1	2.25e-35	vae_candidate_000633	0.6666690909	0.3333309091	True	0.336842105263	0.434315923854	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	363	1	0	1	363	95	0.837037037037	0.363538514041	0.526501477004	136	True		1	0.550312250785
19	vae_candidate_000359	20b78181a37b1a7637137c3e7d87f625707ed7bfaa2d84d536ebee331c5e005a	True	False	eos	107	106	True	False	False	False	True	0.0197276188901	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	106	nat_0077c6cbf903d0b80137	"[""nat_0077c6cbf903d0b80137"", ""nat_1aef09f774a1818b7e24"", ""nat_729a9790a662e92ab379""]"	3	96	285	107	95	71	0.747368421053	0.896226415094	0.989583333333	0.669811320755	0.330188679245	resolved		346	148	True	no_extra_domain_evidence		1	0	PF00741:21-59	no_extra_tm_evidence	0		base:manual_review	True	detected	57.6	7.9e-18	5.3e-18	58.2	1	True	0.7704918033	1	39	21	59	23	23	23	1	1	nat_1aef09f774a1818b7e24	0.69792	0.6320784906	0.9056603774	1	1.66e-37	vae_candidate_000401	0.6132118868	0.3867881132	True	0.330188679245	0.434279097926	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	358	1	0	1	358	106	0.807407407407	0.350640160548	0.54323275314	136	True		1	0.537870104961
20	vae_candidate_000347	9a06335a5626267198cad2956b7fca119cfee5f9765eb03fc0e0f69e492c1bac	True	False	eos	94	93	True	False	False	False	True	0.0243279788995	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	93	nat_dad443e0412ef646de5e	"[""nat_dad443e0412ef646de5e""]"	1	95	259	99	89	62	0.696629213483	0.956989247312	0.936842105263	0.652631578947	0.347368421053	resolved		346	182	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	57.2	1.1e-17	7.7e-18	57.7	1	True	0.7540983607	1	39	11	49	23	23	22	1	0.9565217391	nat_78005b3dddedd0251b7e	0.67416	0.6315814737	0.9569892473	0.9368421053	1.4e-30	vae_candidate_000070	0.6344073118	0.3655926882	True	0.347368421053	0.453849957453	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	346	1	0	1	346	93	0.844444444444	0.383251075182	0.538806630738	136	True		1	0.381841081102
21	vae_candidate_000439	96c8ae4af2189ce43a7bdc8694d74a4fdeaff898b7d8873be5eab2fdb415427a	True	False	eos	88	87	True	False	False	False	True	0.0281316660542	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	87	nat_75679c0d4db585656573	"[""nat_75679c0d4db585656573"", ""nat_d4ba65189ba86a477cc5"", ""nat_ee10b37a92559cba1989""]"	3	92	275	99	80	61	0.7625	0.919540229885	0.869565217391	0.663043478261	0.336956521739	resolved		346	209	True	no_extra_domain_evidence		1	0	PF00741:13-51	no_extra_tm_evidence	0		base:manual_review	True	detected	60.1	1.3e-18	9e-19	60.7	1	True	0.9836065574	1	39	13	51	23	23	23	1	1	nat_75679c0d4db585656573	0.65591	0.6630394565	1	1	8.4e-38	vae_candidate_000591	0.63636	0.36364	True	0.336956521739	0.407059844678	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	438	1	0	1	438	87	0.762962962963	0.310571585199	0.547608622236	136	True		1	0.35971958279
22	vae_candidate_000345	7d4593914292670b3edaef46bc194955019f1ac3bef91e80203b9bbcae52184c	True	False	eos	102	101	True	False	False	False	True	0.0294417100585	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	101	nat_d5d6f3cedb33fb3328b6	"[""nat_d5d6f3cedb33fb3328b6""]"	1	95	275.5	108	88	65	0.738636363636	0.871287128713	0.926315789474	0.643564356436	0.356435643564	resolved		346	153	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	57	1.2e-17	6.6e-18	57.9	1	True	0.7295081967	1	39	12	50	23	23	22	1	0.9565217391	nat_5d40201e59780a4578e1	0.62	0.6138613861	0.9900990099	1	6.08e-37	vae_candidate_000948	0.63462	0.36538	True	0.356435643564	0.451204533627	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	344	1	0	1	344	101	0.837037037037	0.377674905925	0.540637868888	136	True		1	0.35743401109
23	vae_candidate_000001	b784a46b5b0d83f040d354c75bfaf51fb9a8bf2db443f24804d892d6db103acc	True	False	eos	85	84	True	False	False	False	True	0.017018031926	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	84	nat_d4ba65189ba86a477cc5	"[""nat_d4ba65189ba86a477cc5""]"	1	92	308	94	82	72	0.878048780488	0.97619047619	0.891304347826	0.782608695652	0.217391304348	resolved		346	219	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	60.3	1.2e-18	7.8e-19	60.9	1	True	0.9836065574	1	39	12	50	23	23	23	1	1	nat_c8490949e18e771ed8c8	0.81818	0.7659557447	1	0.9361702128	2.35e-44	vae_candidate_000857	0.7717372826	0.2282627174	True	0.217391304348	0.326581450718	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	0	1	0	1	0	84	0.762962962963	0.249169551289	0.486206588326	136	True		2	inf
24	vae_candidate_000032	e44eaae089f627a5f9e9d800adbf5abc109a4bf622b625468f765a919c99cdbb	True	False	eos	98	97	True	False	False	False	True	0.0182261922264	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	97	nat_0ae199fc6d044a2da135	"[""nat_0ae199fc6d044a2da135""]"	1	95	323.5	97	95	67	0.705263157895	0.979381443299	1	0.690721649485	0.309278350515	resolved		346	166	False	no_extra_domain_evidence		1	0	PF00741:14-52	no_extra_tm_evidence	0			False	detected	42.9	3.2e-13	2.2e-13	43.4	1	True	0.09016393443	1	39	14	52	23	23	22	1	0.9565217391	nat_0ae199fc6d044a2da135	0.75581	0.6700995876	0.8865979381	0.9052631579	3.97e-44	vae_candidate_000121	0.6597913402	0.3402086598	True	0.309278350515	0.44068825349	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	31	1	0	1	31	97	0.837037037037	0.368872389959	0.531835352922	136	True		2	inf
25	vae_candidate_000295	909c35e063354b4fb505f6fc605e07c5bcebfef4d2dd77380164e3359d8fb6e0	True	False	eos	88	87	True	False	False	False	True	0.0276518576963	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	87	nat_67dd37821af98e87666e	"[""nat_67dd37821af98e87666e""]"	1	96	248	98	85	63	0.741176470588	0.977011494253	0.885416666667	0.65625	0.34375	resolved		346	199	False	no_extra_domain_evidence		1	0	PF00741:12-49	no_extra_tm_evidence	0			False	detected	40.2	2.2e-12	1.5e-12	40.8	1	True	0	1	39	12	49	23	23	21	1	0.9130434783	nat_9ba949b2aab9e2be6898	0.74074	0.6315783158	0.9310344828	0.8526315789	7.18e-35	vae_candidate_000058	0.666668046	0.333331954	True	0.34375	0.420677667602	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	294	1	0	1	294	87	0.77037037037	0.324077610597	0.553707240227	136	True		2	inf
26	vae_candidate_000948	e7dae682b64984c3f4f9cde3f0526632d867d7ef9cf5d83d26730717644171c2	True	False	eos	105	104	True	False	False	False	True	0.0303959334786	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	104	nat_168a7720be25950ce7a5	"[""nat_168a7720be25950ce7a5"", ""nat_3e6bf91c590be6684eed"", ""nat_a49cfe7d33cec22c3905"", ""nat_ccd25408209dd226eaf9""]"	4	94	316.5	106	92	75	0.815217391304	0.884615384615	0.978723404255	0.721153846154	0.278846153846	resolved		346	153	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True	detected	59.6	1.9e-18	1.4e-18	60	1	True	0.9590163934	1	39	12	50	23	23	23	1	1	nat_144165ea4d3ea8a64b2e	0.78409	0.6634607692	0.8461538462	0.9263157895	6.32e-42	vae_candidate_000627	0.6730769231	0.3269230769	True	0.278846153846	0.398532619551	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	947	1	0	1	947	104	0.881481481481	0.351299123901	0.469817642419	136	True		2	inf
27	vae_candidate_000876	7473a1f66e79ee674ff19cb246275ee2689436bcad8cd11261e17459d30e62d5	True	False	eos	83	82	True	False	False	False	True	0.0164554167211	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	82	nat_168a7720be25950ce7a5	"[""nat_168a7720be25950ce7a5""]"	1	94	290.5	94	82	66	0.80487804878	1	0.872340425532	0.702127659574	0.297872340426	resolved		346	219	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	58.8	3.3e-18	2.6e-18	59.2	1	True	0.868852459	1	39	11	49	23	23	23	1	1	nat_0101bc590c89813c161a	0.69149	0.69149	1	1	1.64e-37	vae_candidate_000780	0.6966305618	0.3033694382	True	0.297872340426	0.367057183486	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	875	1	0	1	875	82	0.718518518519	0.26373738369	0.545218865171	136	True		2	0.931775860913
28	vae_candidate_000965	4f72254750b56b8638c3793b88cc5bd2a5e2c3486ec30b3b933521ee032c2b26	True	False	eos	93	92	True	False	False	False	True	0.0279458564697	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	92	nat_ee10b37a92559cba1989	"[""nat_ee10b37a92559cba1989""]"	1	92	273.5	99	85	66	0.776470588235	0.923913043478	0.923913043478	0.717391304348	0.282608695652	resolved		346	185	False	no_extra_domain_evidence		1	0	PF00741:19-57	no_extra_tm_evidence	0			False	detected	59.3	2.5e-18	1.8e-18	59.7	1	True	0.9180327869	1	39	19	57	23	23	22	1	0.9565217391	nat_c8490949e18e771ed8c8	0.78481	0.6595743617	0.8586956522	0.8404255319	1.05e-38	vae_candidate_000220	0.6956491304	0.3043508696	True	0.282608695652	0.393131530621	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	964	1	0	1	964	92	0.77037037037	0.302856882849	0.532486512479	136	True		2	0.854733168548
29	vae_candidate_000179	8b5e6adda9ef60506d79797e4d301b5e2604c21ae4d69d19610b2835e5686ad9	True	False	eos	92	91	True	False	False	False	True	0.0244434026671	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	91	nat_7d45d6cf3df5d3d36985	"[""nat_7d45d6cf3df5d3d36985"", ""nat_9ba949b2aab9e2be6898""]"	2	95	252	96	90	63	0.7	0.989010989011	0.947368421053	0.663157894737	0.336842105263	resolved		346	190	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True	detected	55.9	2.7e-17	2.1e-17	56.3	1	True	0.6803278689	1	39	12	50	23	23	23	1	1	nat_b5ccff48f879b7cc34ad	0.70732	0.6304373913	0.9010989011	0.8913043478	2.91e-34	vae_candidate_000836	0.6263763736	0.3736236264	True	0.336842105263	0.412253793836	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	178	1	0	1	178	91	0.807407407407	0.332856766875	0.525449359467	136	True		2	0.748591744649
