selected_count	manual_review_count	mean_constraint_score	mean_conservation_score	mean_novelty_score	mean_uniqueness_score	subset_diversity_possible_pairs	subset_diversity_resolved_pairs	subset_diversity_resolved_fraction	subset_diversity_observed_mean	subset_diversity_lower_bound	subset_diversity_upper_bound
20	9	0.68360655739	0.982608695645	0.198299951761	0.344041386849	190	174	0.915789473684	0.32550090716	0.298090304452	0.382300830768
20	10	0.678278688525	0.97391304347	0.231196713673	0.367559671624	190	171	0.9	0.37506343543	0.337557091887	0.437557091887
20	5	0.625000000002	0.986956521735	0.22486926187	0.360567582235	190	182	0.957894736842	0.365298680343	0.349917683276	0.392022946434
20	15	0.707786885245	0.989130434785	0.21917101265	0.35251556408	190	166	0.873684210526	0.34831939349	0.304321154313	0.430636943786
20	10	0.681557377055	0.98478260869	0.209966121014	0.356826022291	190	181	0.952631578947	0.353809241719	0.337049856584	0.384418277637
20	10	0.688114754105	0.98695652173	0.23037013732	0.361900532058	190	168	0.884210526316	0.357888070367	0.316448399062	0.432237872746
20	7	0.711065573776	0.989130434775	0.209369928736	0.348751995735	190	177	0.931578947368	0.337896847722	0.31477758972	0.383198642352
20	10	0.749180327865	0.986956521735	0.224893372969	0.358860580399	190	171	0.9	0.355113544808	0.319602190327	0.419602190327
20	10	0.70327868853	0.986956521735	0.203553495914	0.350062690679	190	183	0.963157894737	0.343400054382	0.330748473431	0.367590578695
20	10	0.820901639355	0.99130434782	0.199530564948	0.341228033109	190	174	0.915789473684	0.323916240386	0.296639083301	0.380849609617
20	12	0.66352459017	0.991304347825	0.211010319215	0.350589094549	190	165	0.868421052632	0.340956787317	0.296094052143	0.427672999512
20	10	0.668852459025	0.984782608695	0.238457394407	0.362797315742	190	168	0.884210526316	0.364224979602	0.322051560911	0.437841034596
20	9	0.659836065581	0.98913043478	0.211957975124	0.352334562497	190	182	0.957894736842	0.35172003287	0.336910768328	0.379016031486
20	13	0.59672131148	0.98913043478	0.197378068764	0.343213076072	190	178	0.936842105263	0.329761896793	0.308934829627	0.372092724364
20	9	0.638114754105	0.98913043478	0.211103295301	0.351460627398	190	183	0.963157894737	0.350379598773	0.337470876713	0.374312981976
20	9	0.661065573775	0.98913043478	0.203203505248	0.342035492245	190	177	0.931578947368	0.334534652405	0.311645439346	0.380066491977
20	4	0.618442622965	0.98913043478	0.230103299875	0.366674327143	190	178	0.936842105263	0.374582332481	0.350924500956	0.414082395692
20	10	0.73442622952	0.984782608695	0.21769424938	0.354731284894	190	172	0.905263157895	0.356668705051	0.322879038257	0.417615880362
20	10	0.693852459025	0.98913043478	0.217309692831	0.355904726873	190	169	0.889473684211	0.353569635446	0.314490886265	0.425017202055
20	11	0.66557377049	0.984782608695	0.193547938006	0.336984326832	190	169	0.889473684211	0.311613564641	0.277172065391	0.387698381181
20	9	0.744672131145	0.989130434785	0.188390043733	0.334477344993	190	180	0.947368421053	0.315595413623	0.298985128695	0.351616707643
20	11	0.640573770501	0.98913043478	0.193735620854	0.341777910792	190	178	0.936842105263	0.327154406901	0.306492023307	0.369649918044
20	11	0.717213114765	0.98043478261	0.195734426258	0.342759486745	190	179	0.942105263158	0.328775684372	0.309741302645	0.367636039488
20	10	0.595901639345	0.97826086957	0.254313052853	0.372889973022	190	163	0.857894736842	0.382132443314	0.327829411895	0.469934675053
20	7	0.693032786885	0.984782608695	0.225192989684	0.3664530626	190	174	0.915789473684	0.371102512473	0.339851774581	0.424062300897
20	11	0.64262295083	0.98913043478	0.209947680946	0.353337488781	190	169	0.889473684211	0.346101507301	0.30784818281	0.4183744986
20	9	0.6987704918	0.97173913043	0.239630475871	0.37766824472	190	171	0.9	0.389093803775	0.350184423397	0.450184423397
20	10	0.61352459016	0.98043478261	0.205662779436	0.347595182617	190	177	0.931578947368	0.34000953082	0.316745720816	0.385166773448
20	10	0.725	0.98913043478	0.220707460549	0.350602771193	190	183	0.963157894737	0.348291791362	0.335459988522	0.372302093785
20	8	0.72704918034	0.99565217391	0.214912163521	0.352114295103	190	169	0.889473684211	0.344740674388	0.306637757745	0.417164073535
20	10	0.65696721311	0.980434782605	0.198667994367	0.346855082972	190	185	0.973684210526	0.334950809725	0.326136314732	0.352452104205
20	7	0.63770491804	0.986956521745	0.23390409034	0.356808910936	190	160	0.842105263158	0.349892116911	0.294645993188	0.45254073003
20	12	0.60901639345	0.982608695655	0.218208924892	0.359201775269	190	175	0.921052631579	0.361390930414	0.332860067486	0.411807435908
20	9	0.747131147549	0.99565217391	0.196986870568	0.341255247928	190	170	0.894736842105	0.322675908272	0.288710023191	0.393973181085
20	8	0.636885245906	0.984782608695	0.229111796271	0.363111611686	190	180	0.947368421053	0.372116601999	0.352531517683	0.405163096631
20	8	0.788114754105	0.984782608695	0.238713947546	0.361312722686	190	168	0.884210526316	0.354579000045	0.31352248425	0.429311957934
20	8	0.74426229509	0.993478260865	0.153333619563	0.313751638006	190	181	0.952631578947	0.256764956922	0.244602406331	0.291970827384
20	6	0.544672131155	0.98043478261	0.245809900594	0.367851326926	190	157	0.826315789474	0.369277491554	0.305139821968	0.478824032494
20	8	0.606557377057	0.989130434775	0.214329565677	0.352658953415	190	177	0.931578947368	0.348088180694	0.324271620963	0.392692673594
20	8	0.65778688525	0.989130434775	0.240231557771	0.370923315213	190	178	0.936842105263	0.38165188526	0.357547555665	0.420705450401
20	11	0.64959016394	0.993478260865	0.232478855414	0.360845819405	190	173	0.910526315789	0.36849460805	0.335524037856	0.424997722067
20	16	0.759836065575	0.98913043478	0.145623871898	0.31564110714	190	189	0.994736842105	0.264704414708	0.263311233578	0.268574391473
20	9	0.567622950817	0.976086956515	0.234538863338	0.370375482055	190	176	0.926315789474	0.383633864448	0.355366106015	0.429050316541
20	12	0.629098360665	0.980434782605	0.218608212112	0.352046629956	190	182	0.957894736842	0.358883446261	0.343772564314	0.385877827471
20	8	0.75573770492	0.99347826087	0.198697070811	0.344109162501	190	177	0.931578947368	0.326518567676	0.304177823571	0.372598876203
20	10	0.72049180328	0.99565217391	0.203258340831	0.348018936257	190	175	0.921052631579	0.334894885691	0.308455815768	0.387403184189
20	12	0.71229508198	0.99565217391	0.197650957599	0.343854089164	190	176	0.926315789474	0.331115623688	0.306717630363	0.38040184089
20	8	0.75368852459	0.995652173915	0.178688347052	0.33006949204	190	179	0.942105263158	0.300262607573	0.282878982924	0.340773719766
20	10	0.700819672135	0.99130434782	0.233622103665	0.362335675967	190	172	0.905263157895	0.369596656564	0.334582236468	0.429319078574
20	9	0.614344262292	0.97608695652	0.202734673319	0.350566910129	190	183	0.963157894737	0.348756753782	0.335907820747	0.372749926011
20	14	0.643852459025	0.98043478261	0.228948830212	0.361078118049	190	180	0.947368421053	0.367561805995	0.348216447785	0.400848026732
20	7	0.669672131145	0.991304347825	0.228610849681	0.360211917217	190	169	0.889473684211	0.363759691984	0.323554673396	0.434080989186
20	8	0.726229508205	0.991304347825	0.182068673874	0.330986693032	190	171	0.9	0.3012584232	0.27113258088	0.37113258088
20	9	0.759016393445	0.991304347825	0.204655847396	0.345534768233	190	177	0.931578947368	0.335344496875	0.312399873404	0.380820926036
20	9	0.604508196725	0.980434782605	0.223581399617	0.358061059416	190	163	0.857894736842	0.358719206791	0.30774331951	0.449848582668
20	5	0.73114754099	0.991304347825	0.198680268176	0.33919757305	190	171	0.9	0.315556235223	0.284000611701	0.384000611701
20	6	0.705737704925	0.98478260869	0.203652280133	0.345493611914	190	186	0.978947368421	0.342231479193	0.335026605947	0.356079237526
20	13	0.784836065595	0.991304347825	0.183509888578	0.33362981901	190	183	0.963157894737	0.311250168036	0.299783056582	0.336625161845
20	10	0.7274590164	0.98043478261	0.228891084216	0.3656572633	190	177	0.931578947368	0.369183097612	0.34392320146	0.412344254091
20	5	0.68524590164	0.98260869565	0.213633435687	0.354741944375	190	181	0.952631578947	0.353571052635	0.336822950142	0.384191371195
20	11	0.766393442624	0.99565217391	0.163100125922	0.320711143694	190	179	0.942105263158	0.278393656426	0.262276128949	0.320170865791
20	11	0.626639344265	0.98043478261	0.204316913567	0.35000205021	190	183	0.963157894737	0.349090405703	0.336229180229	0.373071285493
20	10	0.719672131162	0.989130434775	0.175299761844	0.332392602176	190	178	0.936842105263	0.303049710015	0.28390972833	0.347067623067
20	8	0.790573770495	0.99347826087	0.185922397847	0.332244611495	190	182	0.957894736842	0.307140052095	0.294207839375	0.336313102533
20	10	0.64139344262	0.980434782605	0.246790910069	0.372974260039	190	168	0.884210526316	0.387750815513	0.342853352664	0.458642826348
20	7	0.67786885246	0.98478260869	0.2366503107	0.369294163256	190	174	0.915789473684	0.384550361512	0.352167173174	0.43637769949
20	9	0.668032786885	0.991304347825	0.196828631389	0.342440157974	190	174	0.915789473684	0.319422079515	0.292523378082	0.376733904398
20	7	0.666803278695	0.986956521735	0.228607125234	0.357262312477	190	160	0.842105263158	0.352454619873	0.296803890419	0.454698627261
20	9	0.680327868855	0.978260869565	0.22125355271	0.358321826128	190	171	0.9	0.357472140196	0.321724926177	0.421724926177
20	12	0.76106557377	0.98913043478	0.179963171656	0.331648814444	190	179	0.942105263158	0.30739211172	0.289595726305	0.347490463147
20	9	0.67213114755	0.99130434782	0.207289356242	0.354390125185	190	166	0.873684210526	0.343288447524	0.299925696258	0.426241485731
20	8	0.773770491815	0.9847826087	0.196675005573	0.342797281446	190	181	0.952631578947	0.32665430035	0.311181201912	0.358549622965
20	9	0.64754098361	0.984782608695	0.203389310787	0.351227436741	190	176	0.926315789474	0.336283725401	0.311504924582	0.385189135109
20	12	0.675000000005	0.98913043478	0.183260264826	0.330931883865	190	177	0.931578947368	0.305449854594	0.284550654016	0.352971706648
20	9	0.726229508205	0.986956521735	0.222356307869	0.361157194567	190	173	0.910526315789	0.359815439022	0.327621426057	0.417095110268
20	9	0.742213114755	0.991304347825	0.225040118474	0.351735608414	190	180	0.947368421053	0.351885548721	0.333365256683	0.385996835631
20	10	0.686885245905	0.982608695655	0.231656746094	0.360362010907	190	165	0.868421052632	0.362077204834	0.314435467356	0.446014414724
20	8	0.720491803285	0.98260869565	0.217329181695	0.353785810268	190	172	0.905263157895	0.348768747245	0.315727497506	0.410464339612
20	8	0.58319672132	0.978260869565	0.214629614086	0.352722334114	190	162	0.852631578947	0.344306784997	0.293566837734	0.440935258787
20	10	0.588934426232	0.993478260865	0.219776817139	0.360646975861	190	167	0.878947368421	0.355814173463	0.312741931412	0.433794562991
20	9	0.70081967213	0.98695652174	0.192387108346	0.34011121435	190	168	0.884210526316	0.316247647539	0.279629498876	0.395418972561
20	8	0.68360655739	0.976086956525	0.223927002454	0.357859302298	190	180	0.947368421053	0.350783647605	0.332321350363	0.38495292931
20	8	0.64262295082	0.991304347825	0.178140241189	0.334117779686	190	183	0.963157894737	0.312138912903	0.300639058217	0.337481163481
20	6	0.579918032789	0.97391304347	0.221921216452	0.362897403111	190	175	0.921052631579	0.369146009538	0.340002903522	0.418950271943
20	12	0.71106557378	0.986956521735	0.171517598215	0.330451423031	190	182	0.957894736842	0.291622123331	0.279343297085	0.321448560243
20	6	0.66229508197	0.98260869565	0.230025907328	0.362404212413	190	173	0.910526315789	0.36456216119	0.331943441505	0.421417125715
20	7	0.518442622945	0.98478260869	0.24430009539	0.373403569705	190	166	0.873684210526	0.38492676223	0.336304434369	0.462620223843
20	10	0.641393442615	0.98913043478	0.233352740867	0.364819332454	190	168	0.884210526316	0.375522535862	0.332040979078	0.447830452762
20	7	0.76557377049	0.99347826087	0.195873072674	0.336917112271	190	177	0.931578947368	0.317788297986	0.296044888123	0.364465940755
20	7	0.716393442625	0.97826086956	0.23301100806	0.356144128634	190	180	0.947368421053	0.358432095877	0.339567248725	0.392198827673
20	8	0.666803278695	0.98478260869	0.250668109305	0.378388714638	190	159	0.836842105263	0.391828138004	0.327898283908	0.491056178645
20	13	0.729918032795	0.989130434785	0.187553176218	0.343655343511	190	177	0.931578947368	0.31793821322	0.296184545999	0.364605598631
20	11	0.648360655745	0.97826086956	0.254646785934	0.379868226159	190	161	0.847368421053	0.393988201706	0.333853160393	0.48648473934
20	7	0.76557377049	0.98478260869	0.230543079384	0.360799215519	190	166	0.873684210526	0.363172165393	0.317297786607	0.44361357608
20	8	0.648360655735	0.97826086956	0.268999535531	0.387197082592	190	159	0.836842105263	0.40701847404	0.340610196696	0.503768091433
20	6	0.69057377049	0.99347826087	0.23177901365	0.359849087629	190	163	0.857894736842	0.356755617849	0.306058766892	0.44816403005
20	8	0.673360655745	0.984782608695	0.236409868456	0.364833006	190	162	0.852631578947	0.371833273351	0.317036790962	0.464405212015
20	7	0.70081967214	0.991304347825	0.230763626266	0.363932825757	190	165	0.868421052632	0.363773757967	0.315908789814	0.447487737182
20	9	0.719672131145	0.995652173915	0.189718260706	0.337667367785	190	178	0.936842105263	0.315613509727	0.295680024902	0.358837919639
20	7	0.75327868854	0.989130434785	0.219163901454	0.356640191171	190	177	0.931578947368	0.350688965015	0.326694456883	0.395115509514
20	6	0.726639344265	0.98913043478	0.214942190693	0.354139373539	190	180	0.947368421053	0.35055208477	0.332101975045	0.384733553992
20	7	0.588524590169	0.971739130435	0.257147294993	0.382373154501	190	182	0.957894736842	0.406858943191	0.38972804032	0.431833303478
20	12	0.663524590177	0.98695652174	0.225524133311	0.357395862017	190	170	0.894736842105	0.357029696441	0.319447623131	0.424710781026
20	7	0.69221311475	0.98913043478	0.231659538323	0.359722081323	190	165	0.868421052632	0.365456226131	0.317369880587	0.448948827956
20	9	0.678688524595	0.98913043478	0.189944734207	0.340375852153	190	181	0.952631578947	0.321146311272	0.305934117581	0.353302538633
20	7	0.62745901639	0.99347826087	0.193199477934	0.336114671057	190	183	0.963157894737	0.316762226482	0.30509203919	0.341934144454
20	8	0.706557377054	0.98913043478	0.247340959791	0.371298890941	190	164	0.863157894737	0.382889758003	0.330494317434	0.467336422697
20	10	0.70737704918	0.97391304348	0.238621681185	0.368657479116	190	176	0.926315789474	0.382045611678	0.353894882397	0.427579092923
20	9	0.6368852459	0.97608695652	0.236939368866	0.365804564878	190	165	0.868421052632	0.364078167783	0.316173145706	0.447752093075
20	9	0.78155737706	0.98913043478	0.201019169839	0.345768048106	190	174	0.915789473684	0.325159227067	0.297777397419	0.381987923735
20	11	0.707786885255	0.997826086955	0.196873620558	0.343098337915	190	177	0.931578947368	0.326137297318	0.303822640133	0.372243692764
20	9	0.63278688525	0.978260869565	0.229679889743	0.359211948727	190	153	0.805263157895	0.349831932797	0.281706766937	0.476443609042
20	6	0.753278688515	0.997826086955	0.204127505981	0.341664311935	190	169	0.889473684211	0.319873520682	0.284519078922	0.395045394712
20	8	0.61024590163	0.980434782605	0.212160180382	0.35753406475	190	187	0.984210526316	0.364150341432	0.358400599199	0.374190072883
20	9	0.685245901655	0.986956521735	0.219000492443	0.350508800152	190	173	0.910526315789	0.347574638688	0.316475855227	0.405949539437
20	7	0.83729508197	0.98913043478	0.220139080544	0.358518708727	190	175	0.921052631579	0.355984610243	0.327880562066	0.406827930487
20	11	0.543442622956	0.991304347825	0.224954230414	0.35860963177	190	162	0.852631578947	0.36184563813	0.308521017774	0.455889438826
20	11	0.646721311482	0.98478260869	0.220052294092	0.357345135462	190	176	0.926315789474	0.358452485992	0.332040197551	0.405724408077
20	8	0.643032786895	0.991304347825	0.211452532702	0.354031838485	190	171	0.9	0.347853741868	0.313068367682	0.413068367682
20	8	0.734426229512	0.98043478261	0.204539388952	0.353724253255	190	189	0.994736842105	0.355033994843	0.35316539487	0.358428552765
20	6	0.72459016394	0.986956521735	0.238631331609	0.367238878211	190	184	0.968421052632	0.377591579016	0.365667634415	0.397246581784
20	5	0.728688524595	0.99565217391	0.191565726847	0.341931571084	190	190	1	0.330668333178	0.330668333178	0.330668333178
20	10	0.698770491815	0.982608695655	0.212976239058	0.347692555218	190	177	0.931578947368	0.343110267621	0.319634301942	0.388055354574
20	6	0.643852459022	0.98913043478	0.205431132466	0.348155577706	190	172	0.905263157895	0.335053141867	0.303311265269	0.398048107374
20	8	0.606557377046	0.97391304347	0.239243210261	0.367391610269	190	182	0.957894736842	0.382531054785	0.366424484058	0.408529747216
20	5	0.594672131155	0.984782608695	0.264031297233	0.385058855228	190	173	0.910526315789	0.398761208483	0.36308257404	0.45255625825
20	7	0.742213114755	0.98913043478	0.196069289113	0.340571154162	190	183	0.963157894737	0.330826171029	0.318637838413	0.355479943676
20	6	0.64713114754	0.986956521735	0.239389679817	0.364698897293	190	159	0.836842105263	0.373169029073	0.312283555908	0.475441450645
20	11	0.679098360665	0.978260869565	0.244278741619	0.369470070457	190	180	0.947368421053	0.381625032299	0.361539504284	0.414171083231
20	8	0.659836065585	0.98260869565	0.19838409476	0.346117149806	190	178	0.936842105263	0.333972265433	0.312879280248	0.376037174984
20	10	0.606147540985	0.991304347825	0.167491117711	0.326355274128	190	186	0.978947368421	0.291880411479	0.285735560711	0.30678819229
20	12	0.61311475409	0.978260869565	0.183876078494	0.336701914794	190	185	0.973684210526	0.31790959445	0.309543552491	0.335859341965
20	8	0.648770491807	0.993478260865	0.251368804014	0.37102573557	190	150	0.789473684211	0.377189750585	0.297781382041	0.50830769783
20	10	0.75901639345	0.989130434785	0.1987703241	0.34246607968	190	174	0.915789473684	0.330017962042	0.302226975765	0.38643750208
20	6	0.658606557382	0.986956521735	0.185275401458	0.343021581215	190	182	0.957894736842	0.322427336249	0.308851448407	0.350956711565
20	9	0.71434426229	0.97826086956	0.213242195158	0.353470558456	190	180	0.947368421053	0.349836145086	0.331423716397	0.384055295345
20	4	0.6274590164	0.98913043478	0.212794298144	0.353201912687	190	172	0.905263157895	0.348706035963	0.315670727293	0.410407569398
20	10	0.565163934435	0.97391304348	0.249682495408	0.377932479725	190	173	0.910526315789	0.394821307904	0.359495190881	0.448968875092
20	13	0.683606557385	0.98478260869	0.205501017527	0.346854766537	190	169	0.889473684211	0.336252142355	0.299087431884	0.409613747674
20	12	0.664344262295	0.97826086956	0.223445915783	0.358130082681	190	171	0.9	0.358949792644	0.32305481338	0.42305481338
20	7	0.63893442623	0.98913043478	0.242532719691	0.374242168622	190	163	0.857894736842	0.386027677918	0.331171113161	0.473276376319
20	8	0.689344262295	0.99130434783	0.219367336585	0.353140832443	190	171	0.9	0.349228256112	0.3143054305	0.4143054305
20	7	0.699590163941	0.98913043478	0.212160433123	0.353883764487	190	184	0.968421052632	0.351332863973	0.340238141953	0.371817089321
20	10	0.759426229505	0.993478260865	0.168734939023	0.323899593154	190	187	0.984210526316	0.287845543844	0.283300614204	0.299090087889
20	8	0.622540983625	0.991304347825	0.204671640789	0.345033933169	190	165	0.868421052632	0.327643628439	0.284532624697	0.416111572066
20	10	0.43975409837	0.971739130435	0.264994144848	0.387878836917	190	167	0.878947368421	0.411026393886	0.361270567258	0.482323198837
20	11	0.73893442623	0.993478260865	0.180870074899	0.329977470426	190	183	0.963157894737	0.302611128662	0.291462297606	0.328304402869
20	10	0.680737704915	0.986956521735	0.210123603638	0.352334483153	190	176	0.926315789474	0.345650322762	0.320181351611	0.393865562138
20	9	0.68319672132	0.96304347826	0.258052967234	0.383453465779	190	170	0.894736842105	0.405569558232	0.362878025786	0.468141183681
20	7	0.69795081968	0.98695652174	0.20638385679	0.343298380307	190	181	0.952631578947	0.336276988232	0.320348078263	0.367716499316
