selection_rank	sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	raw_token_length	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	qc_failures	pool	family_status	pf00741_status	global_query_length	global_closest_reference_id	global_closest_reference_ids	global_closest_reference_tie_count	global_target_length	global_alignment_score	global_alignment_length	global_aligned_pairs	global_identical_residues	global_identity	global_query_coverage	global_target_coverage	global_effective_identity	global_distance	global_distance_status	global_distance_reason	global_reference_count	global_resolved_reference_count	manual_review	domain_review_status	domain_warning_reasons	pf00741_hit_segments	non_target_hit_count	domain_architecture	tm_review_status	tm_segment_count	tm_segments_1based_inclusive	c_review_reasons	c_manual_review	domain_status	domain_score	domain_evalue	sequence_evalue	sequence_score	model_coverage	domain_pass	constraint_score	hmm_from	hmm_to	alignment_from	alignment_to	conserved_sites_total	conserved_sites_covered	conserved_sites_matched	conservation_coverage	conservation_score	closest_reference_id	closest_reference_pident	closest_reference_effective_identity	closest_reference_query_coverage	closest_reference_target_coverage	closest_reference_evalue	nearest_candidate_id	nearest_candidate_identity	nearest_candidate_distance	domain_evaluated	novelty_score	uniqueness_score	generator_type	model_checkpoint	checkpoint_sha256	reference_release_id	split_manifest_sha256	vocabulary_sha256	generation_seed	sample_index	temperature	top_k	top_p	latent_id	sequence_length	uniqueness_resolved_fraction	uniqueness_lower_bound	uniqueness_upper_bound	uniqueness_reference_pool_size	score_ready	score_exclusion_reason	selected_by_metric	source_metric_rank
11	vae_candidate_000273	41e41debd25c9f2c326130cd95054218c4fb0cc32dd820facca61d69eb0ca19f	True	False	eos	109	108	True	False	False	False	True	0.0192567194641	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	108	nat_82e4660fb87f57daff30	"[""nat_82e4660fb87f57daff30"", ""nat_bf00fc1bb4a6bea076a5""]"	2	95	254	115	88	66	0.75	0.814814814815	0.926315789474	0.611111111111	0.388888888889	resolved		346	130	True	no_extra_domain_evidence		1	0	PF00741:12-53	no_extra_tm_evidence	0		base:manual_review	True	detected	44.3	1.2e-13	6.3e-14	45.2	1	True	0.2540983607	1	39	12	53	23	23	23	1	1	nat_9ba949b2aab9e2be6898	0.60952	0.5925888889	0.9722222222	1	5.43e-34	vae_candidate_000627	0.6203748148	0.3796251852	True	0.388888888889	0.459417647557	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	272	1	0	1	272	108	0.681481481481	0.313084619076	0.631603137594	136	True		novelty_score	5
12	vae_candidate_000588	dd111bef68824755ae99208d23b1c9cbb41ad5e7507b9d44ed02105bbbd638f8	True	False	eos	100	99	True	False	False	False	True	0.0416771849823	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	99	nat_fca422d4ddd5dcd65605	"[""nat_fca422d4ddd5dcd65605""]"	1	96	256.5	103	92	64	0.695652173913	0.929292929293	0.958333333333	0.646464646465	0.353535353535	resolved		346	158	False	no_extra_domain_evidence		1	0	PF00741:18-56	no_extra_tm_evidence	0			False	detected	53.2	1.9e-16	1.3e-16	53.7	0.9743589744	True	0.5163934426	2	39	19	56	23	23	20	1	0.8695652174	nat_fca422d4ddd5dcd65605	0.67059	0.5757590909	0.8585858586	0.8854166667	1.6e-28	vae_candidate_000772	0.6262585859	0.3737414141	True	0.353535353535	0.476368138669	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	587	1	0	1	587	99	0.822222222222	0.391680469572	0.56945824735	136	True		uniqueness_score	4
13	vae_candidate_000070	13aea4139dbbe80aa0ac0a0547cfdd81972b9c67754b9431cb258d9c9f0deff5	True	False	eos	92	91	True	False	False	False	True	0.0157836970618	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	91	nat_a49cfe7d33cec22c3905	"[""nat_a49cfe7d33cec22c3905""]"	1	95	420.5	95	91	89	0.978021978022	1	0.957894736842	0.936842105263	0.0631578947368	resolved		346	186	False	no_extra_domain_evidence		1	0	PF00741:8-46	no_extra_tm_evidence	0			False	detected	60	1.4e-18	1.1e-18	60.4	1	True	0.9836065574	1	39	8	46	23	23	23	1	1	nat_a49cfe7d33cec22c3905	0.93684	0.93684	1	1	2.33e-58	vae_candidate_000623	0.91398	0.08602	True	0.0631578947368	0.257351464613	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	69	1	0	1	69	91	0.807407407407	0.207787478836	0.400380071428	136	True		constraint_score	5
14	vae_candidate_000029	3242d585e56968b6b6d3779a84c6879dd2750e5c60057092d7c0c3c71bae79ae	True	False	eos	91	90	True	False	False	False	True	0.0187212744966	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	90	nat_c8490949e18e771ed8c8	"[""nat_c8490949e18e771ed8c8""]"	1	94	382.5	95	89	83	0.932584269663	0.988888888889	0.946808510638	0.882978723404	0.117021276596	resolved		346	196	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	59.7	1.9e-18	1.3e-18	60.2	1	True	0.9590163934	1	39	11	49	23	23	23	1	1	nat_75679c0d4db585656573	0.89773	0.8586982609	0.9777777778	0.9565217391	7.53e-54	vae_candidate_000857	0.84783	0.15217	True	0.117021276596	0.284272458007	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	28	1	0	1	28	90	0.851851851852	0.242158019784	0.390306167932	136	True		conservation_score	4
15	vae_candidate_000744	e14b2df542d80a22b06994cfa7abd102740bba9843b1bf4dbb0228166e65e011	True	False	eos	96	95	True	False	False	False	True	0.03085118479	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	95	nat_67dd37821af98e87666e	"[""nat_67dd37821af98e87666e""]"	1	96	212	112	79	59	0.746835443038	0.831578947368	0.822916666667	0.614583333333	0.385416666667	resolved		346	171	False	no_extra_domain_evidence		1	0	PF00741:8-46	no_extra_tm_evidence	0			False	detected	43.2	2.5e-13	2e-13	43.5	1	True	0.1475409836	1	39	8	46	23	23	22	1	0.9565217391	nat_b5ccff48f879b7cc34ad	0.6129	0.5999968421	0.9789473684	1	6.05e-29	vae_candidate_000058	0.6105282105	0.3894717895	True	0.385416666667	0.462970817659	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	743	1	0	1	743	95	0.762962962963	0.353229586806	0.590266623843	136	True		novelty_score	7
16	vae_candidate_000108	e6c8dd1dcfd49d1e8268f1e107dc3f61a79715c67dbd8d08887b18b4b96f5e44	True	False	eos	109	108	True	False	False	False	True	0.015027906164	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	108	nat_4f76b230eb60279eb5dd	"[""nat_4f76b230eb60279eb5dd""]"	1	95	260.5	111	92	67	0.728260869565	0.851851851852	0.968421052632	0.62037037037	0.37962962963	resolved		346	125	False	no_extra_domain_evidence		1	0	PF00741:13-49	no_extra_tm_evidence	0			False	detected	49.3	3.1e-15	1.8e-15	50.1	1	True	0.3606557377	1	39	13	49	23	23	23	1	1	nat_004ac783975534947324	0.61538	0.5925881481	0.962962963	1	1.72e-31	vae_candidate_000293	0.5833359259	0.4166640741	True	0.37962962963	0.46561152698	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	107	1	0	1	107	108	0.718518518519	0.334550504571	0.616031986052	136	True		uniqueness_score	7
17	vae_candidate_000338	198f2e377e821736832cb39fe6060aeb9f974d56ff866f92eda83fb09c7d5835	True	False	eos	94	93	True	False	False	False	True	0.0167405470687	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	93	nat_a9c10692b45d32f772b4	"[""nat_a9c10692b45d32f772b4"", ""nat_c0d8f1302fa41452efbc""]"	2	95	418	97	91	90	0.989010989011	0.978494623656	0.957894736842	0.947368421053	0.0526315789474	resolved		346	183	True	no_extra_domain_evidence		1	0	PF00741:14-52	no_extra_tm_evidence	0		base:manual_review	True	detected	60	1.5e-18	1.1e-18	60.4	1	True	0.9836065574	1	39	14	52	23	23	23	1	1	nat_9ca97034ea4d97950343	0.98876	0.936166383	0.9569892473	0.9468085106	1.72e-60	vae_candidate_000399	0.9042589362	0.09574106383	True	0.0526315789474	0.260164268482	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	337	1	0	1	337	93	0.844444444444	0.219694271162	0.375249826718	136	True		constraint_score	6
18	vae_candidate_000034	36662d33f08471ea31758b191a75d6473722ebfb5002258e1899528823e73149	True	False	eos	93	92	True	False	False	False	True	0.0140989052468	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	92	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a"", ""nat_9ca97034ea4d97950343"", ""nat_dc6aa26cbe06c32b68c2""]"	3	94	375.5	96	90	83	0.922222222222	0.978260869565	0.957446808511	0.882978723404	0.117021276596	resolved		346	184	True	no_extra_domain_evidence		1	0	PF00741:8-46	no_extra_tm_evidence	0		base:manual_review	True	detected	59.2	2.6e-18	1.9e-18	59.6	1	True	0.9098360656	1	39	8	46	23	23	23	1	1	nat_a36a3359d46f89a3e9c6	0.91011	0.8709654839	0.9673913043	0.9569892473	1.26e-41	vae_candidate_000070	0.8913055435	0.1086944565	True	0.117021276596	0.275367717543	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	33	1	0	1	33	92	0.807407407407	0.222333934905	0.414926527498	136	True		conservation_score	5
19	vae_candidate_000633	afb6b4748aad8a36281584e1dad95ba42f4a7fbe947fb58621fcf54996be2c86	True	False	eos	100	99	True	False	False	False	True	0.0115414733066	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	99	nat_9fda348180c612303cdb	"[""nat_9fda348180c612303cdb""]"	1	95	239.5	108	86	62	0.720930232558	0.868686868687	0.905263157895	0.626262626263	0.373737373737	resolved		346	157	False	no_extra_domain_evidence		1	0	PF00741:9-47	no_extra_tm_evidence	0			False	detected	58.5	4.1e-18	3.2e-18	58.9	1	True	0.8524590164	1	39	9	47	23	23	23	1	1	nat_4f76b230eb60279eb5dd	0.61053	0.5858621212	0.9595959596	1	1.25e-30	vae_candidate_000364	0.6666690909	0.3333309091	True	0.373737373737	0.46080210717	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	632	1	0	1	632	99	0.822222222222	0.378881732562	0.55665951034	136	True		novelty_score	9
20	vae_candidate_000347	9a06335a5626267198cad2956b7fca119cfee5f9765eb03fc0e0f69e492c1bac	True	False	eos	94	93	True	False	False	False	True	0.0243279788995	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	93	nat_dad443e0412ef646de5e	"[""nat_dad443e0412ef646de5e""]"	1	95	259	99	89	62	0.696629213483	0.956989247312	0.936842105263	0.652631578947	0.347368421053	resolved		346	182	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	57.2	1.1e-17	7.7e-18	57.7	1	True	0.7540983607	1	39	11	49	23	23	22	1	0.9565217391	nat_78005b3dddedd0251b7e	0.67416	0.6315814737	0.9569892473	0.9368421053	1.4e-30	vae_candidate_000070	0.6344073118	0.3655926882	True	0.347368421053	0.453849957453	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	346	1	0	1	346	93	0.844444444444	0.383251075182	0.538806630738	136	True		uniqueness_score	11
21	vae_candidate_000439	96c8ae4af2189ce43a7bdc8694d74a4fdeaff898b7d8873be5eab2fdb415427a	True	False	eos	88	87	True	False	False	False	True	0.0281316660542	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	87	nat_75679c0d4db585656573	"[""nat_75679c0d4db585656573"", ""nat_d4ba65189ba86a477cc5"", ""nat_ee10b37a92559cba1989""]"	3	92	275	99	80	61	0.7625	0.919540229885	0.869565217391	0.663043478261	0.336956521739	resolved		346	209	True	no_extra_domain_evidence		1	0	PF00741:13-51	no_extra_tm_evidence	0		base:manual_review	True	detected	60.1	1.3e-18	9e-19	60.7	1	True	0.9836065574	1	39	13	51	23	23	23	1	1	nat_75679c0d4db585656573	0.65591	0.6630394565	1	1	8.4e-38	vae_candidate_000591	0.63636	0.36364	True	0.336956521739	0.407059844678	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	438	1	0	1	438	87	0.762962962963	0.310571585199	0.547608622236	136	True		constraint_score	7
22	vae_candidate_000058	860f4a13c1f3f2220ee1db107ba1c07d4dbdf710a6ab08f42819b416d6d09fac	True	False	eos	87	86	True	False	False	False	True	0.0194972757071	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	86	nat_970873de163a6ff8ee05	"[""nat_970873de163a6ff8ee05""]"	1	88	295.5	90	84	67	0.797619047619	0.976744186047	0.954545454545	0.761363636364	0.238636363636	resolved		346	206	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	58.7	3.7e-18	2.8e-18	59.1	1	True	0.8606557377	1	39	12	50	23	23	23	1	1	nat_5d40201e59780a4578e1	0.78652	0.7368450526	1	0.9368421053	5.73e-43	vae_candidate_000905	0.7499967391	0.2500032609	True	0.238636363636	0.344075207233	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	57	1	0	1	57	86	0.814814814815	0.280357576264	0.465542761449	136	True		conservation_score	6
23	vae_candidate_000316	7fcbb3f92fd5d911b205f86a36ea3b8fc22476fc42d653d514957af66b3d4cab	True	False	eos	86	85	True	False	False	False	True	0.027056160264	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	85	nat_27cf1e5aac6ec3dd931d	"[""nat_27cf1e5aac6ec3dd931d"", ""nat_32d58e5d24419efe5e0e"", ""nat_f7dbe09f7bde0afd3543""]"	3	76	240	85	76	54	0.710526315789	0.894117647059	1	0.635294117647	0.364705882353	resolved		346	218	True	no_extra_domain_evidence		1	0	PF00741:13-51	no_extra_tm_evidence	0		base:manual_review	True	detected	52.2	3.9e-16	2.7e-16	52.7	0.9743589744	True	0.4836065574	2	39	14	51	23	23	22	1	0.9565217391	nat_4d627ec7ce40cceb1d25	0.6375	0.6	0.9411764706	1	4.23e-32	vae_candidate_000536	0.6590922727	0.3409077273	True	0.364705882353	0.429511328099	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	315	1	0	1	315	85	0.703703703704	0.302248712366	0.598545008662	136	True		novelty_score	11
24	vae_candidate_000345	7d4593914292670b3edaef46bc194955019f1ac3bef91e80203b9bbcae52184c	True	False	eos	102	101	True	False	False	False	True	0.0294417100585	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	101	nat_d5d6f3cedb33fb3328b6	"[""nat_d5d6f3cedb33fb3328b6""]"	1	95	275.5	108	88	65	0.738636363636	0.871287128713	0.926315789474	0.643564356436	0.356435643564	resolved		346	153	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	57	1.2e-17	6.6e-18	57.9	1	True	0.7295081967	1	39	12	50	23	23	22	1	0.9565217391	nat_5d40201e59780a4578e1	0.62	0.6138613861	0.9900990099	1	6.08e-37	vae_candidate_000948	0.63462	0.36538	True	0.356435643564	0.451204533627	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	344	1	0	1	344	101	0.837037037037	0.377674905925	0.540637868888	136	True		uniqueness_score	12
25	vae_candidate_000493	c98768b7a4efc02a261a587c9120dbc068b9650a02994b7a4856ccd13f20ee1a	True	False	eos	92	91	True	False	False	False	True	0.0184400809556	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	91	nat_a36a3359d46f89a3e9c6	"[""nat_a36a3359d46f89a3e9c6""]"	1	93	363.5	94	90	81	0.9	0.989010989011	0.967741935484	0.870967741935	0.129032258065	resolved		346	186	False	no_extra_domain_evidence		1	0	PF00741:8-46	no_extra_tm_evidence	0			False	detected	60	1.4e-18	8.3e-19	60.8	1	True	0.9836065574	1	39	8	46	23	23	23	1	1	nat_c8490949e18e771ed8c8	0.96341	0.8404214894	0.9010989011	0.8723404255	5.3e-51	vae_candidate_000501	0.8571432967	0.1428567033	True	0.129032258065	0.295790340028	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	492	1	0	1	492	91	0.822222222222	0.243205390689	0.420983168467	136	True		constraint_score	8
26	vae_candidate_000065	21818a9b303af01ae846a79041186c50c69d49abd6a9a29662c47d5f8daf4294	True	False	eos	82	81	True	False	False	False	True	0.030710471978	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	81	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a"", ""nat_168a7720be25950ce7a5"", ""nat_215f48254c804f1f2876"", ""nat_3e6bf91c590be6684eed"", ""nat_8189ed3c9ac18707f549"", ""nat_9ca97034ea4d97950343""]"	6	94	285	95	80	69	0.8625	0.987654320988	0.851063829787	0.734042553191	0.265957446809	resolved		346	217	True	no_extra_domain_evidence		1	0	PF00741:12-51	no_extra_tm_evidence	0		base:manual_review	True	detected	52.6	2.9e-16	2.9e-16	52.6	1	True	0.4918032787	1	39	12	51	23	23	23	1	1	nat_64b87c36790fe3acd4ba	0.70833	0.7234008511	1	1	6.9e-36	vae_candidate_000582	0.7558131395	0.2441868605	True	0.265957446809	0.328601641831	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	64	1	0	1	64	81	0.666666666667	0.219067761221	0.552401094554	136	True		conservation_score	7
27	vae_candidate_000212	340f0b30a79ea7c80ad6e23aa5a4862203f7f9d162fe01c34f064ca5c2c4a1f4	True	False	eos	112	111	True	False	False	False	True	0.0221119084286	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	111	nat_dad443e0412ef646de5e	"[""nat_dad443e0412ef646de5e""]"	1	95	289.5	115	91	71	0.78021978022	0.81981981982	0.957894736842	0.63963963964	0.36036036036	resolved		346	95	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	58.6	3.9e-18	2.9e-18	59	1	True	0.8606557377	1	39	12	50	23	23	23	1	1	nat_78005b3dddedd0251b7e	0.62963	0.612612973	0.972972973	1	3.09e-37	vae_candidate_000715	0.6306312613	0.3693687387	True	0.36036036036	0.447498651083	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	211	1	0	1	211	111	0.540740740741	0.241980752067	0.701240011326	136	True		novelty_score	12
28	vae_candidate_000032	e44eaae089f627a5f9e9d800adbf5abc109a4bf622b625468f765a919c99cdbb	True	False	eos	98	97	True	False	False	False	True	0.0182261922264	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	97	nat_0ae199fc6d044a2da135	"[""nat_0ae199fc6d044a2da135""]"	1	95	323.5	97	95	67	0.705263157895	0.979381443299	1	0.690721649485	0.309278350515	resolved		346	166	False	no_extra_domain_evidence		1	0	PF00741:14-52	no_extra_tm_evidence	0			False	detected	42.9	3.2e-13	2.2e-13	43.4	1	True	0.09016393443	1	39	14	52	23	23	22	1	0.9565217391	nat_0ae199fc6d044a2da135	0.75581	0.6700995876	0.8865979381	0.9052631579	3.97e-44	vae_candidate_000121	0.6597913402	0.3402086598	True	0.309278350515	0.44068825349	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	31	1	0	1	31	97	0.837037037037	0.368872389959	0.531835352922	136	True		uniqueness_score	16
29	vae_candidate_000501	237d49daae911d9b57e6934e01b1bef4158e070f4e79ed8954baf426a47f7bee	True	False	eos	91	90	True	False	False	False	True	0.0178055515417	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	90	nat_842bc418f0682cd2a9c8	"[""nat_842bc418f0682cd2a9c8"", ""nat_a7791ad55c70e7fd3462""]"	2	95	387.5	95	90	85	0.944444444444	1	0.947368421053	0.894736842105	0.105263157895	resolved		346	196	True	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0		base:manual_review	True	detected	60.1	1.4e-18	1e-18	60.5	1	True	0.9836065574	1	39	11	49	23	23	23	1	1	nat_215f48254c804f1f2876	0.94382	0.8936168085	0.9888888889	0.9468085106	1.23e-47	vae_candidate_000857	0.8695643478	0.1304356522	True	0.105263157895	0.27537767825	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	500	1	0	1	500	90	0.866666666667	0.238660654483	0.371993987816	136	True		constraint_score	9
