sequence_id	sequence_sha256	terminated_by_eos	hit_generation_cap	stop_reason	raw_token_length	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	qc_failures	pool	family_status	pf00741_status	global_query_length	global_closest_reference_id	global_closest_reference_ids	global_closest_reference_tie_count	global_target_length	global_alignment_score	global_alignment_length	global_aligned_pairs	global_identical_residues	global_identity	global_query_coverage	global_target_coverage	global_effective_identity	global_distance	global_distance_status	global_distance_reason	global_reference_count	global_resolved_reference_count	manual_review	domain_review_status	domain_warning_reasons	pf00741_hit_segments	non_target_hit_count	domain_architecture	tm_review_status	tm_segment_count	tm_segments_1based_inclusive	c_review_reasons	c_manual_review	domain_status	domain_score	domain_evalue	sequence_evalue	sequence_score	model_coverage	domain_pass	constraint_score	hmm_from	hmm_to	alignment_from	alignment_to	conserved_sites_total	conserved_sites_covered	conserved_sites_matched	conservation_coverage	conservation_score	closest_reference_id	closest_reference_pident	closest_reference_effective_identity	closest_reference_query_coverage	closest_reference_target_coverage	closest_reference_evalue	nearest_candidate_id	nearest_candidate_identity	nearest_candidate_distance	domain_evaluated	novelty_score	uniqueness_score	generator_type	model_checkpoint	checkpoint_sha256	reference_release_id	split_manifest_sha256	vocabulary_sha256	generation_seed	sample_index	temperature	top_k	top_p	latent_id	sequence_length	uniqueness_resolved_fraction	uniqueness_lower_bound	uniqueness_upper_bound	uniqueness_reference_pool_size	score_ready	score_exclusion_reason
vae_candidate_000088	7f6e1f12b07522bd93f092bf51bc2715f5eb91b0a12dade416be3659245eafdf	True	False	eos	102	101	True	False	False	False	True	0.0319443225364	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	101	nat_c468502803b4ab5981f1	"[""nat_c468502803b4ab5981f1""]"	1	95	268	105	91	70	0.769230769231	0.90099009901	0.957894736842	0.693069306931	0.306930693069	resolved		346	158	False	no_extra_domain_evidence		1	0	PF00741:12-52	no_extra_tm_evidence	0			False	detected	43.8	1.7e-13	1.1e-13	44.3	1	True	0.237704918	1	39	12	52	23	23	22	1	0.9565217391	nat_7ee1d64f80049d71603c	0.69565	0.6336613861	0.9108910891	0.9684210526	1.28e-35	vae_candidate_000995	0.6336665347	0.3663334653	True	0.306930693069	0.424579883828	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	87	1	0	1	87	101	0.866666666667	0.367969232651	0.501302565984	136	True	
vae_candidate_000090	b78d9fef3931ec7d728ac3f611e9a10f680ff2c6cfbe56206851d062600b65ff	True	False	eos	94	93	True	False	False	False	True	0.0178324479052	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	93	nat_fa2383cbfbff83286c61	"[""nat_fa2383cbfbff83286c61""]"	1	96	377.5	96	93	80	0.860215053763	1	0.96875	0.833333333333	0.166666666667	resolved		346	186	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	59.1	2.7e-18	2.1e-18	59.5	1	True	0.893442623	1	39	12	50	23	23	23	1	1	nat_b5ccff48f879b7cc34ad	0.8172	0.8172	1	1	2.68e-51	vae_candidate_000135	0.8279604301	0.1720395699	True	0.166666666667	0.326553896137	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	89	1	0	1	89	93	0.82962962963	0.270918787906	0.441289158277	136	True	
vae_candidate_000108	e6c8dd1dcfd49d1e8268f1e107dc3f61a79715c67dbd8d08887b18b4b96f5e44	True	False	eos	109	108	True	False	False	False	True	0.015027906164	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	108	nat_4f76b230eb60279eb5dd	"[""nat_4f76b230eb60279eb5dd""]"	1	95	260.5	111	92	67	0.728260869565	0.851851851852	0.968421052632	0.62037037037	0.37962962963	resolved		346	125	False	no_extra_domain_evidence		1	0	PF00741:13-49	no_extra_tm_evidence	0			False	detected	49.3	3.1e-15	1.8e-15	50.1	1	True	0.3606557377	1	39	13	49	23	23	23	1	1	nat_004ac783975534947324	0.61538	0.5925881481	0.962962963	1	1.72e-31	vae_candidate_000293	0.5833359259	0.4166640741	True	0.37962962963	0.46561152698	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	107	1	0	1	107	108	0.718518518519	0.334550504571	0.616031986052	136	True	
vae_candidate_000121	ca406426331689aa0585b5707a73702d92cb7cbe2e8d30f9d27e97fef320d378	True	False	eos	97	96	True	False	False	False	True	0.0169775219613	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	96	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a"", ""nat_4482775e0979509e45d2"", ""nat_4b58b860e36e01bdb682""]"	3	94	389.5	97	93	87	0.935483870968	0.96875	0.989361702128	0.90625	0.09375	resolved		346	166	True	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0		base:manual_review	True	detected	52.3	3.6e-16	2.4e-16	52.9	1	True	0.4918032787	1	39	11	49	23	23	22	1	0.9565217391	nat_4b58b860e36e01bdb682	0.89691	0.9062528125	1	1	6.81e-47	vae_candidate_000070	0.84375	0.15625	True	0.09375	0.29245787632	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	120	1	0	1	120	96	0.837037037037	0.244798074253	0.407761037216	136	True	
vae_candidate_000133	d7e228be6fb77fecac1fb0de7e7ba9e99a37bf5a0d3e7d01c025676a1ca462d1	True	False	eos	103	102	True	False	False	False	True	0.0249628441695	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	102	nat_7ee1d64f80049d71603c	"[""nat_7ee1d64f80049d71603c""]"	1	95	289	105	92	73	0.79347826087	0.901960784314	0.968421052632	0.71568627451	0.28431372549	resolved		346	154	False	no_extra_domain_evidence		1	0	PF00741:10-48	no_extra_tm_evidence	0			False	detected	52.2	4e-16	3.1e-16	52.5	1	True	0.4836065574	1	39	10	48	23	23	23	1	1	nat_7ee1d64f80049d71603c	0.70707	0.6862738235	0.9705882353	1	1.12e-38	vae_candidate_000914	0.6568673529	0.3431326471	True	0.28431372549	0.40587543547	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	132	1	0	1	132	102	0.859259259259	0.348752226033	0.489492966774	136	True	
vae_candidate_000135	0b30807440d980ffe1e84dcb55fdb058373dc5cd727c0f6be8b7d5a6fa4b610d	True	False	eos	94	93	True	False	False	False	True	0.021155128549	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	93	nat_05d62502987d9405b8af	"[""nat_05d62502987d9405b8af""]"	1	95	432.5	95	93	90	0.967741935484	1	0.978947368421	0.947368421053	0.0526315789474	resolved		346	182	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	55.6	3.5e-17	2.6e-17	56	1	True	0.6393442623	1	39	12	50	23	23	23	1	1	nat_05d62502987d9405b8af	0.96774	0.9473665263	1	0.9789473684	3.84e-62	vae_candidate_000841	0.90526	0.09474	True	0.0526315789474	0.26073978656	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	134	1	0	1	134	93	0.837037037037	0.21824885838	0.381211821343	136	True	
vae_candidate_000136	3c81c2955a27bab93db9054931bf3a976a3498c6cd361c5b9bb52ada5ae7a7d9	True	False	eos	96	95	True	False	False	False	True	0.0199682808936	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	95	nat_9ca97034ea4d97950343	"[""nat_9ca97034ea4d97950343"", ""nat_a36a3359d46f89a3e9c6"", ""nat_a9c10692b45d32f772b4"", ""nat_acb38079c01f07d0de6f""]"	4	94	380.5	99	90	84	0.933333333333	0.947368421053	0.957446808511	0.884210526316	0.115789473684	resolved		346	168	True	no_extra_domain_evidence		1	0	PF00741:8-46	no_extra_tm_evidence	0		base:manual_review	True	detected	57.1	1.2e-17	9e-18	57.5	1	True	0.737704918	1	39	8	46	23	23	23	1	1	nat_a36a3359d46f89a3e9c6	0.90323	0.8842146316	0.9789473684	1	1.29e-43	vae_candidate_000967	0.87368	0.12632	True	0.115789473684	0.297974569474	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	135	1	0	1	135	95	0.8	0.238379655579	0.438379655579	136	True	
vae_candidate_000140	2b9a8424c0644bd0137cf3e15db9ed60acb0f6879a76f3e4885a9b1d28f32444	True	False	eos	109	108	True	False	False	False	True	0.0220676569848	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 10, ""end"": 18, ""length"": 9, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning		main_supported_gvpa	supported_gvpa	pass	108	nat_fca422d4ddd5dcd65605	"[""nat_fca422d4ddd5dcd65605""]"	1	96	312	114	90	79	0.877777777778	0.833333333333	0.9375	0.731481481481	0.268518518519	resolved		346	127	True	no_extra_domain_evidence		1	0	PF00741:28-67	no_extra_tm_evidence	0		base:manual_review	True	detected	44.5	9.9e-14	6.8e-14	45	1	True	0.2540983607	1	39	28	67	23	23	23	1	1	nat_0ae199fc6d044a2da135	0.75532	0.6574081481	0.8703703704	0.9894736842	1.3e-40	vae_candidate_000857	0.6574081481	0.3425918519	True	0.268518518519	0.384588855719	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	139	1	0	1	139	108	0.6	0.230753313431	0.630753313431	136	True	
vae_candidate_000157	54e6114d75184eb729413fb2dc6f4713bf5799d376a3a630e87f9b2f1fbb9372	True	False	eos	100	99	True	False	False	False	True	0.0261806984204	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	99	nat_92d7d81f95603487cd9c	"[""nat_92d7d81f95603487cd9c"", ""nat_a7791ad55c70e7fd3462""]"	2	95	435.5	99	95	90	0.947368421053	0.959595959596	1	0.909090909091	0.0909090909091	resolved		346	158	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True	detected	57.1	1.2e-17	9.1e-18	57.4	1	True	0.737704918	1	39	12	50	23	23	23	1	1	nat_a7791ad55c70e7fd3462	0.90909	0.90909	1	1	4.41e-52	vae_candidate_000750	0.8484848485	0.1515151515	True	0.0909090909091	0.294517126965	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	156	1	0	1	156	99	0.859259259259	0.253066568355	0.393807309096	136	True	
vae_candidate_000179	8b5e6adda9ef60506d79797e4d301b5e2604c21ae4d69d19610b2835e5686ad9	True	False	eos	92	91	True	False	False	False	True	0.0244434026671	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	91	nat_7d45d6cf3df5d3d36985	"[""nat_7d45d6cf3df5d3d36985"", ""nat_9ba949b2aab9e2be6898""]"	2	95	252	96	90	63	0.7	0.989010989011	0.947368421053	0.663157894737	0.336842105263	resolved		346	190	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True	detected	55.9	2.7e-17	2.1e-17	56.3	1	True	0.6803278689	1	39	12	50	23	23	23	1	1	nat_b5ccff48f879b7cc34ad	0.70732	0.6304373913	0.9010989011	0.8913043478	2.91e-34	vae_candidate_000836	0.6263763736	0.3736236264	True	0.336842105263	0.412253793836	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	178	1	0	1	178	91	0.807407407407	0.332856766875	0.525449359467	136	True	
vae_candidate_000200	85596148ead29bad7cb24cd9b1a0d99f3fca0244f8e085810ea8afa40a45c800	True	False	eos	89	88	True	False	False	False	True	0.0255106387418	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	88	nat_b5ccff48f879b7cc34ad	"[""nat_b5ccff48f879b7cc34ad""]"	1	92	323	93	87	73	0.83908045977	0.988636363636	0.945652173913	0.79347826087	0.20652173913	resolved		346	201	False	no_extra_domain_evidence		1	0	PF00741:13-51	no_extra_tm_evidence	0			False	detected	52.7	2.8e-16	2.2e-16	53	1	True	0.5	1	39	13	51	23	23	23	1	1	nat_b5ccff48f879b7cc34ad	0.80899	0.7826098913	1	0.9673913043	1.04e-45	vae_candidate_000344	0.76135875	0.23864125	True	0.20652173913	0.343390459658	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	199	1	0	1	199	88	0.82962962963	0.284886899864	0.455257270234	136	True	
vae_candidate_000212	340f0b30a79ea7c80ad6e23aa5a4862203f7f9d162fe01c34f064ca5c2c4a1f4	True	False	eos	112	111	True	False	False	False	True	0.0221119084286	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	111	nat_dad443e0412ef646de5e	"[""nat_dad443e0412ef646de5e""]"	1	95	289.5	115	91	71	0.78021978022	0.81981981982	0.957894736842	0.63963963964	0.36036036036	resolved		346	95	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	58.6	3.9e-18	2.9e-18	59	1	True	0.8606557377	1	39	12	50	23	23	23	1	1	nat_78005b3dddedd0251b7e	0.62963	0.612612973	0.972972973	1	3.09e-37	vae_candidate_000715	0.6306312613	0.3693687387	True	0.36036036036	0.447498651083	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	211	1	0	1	211	111	0.540740740741	0.241980752067	0.701240011326	136	True	
vae_candidate_000216	cd36da61568351d7dae4ff015b53605891c6ede0708f230bdd74440585dab482	True	False	eos	101	100	True	False	False	False	True	0.038444292474	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	100	nat_168a7720be25950ce7a5	"[""nat_168a7720be25950ce7a5"", ""nat_1eda5f35014077cd8e25"", ""nat_1f7ab0dfc808b4ef03c3"", ""nat_9ca97034ea4d97950343"", ""nat_a49cfe7d33cec22c3905"", ""nat_c8490949e18e771ed8c8"", ""nat_ccd25408209dd226eaf9""]"	7	94	236	105	89	58	0.651685393258	0.89	0.946808510638	0.58	0.42	resolved		346	155	True	no_extra_domain_evidence		1	0	PF00741:13-51	no_extra_tm_evidence	0		base:manual_review	True	detected	52.4	3.3e-16	2.5e-16	52.8	1	True	0.4918032787	1	39	13	51	23	23	21	1	0.9130434783	nat_2257aec2c4abeff42ec4	0.62366	0.5800038	0.93	0.9587628866	4.34e-32	vae_candidate_000536	0.5599969	0.4400031	True	0.42	0.483634004626	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	215	1	0	1	215	100	0.814814814815	0.394072151917	0.579257337102	136	True	
vae_candidate_000219	c6b20f8f4424d8e92aff3f454737bfb51e76e0b1d6f964f218b753bc3003b1b9	True	False	eos	98	97	True	False	False	False	True	0.0193657397368	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	97	nat_78005b3dddedd0251b7e	"[""nat_78005b3dddedd0251b7e"", ""nat_8f3e753527c876cd94f0""]"	2	95	396	99	93	85	0.913978494624	0.958762886598	0.978947368421	0.876288659794	0.123711340206	resolved		346	166	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True	detected	58.5	4.2e-18	3.2e-18	58.9	1	True	0.8524590164	1	39	12	50	23	23	23	1	1	nat_78005b3dddedd0251b7e	0.90323	0.8659834021	0.9587628866	0.9789473684	1.26e-51	vae_candidate_000070	0.8247470103	0.1752529897	True	0.123711340206	0.296675361852	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	218	1	0	1	218	97	0.859259259259	0.254921051665	0.395661792406	136	True	
vae_candidate_000220	ac6236b0943d18d2a2bbea2c155e4c255d0179a290acc428265afc5bd200129b	True	False	eos	85	84	True	False	False	False	True	0.0157984496967	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	84	nat_75679c0d4db585656573	"[""nat_75679c0d4db585656573""]"	1	92	323	97	79	76	0.962025316456	0.940476190476	0.858695652174	0.826086956522	0.173913043478	resolved		346	219	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	59.9	1.6e-18	1.2e-18	60.3	1	True	0.9754098361	1	39	11	49	23	23	23	1	1	nat_75679c0d4db585656573	0.91139	0.7826066304	0.9404761905	0.8586956522	5.61e-45	vae_candidate_000396	0.7865191011	0.2134808989	True	0.173913043478	0.307004632168	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	219	1	0	1	219	84	0.77037037037	0.236507272188	0.466136901818	136	True	
vae_candidate_000230	c7b60fd1451316c8ccc9aa83fbd2937dceb7b0717ca29dc4537a3f027be3f224	True	False	eos	93	92	True	False	False	False	True	0.019674219927	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	92	nat_4f76b230eb60279eb5dd	"[""nat_4f76b230eb60279eb5dd""]"	1	95	391	97	90	86	0.955555555556	0.978260869565	0.947368421053	0.905263157895	0.0947368421053	resolved		346	189	False	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0			False	detected	59.2	2.6e-18	2e-18	59.6	1	True	0.9098360656	1	39	12	50	23	23	23	1	1	nat_d6e9dabc7155ae370ddb	0.87097	0.8526337895	1	0.9789473684	9.39e-45	vae_candidate_000399	0.8829748936	0.1170251064	True	0.0947368421053	0.282159834769	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	229	1	0	1	229	92	0.859259259259	0.242448450616	0.383189191357	136	True	
vae_candidate_000247	5a55f4921734397caae5842d7785a9a30142cb9c5032b3237c601a432512446e	True	False	eos	97	96	True	False	False	False	True	0.0181653713602	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	96	nat_05d62502987d9405b8af	"[""nat_05d62502987d9405b8af"", ""nat_4dc9c1477d3d6b181da7"", ""nat_9ca97034ea4d97950343"", ""nat_d92cb9dcfcf48b731b50""]"	4	95	375.5	98	93	82	0.881720430108	0.96875	0.978947368421	0.854166666667	0.145833333333	resolved		346	166	True	no_extra_domain_evidence		1	0	PF00741:12-50	no_extra_tm_evidence	0		base:manual_review	True	detected	56.5	1.8e-17	1.3e-17	57	1	True	0.7213114754	1	39	12	50	23	23	23	1	1	nat_dca06c4ca76aafac96e9	0.82979	0.8041263918	0.9791666667	0.9690721649	2.69e-48	vae_candidate_000841	0.80208	0.19792	True	0.145833333333	0.318456406707	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	246	1	0	1	246	96	0.859259259259	0.273636616134	0.414377356874	136	True	
vae_candidate_000249	b88050e7d5401e7253b8be88041a6479cf03c155244a4ef821c61dc4c11536e0	True	False	eos	108	107	True	False	False	False	True	0.0212503643711	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	107	nat_d1b057f953bd558c0457	"[""nat_d1b057f953bd558c0457""]"	1	95	397	107	95	87	0.915789473684	0.88785046729	1	0.81308411215	0.18691588785	resolved		346	144	False	no_extra_domain_evidence		1	0	PF00741:25-63	no_extra_tm_evidence	0			False	detected	53.6	1.5e-16	1e-16	54.1	1	True	0.5245901639	1	39	25	63	23	23	23	1	1	nat_49d3875a5ef4bbb644f9	0.90323	0.7850503738	0.8691588785	0.9789473684	6.9e-46	vae_candidate_000157	0.7289745794	0.2710254206	True	0.18691588785	0.350351023369	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	248	1	0	1	248	107	0.740740740741	0.25951927657	0.518778535829	136	True	
vae_candidate_000258	932733987db54efa80640d64fe5c17ef188eb743bfc73ba2fdbe60c8a2e7d80d	True	False	eos	94	93	True	False	False	False	True	0.0218730282912	0.063818297288	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True				main_supported_gvpa	supported_gvpa	pass	93	nat_c8490949e18e771ed8c8	"[""nat_c8490949e18e771ed8c8""]"	1	94	382	94	93	80	0.860215053763	1	0.989361702128	0.851063829787	0.148936170213	resolved		346	186	False	no_extra_domain_evidence		1	0	PF00741:11-49	no_extra_tm_evidence	0			False	detected	56.7	1.6e-17	1.2e-17	57.1	1	True	0.7213114754	1	39	11	49	23	23	23	1	1	nat_c8490949e18e771ed8c8	0.87778	0.8404276596	0.9677419355	0.9574468085	1.64e-45	vae_candidate_000903	0.8000029474	0.1999970526	True	0.148936170213	0.305333713323	sequence_vae	models/generator/sequence_vae/member_a_v1_seed42/best.pt	d2801a2a130928739f44f9726bcb5bbd7be229fadfe2f05fba5d0f6cc87debdf	member_a_v1_conservative_provisional	28e2c439d1946a789cb3a3812d4c54f1cce0502dbfa9429d77c238425b501f30	4664cb809825b7023ad6a8a90b9492f757446b7b97890595c397504646aa55d4	42	257	1	0	1	257	93	0.851851851852	0.260099089127	0.408247237275	136	True	
