sample	weight_constraint_score	weight_conservation_score	weight_novelty_score	weight_uniqueness_score	top_k_jaccard	rank_spearman
111	0.2870071657	0.2169530445	0.2752787653	0.2207610245	0.9047619048	0.9965173417
112	0.2147815263	0.2563184956	0.2818850448	0.2470149334	0.9047619048	0.983493154
113	0.2140705331	0.272608698	0.2128045774	0.3005161914	0.9047619048	0.9937550689
114	0.2958713706	0.2372938689	0.2284046799	0.2384300807	0.9047619048	0.9876484901
115	0.274427297	0.2264060396	0.2563828325	0.242783831	0.9047619048	0.998215734
116	0.2581471406	0.2152683917	0.295639831	0.2309446366	0.8181818182	0.9977148037
117	0.2372200209	0.2484238283	0.2437730596	0.2705830912	0.9047619048	0.9982014217
118	0.2253214631	0.2630680748	0.2521274976	0.2594829645	0.9047619048	0.9950718
119	0.2398365089	0.2415201812	0.2578148204	0.2608284895	0.9047619048	0.9975478269
120	0.2407361016	0.2588896294	0.2612337836	0.2391404854	0.9047619048	0.9989122656
121	0.2527112951	0.2326568028	0.2715455042	0.2430863979	0.9047619048	0.9991555746
122	0.2224184611	0.2641851713	0.2702733844	0.2431229832	0.9047619048	0.9916893278
123	0.2452720883	0.2446346057	0.2576235394	0.2524697666	0.9047619048	0.9990887839
124	0.2573872343	0.2247611691	0.2704873055	0.2473642911	1	0.9994036544
125	0.2448354133	0.2644303857	0.237710039	0.253024162	1	0.9996135681
126	0.2477150212	0.2612649783	0.2644017399	0.2266182607	0.9047619048	0.9997519202
127	0.240668475	0.2673678512	0.2210136961	0.2709499777	1	0.9994131959
128	0.2618782404	0.2221593295	0.2175607004	0.2984017297	1	0.9988263919
129	0.2324434345	0.2578913354	0.2639432143	0.2457220158	0.9047619048	0.9963121988
130	0.2337633864	0.2770832531	0.2035353444	0.2856180161	1	0.9990601593
131	0.2861337071	0.2376238707	0.2157223465	0.2605200758	0.9047619048	0.990305806
132	0.2030632261	0.2265577075	0.283415555	0.2869635114	0.8181818182	0.953842851
133	0.2646113425	0.2205928893	0.2565511352	0.258244633	1	0.9995849435
134	0.2581864798	0.2855472964	0.21741085	0.2388553738	0.9047619048	0.9927627499
135	0.2605587737	0.2232731369	0.2234955652	0.2926725243	1	0.9990983255
136	0.2627926173	0.2247106084	0.2495996547	0.2628971197	1	0.9995563189
137	0.2363149808	0.2701523281	0.2640090871	0.229523604	0.9047619048	0.9987929965
138	0.2808950479	0.2481141764	0.2517381453	0.2192526304	0.9047619048	0.9933924908
139	0.2328673624	0.3104045484	0.2183163931	0.2384116961	0.9047619048	0.9972043319
140	0.2324134237	0.252504518	0.2622639693	0.2528180889	0.9047619048	0.9956681456
141	0.212470574	0.228736531	0.2898970351	0.2688958599	0.8181818182	0.968221936
142	0.2612479296	0.2633242067	0.2724658673	0.2029619963	0.9047619048	0.9981775679
143	0.2345714827	0.2517107265	0.2317811464	0.2819366445	0.9047619048	0.9983063785
144	0.2340281719	0.2609941306	0.2688549782	0.2361227194	0.9047619048	0.9972711226
145	0.272237755	0.2420691414	0.266691302	0.2190018017	0.9047619048	0.997729116
146	0.2621019304	0.265520737	0.2207921813	0.2515851512	0.9047619048	0.9952483183
147	0.2898632181	0.2613963775	0.2163544767	0.2323859276	0.9047619048	0.9819808215
148	0.2284801448	0.2110929216	0.305195141	0.2552317926	0.8181818182	0.980105911
149	0.251055108	0.282709017	0.2183917175	0.2478441575	1	0.996450551
150	0.247101348	0.2407695167	0.2725856999	0.2395434354	0.9047619048	0.998640332
151	0.2280690861	0.2542062191	0.2672685225	0.2504561723	0.9047619048	0.9939983779
152	0.2762611921	0.25936729	0.2672728749	0.1970986429	0.9047619048	0.9945136205
153	0.2632456899	0.2350825863	0.245970667	0.2557010567	1	0.9989742856
154	0.2705642922	0.2719092685	0.2084684842	0.2490579551	0.9047619048	0.9900768093
155	0.2969329982	0.2533655751	0.2293275619	0.2203738647	0.9047619048	0.982052383
156	0.2591395836	0.2323010607	0.2785653774	0.2299939783	0.9047619048	0.9995420066
157	0.2900193418	0.2348633927	0.2720767114	0.203040554	0.9047619048	0.9936501121
158	0.2301221337	0.2523285614	0.2633725974	0.2541767074	0.9047619048	0.9950288631
159	0.2377512872	0.2769372325	0.239120127	0.2461913533	0.9047619048	0.9996231096
160	0.2425977918	0.2460393459	0.2515221085	0.2598407537	0.9047619048	0.9989265779
161	0.2788565456	0.285110756	0.2085713583	0.2274613402	0.9047619048	0.9811697915
162	0.2622119986	0.2858367538	0.2004670012	0.2514842464	0.9047619048	0.989881208
163	0.2676247643	0.2028819067	0.2400422963	0.2894510327	1	0.9991460331
164	0.2642522932	0.2213293603	0.28217186	0.2322464865	0.9047619048	0.999513382
165	0.2814074642	0.2267303736	0.2554670176	0.2363951447	0.9047619048	0.9960879729
166	0.2411359126	0.3059807574	0.2318892165	0.2209941135	0.9047619048	0.99669386
167	0.2155331077	0.2501107961	0.2583746097	0.2759814865	0.9047619048	0.9858403702
168	0.2438787952	0.25572883	0.2269352071	0.2734571677	1	0.9997471495
169	0.2805135673	0.2527484697	0.2428600414	0.2238779216	0.9047619048	0.9922188827
170	0.2941192806	0.251909452	0.2153324625	0.2386388049	0.9047619048	0.9819140308
171	0.2365153708	0.2519399604	0.2308520581	0.2806926108	0.9047619048	0.9987071228
172	0.2543625059	0.2262427911	0.2336856949	0.2857090082	1	0.9995324651
173	0.26273336	0.2425787599	0.2181079737	0.2765799064	1	0.9970325843
174	0.2235310205	0.2325564423	0.2909342157	0.2529783215	0.9047619048	0.9834979247
175	0.2666098138	0.2518737797	0.2579689687	0.2235474378	0.9047619048	0.9976289299
176	0.2336315158	0.2420871647	0.2246744699	0.2996068495	0.9047619048	0.997323601
177	0.2191103397	0.2458117005	0.2679300499	0.26714791	0.9047619048	0.9867181909
178	0.2303854345	0.2339635953	0.2829476507	0.2527033195	0.9047619048	0.9893755069
179	0.2632973391	0.2715214591	0.2607670581	0.2044141437	0.9047619048	0.9968656076
180	0.2494243396	0.2046169504	0.2582588821	0.287699828	0.9047619048	0.9961452221
181	0.2527563343	0.2447332995	0.2047859214	0.2977244448	1	0.9985115214
182	0.2487089125	0.2413855985	0.2656281842	0.2442773049	0.9047619048	0.9991698869
183	0.2630088117	0.2695403256	0.2477381182	0.2197127445	0.9047619048	0.9961738467
184	0.2281621578	0.2576499192	0.2226437467	0.2915441763	0.9047619048	0.9974667239
185	0.2368091616	0.2470079584	0.2568852022	0.2592976777	0.9047619048	0.9972377272
186	0.2229584757	0.235256649	0.3188740335	0.2229108417	0.9047619048	0.9798292066
187	0.2569293272	0.2550173035	0.2389953413	0.249058028	1	0.9986737274
188	0.2724824731	0.2784231692	0.2215023877	0.2275919701	0.9047619048	0.9888316397
189	0.232771022	0.2574112606	0.2785237753	0.2312939421	0.9047619048	0.9955631888
190	0.2385492515	0.2999229147	0.209669703	0.2518581308	1	0.9967177138
191	0.2996994347	0.2376824843	0.2262893978	0.2363286831	0.9047619048	0.9840274796
192	0.319077678	0.2196467217	0.2392213053	0.222054295	0.9047619048	0.9795525023
193	0.2212021983	0.2746018621	0.2349324985	0.2692634411	0.9047619048	0.9961356805
194	0.2515304318	0.2767048789	0.1946777728	0.2770869166	1	0.9951147369
195	0.251589409	0.2077505213	0.2663650088	0.2742950609	0.9047619048	0.9968608368
196	0.2203378862	0.2852908875	0.2399053907	0.2544658356	0.9047619048	0.9966509231
197	0.2848561209	0.2253859286	0.2684890302	0.2212689202	0.9047619048	0.9960784314
198	0.2790749394	0.2592869944	0.2209653985	0.2406726677	0.9047619048	0.9900147894
199	0.2642066182	0.23690091	0.231397797	0.2674946748	1	0.9982729832
200	0.209926895	0.2251542509	0.2833479926	0.2815708615	0.8181818182	0.9637374171
