sequence_id	length	standard_aa_only	duplicate_candidate	generation_cap_warning	low_complexity_warning	composition_outlier_checked	composition_js_divergence	composition_js_threshold	composition_outlier_warning	training_match_checked	exact_training_match	training_match_ids	reference_match_checked	exact_reference_match	reference_match_ids	hydrophobic_checked	hydrophobic_warning	hydrophobic_segments	homopolymer_checked	homopolymer_warning	homopolymer_segments	tandem_repeat_checked	tandem_repeat_warning	tandem_repeat_segments	qc_pass	qc_reasons	qc_warnings	query_length	closest_reference_id	closest_reference_ids	closest_reference_tie_count	target_length	alignment_score	alignment_length	aligned_pairs	identical_residues	identity	query_coverage	target_coverage	effective_identity	distance	distance_status	distance_reason	reference_count	resolved_reference_count	qc_failure_reasons	qc_checks_not_run	review_required	review_reasons
gen_17	115	True	False	False	False	True	0.10023044195465178	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	115	ref_000864	"[""ref_000864""]"	1	111	10.0	123	103	32	0.3106796116504854	0.8956521739130435	0.9279279279279279	0.2782608695652174	0.7217391304347827	resolved		1224	6			True	qc_warning
gen_18	126	True	False	False	False	True	0.10582852333575951	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 15, ""end"": 21, ""length"": 7, ""residue"": ""A""}]"	True	False	[]	True	composition_outlier_warning;homopolymer_warning	composition_outlier_warning;homopolymer_warning	126	ref_001161	"[""ref_001161"", ""ref_001217""]"	2	122	14.0	146	102	33	0.3235294117647059	0.8095238095238095	0.8360655737704918	0.2619047619047619	0.7380952380952381	resolved		1224	42			True	qc_warning;reference_tie
gen_19	98	True	False	False	False	True	0.128767681557407	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	98	ref_000754	"[""ref_000754"", ""ref_000755""]"	2	88	14.0	104	82	26	0.3170731707317073	0.8367346938775511	0.9318181818181818	0.2653061224489796	0.7346938775510203	resolved		1224	175			True	qc_warning;reference_tie
gen_20	81	True	False	False	False	True	0.11656621087591554	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	81	ref_000008	"[""ref_000008"", ""ref_001222""]"	2	74	6.5	85	70	23	0.32857142857142857	0.8641975308641975	0.9459459459459459	0.2839506172839506	0.7160493827160495	resolved		1224	29			True	qc_warning;reference_tie
gen_21	109	True	False	False	False	True	0.12208180664869493	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	109	ref_001050	"[""ref_001050""]"	1	108	23.5	127	90	29	0.32222222222222224	0.8256880733944955	0.8333333333333334	0.26605504587155965	0.7339449541284404	resolved		1224	10			True	qc_warning
gen_22	112	True	False	False	False	True	0.10858195345227185	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	112	ref_000864	"[""ref_000864""]"	1	111	5.5	131	92	32	0.34782608695652173	0.8214285714285714	0.8288288288288288	0.2857142857142857	0.7142857142857143	resolved		1224	13			True	qc_warning
gen_23	99	True	False	False	False	True	0.07532163822946997	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	99	ref_000003	"[""ref_000003"", ""ref_000225"", ""ref_000347""]"	3	98	11.5	116	81	24	0.2962962962962963	0.8181818181818182	0.826530612244898	0.24242424242424243	0.7575757575757576	resolved		1224	41			True	qc_warning;reference_tie
gen_24	105	True	False	False	False	True	0.15056711669451966	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	105	ref_001069	"[""ref_001069""]"	1	105	10.0	125	85	24	0.2823529411764706	0.8095238095238095	0.8095238095238095	0.22857142857142856	0.7714285714285715	resolved		1224	1			True	qc_warning
gen_25	84	True	False	False	False	True	0.0643267901528197	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	84	ref_000674	"[""ref_000674""]"	1	87	2.0	96	75	21	0.28	0.8928571428571429	0.8620689655172413	0.2413793103448276	0.7586206896551724	resolved		1224	12			True	qc_warning
gen_26	102	True	False	False	False	True	0.12543979850508896	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	102	ref_000447	"[""ref_000447""]"	1	108	2.5	118	92	22	0.2391304347826087	0.9019607843137255	0.8518518518518519	0.2037037037037037	0.7962962962962963	resolved		1224	1			True	qc_warning
gen_28	66	True	False	False	False	True	0.11480002685807533	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	66	ref_000035	"[""ref_000035""]"	1	80	18.5	81	65	25	0.38461538461538464	0.9848484848484849	0.8125	0.3125	0.6875	resolved		1224	290			True	qc_warning
gen_29	366	True	False	False	False	True	0.10121017833991153	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum;composition_outlier_warning	composition_outlier_warning	366		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;qc_warning;reference_unresolved
gen_30	288	True	False	False	False	True	0.08922386547721392	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 277, ""end"": 282, ""length"": 6, ""residue"": ""G""}]"	True	False	[]	False	length_above_maximum;composition_outlier_warning;homopolymer_warning	composition_outlier_warning;homopolymer_warning	288		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;qc_warning;reference_unresolved
gen_31	305	True	False	False	False	True	0.05234160679870853	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum		305		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;reference_unresolved
gen_32	104	True	False	False	False	True	0.05896956444386317	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True			104	ref_000055	"[""ref_000055"", ""ref_000362"", ""ref_000373"", ""ref_000401""]"	4	102	39.0	118	88	34	0.38636363636363635	0.8461538461538461	0.8627450980392157	0.3269230769230769	0.6730769230769231	resolved		1224	149			True	reference_tie
gen_33	482	True	False	False	False	True	0.035579819233191506	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum		482		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;reference_unresolved
gen_34	115	True	False	False	False	True	0.12003477133666716	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	115	ref_001111	"[""ref_001111""]"	1	136	4.0	140	111	35	0.3153153153153153	0.9652173913043478	0.8161764705882353	0.25735294117647056	0.7426470588235294	resolved		1224	8			True	qc_warning
gen_35	155	True	False	False	False	True	0.04375336119519799	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 148, ""end"": 154, ""length"": 7, ""residue"": ""R""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning	155	ref_000921	"[""ref_000921"", ""ref_000923""]"	2	154	634.0	159	150	134	0.8933333333333333	0.967741935483871	0.974025974025974	0.864516129032258	0.13548387096774195	resolved		1224	228			True	qc_warning;reference_tie
gen_36	100	True	False	False	False	True	0.12363957565715986	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	100	ref_000101	"[""ref_000101"", ""ref_000126"", ""ref_000834""]"	3	100	5.5	118	82	29	0.35365853658536583	0.82	0.82	0.29	0.71	resolved		1224	129			True	qc_warning;reference_tie
gen_38	106	True	False	False	False	True	0.1059671800278219	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	106	ref_001186	"[""ref_001186""]"	1	120	1.5	130	96	28	0.2916666666666667	0.9056603773584906	0.8	0.23333333333333334	0.7666666666666666	resolved		1224	1			True	qc_warning
gen_40	136	True	False	False	False	True	0.04156627790692874	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 10, ""end"": 15, ""length"": 6, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning	136	ref_001168	"[""ref_001168""]"	1	140	443.0	148	128	102	0.796875	0.9411764705882353	0.9142857142857143	0.7285714285714285	0.27142857142857146	resolved		1224	266			True	qc_warning
gen_41	303	True	False	False	False	True	0.05598823335818929	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum		303		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;reference_unresolved
gen_42	84	True	False	False	False	True	0.021313950129048045	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True			84	ref_000741	"[""ref_000741"", ""ref_000850""]"	2	84	353.0	84	84	72	0.8571428571428571	1.0	1.0	0.8571428571428571	0.1428571428571429	resolved		1224	868			True	reference_tie
gen_43	98	True	False	False	False	True	0.1593583986396248	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	98	ref_000041	"[""ref_000041"", ""ref_000048"", ""ref_000070"", ""ref_000090"", ""ref_000219"", ""ref_000231"", ""ref_000273"", ""ref_000315"", ""ref_000324"", ""ref_000385""]"	10	95	10.0	114	79	29	0.3670886075949367	0.8061224489795918	0.8315789473684211	0.29591836734693877	0.7040816326530612	resolved		1224	338			True	qc_warning;reference_tie
gen_45	319	True	False	False	False	True	0.06245879784693757	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 150, ""end"": 155, ""length"": 6, ""residue"": ""D""}]"	True	False	[]	False	length_above_maximum;composition_outlier_warning;homopolymer_warning	composition_outlier_warning;homopolymer_warning	319		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;qc_warning;reference_unresolved
gen_46	96	True	False	False	False	True	0.053151754925967964	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True			96	ref_000018	"[""ref_000018"", ""ref_000058"", ""ref_000155"", ""ref_000533"", ""ref_000609""]"	5	97	23.5	114	79	27	0.34177215189873417	0.8229166666666666	0.8144329896907216	0.27835051546391754	0.7216494845360825	resolved		1224	227			True	reference_tie
gen_47	100	True	False	False	False	True	0.16385090167280436	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	100	ref_000223	"[""ref_000223""]"	1	96	3.5	116	80	27	0.3375	0.8	0.8333333333333334	0.27	0.73	resolved		1224	60			True	qc_warning
gen_48	347	True	False	False	False	True	0.06261698330655845	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 315, ""end"": 320, ""length"": 6, ""residue"": ""P""}]"	True	False	[]	False	length_above_maximum;composition_outlier_warning;homopolymer_warning	composition_outlier_warning;homopolymer_warning	347		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;qc_warning;reference_unresolved
gen_49	112	True	False	False	False	True	0.1063076782456905	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	112	ref_001124	"[""ref_001124""]"	1	122	16.0	132	102	36	0.35294117647058826	0.9107142857142857	0.8360655737704918	0.29508196721311475	0.7049180327868853	resolved		1224	72			True	qc_warning
gen_50	306	True	False	False	False	True	0.04856060104051517	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum		306		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;reference_unresolved
gen_51	101	True	False	False	False	True	0.11812956907142745	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	101	ref_000612	"[""ref_000612"", ""ref_000797""]"	2	91	6.5	109	83	27	0.3253012048192771	0.8217821782178217	0.9120879120879121	0.26732673267326734	0.7326732673267327	resolved		1224	45			True	qc_warning;reference_tie
gen_52	103	True	False	False	False	True	0.10447819089125077	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	103	ref_000638	"[""ref_000638""]"	1	90	1.0	110	83	27	0.3253012048192771	0.8058252427184466	0.9222222222222223	0.2621359223300971	0.7378640776699029	resolved		1224	40			True	qc_warning
gen_53	109	True	False	False	False	True	0.12228226395525986	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	109	ref_000223	"[""ref_000223"", ""ref_000305"", ""ref_000307""]"	3	96	8.0	117	88	27	0.3068181818181818	0.8073394495412844	0.9166666666666666	0.24770642201834864	0.7522935779816513	resolved		1224	34			True	qc_warning;reference_tie
gen_54	109	True	False	False	False	True	0.12800959891425634	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	109	ref_000864	"[""ref_000864""]"	1	111	0.5	131	89	25	0.2808988764044944	0.8165137614678899	0.8018018018018018	0.22522522522522523	0.7747747747747747	resolved		1224	1			True	qc_warning
gen_55	94	True	False	False	False	True	0.03689507919711343	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True			94	ref_000170	"[""ref_000170"", ""ref_000221"", ""ref_000299"", ""ref_000357"", ""ref_000399"", ""ref_000479"", ""ref_000482"", ""ref_000547""]"	8	87	23.0	100	81	29	0.35802469135802467	0.8617021276595744	0.9310344827586207	0.30851063829787234	0.6914893617021276	resolved		1224	230			True	reference_tie
gen_57	111	True	False	False	False	True	0.12915064733907522	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	111	ref_001050	"[""ref_001050""]"	1	108	12.5	130	89	28	0.3146067415730337	0.8018018018018018	0.8240740740740741	0.25225225225225223	0.7477477477477478	resolved		1224	11			True	qc_warning
gen_59	315	True	False	False	False	True	0.06039427114748866	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum		315		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;reference_unresolved
gen_60	106	True	False	False	False	True	0.16540937382571994	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	106	ref_000725	"[""ref_000725""]"	1	97	2.5	114	89	26	0.29213483146067415	0.839622641509434	0.9175257731958762	0.24528301886792453	0.7547169811320755	resolved		1224	24			True	qc_warning
gen_62	84	True	False	False	False	True	0.08789804953160102	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	84	ref_000219	"[""ref_000219""]"	1	85	10.5	95	74	24	0.32432432432432434	0.8809523809523809	0.8705882352941177	0.2823529411764706	0.7176470588235294	resolved		1224	145			True	qc_warning
gen_63	97	True	False	False	False	True	0.09814445251088934	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	97	ref_000220	"[""ref_000220"", ""ref_000255"", ""ref_000264"", ""ref_000266"", ""ref_000324"", ""ref_000338"", ""ref_000401""]"	7	95	18.0	110	82	31	0.3780487804878049	0.845360824742268	0.8631578947368421	0.31958762886597936	0.6804123711340206	resolved		1224	105			True	qc_warning;reference_tie
gen_64	490	True	False	False	False	True	0.04058046187880558	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum		490		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;reference_unresolved
gen_65	84	True	False	False	False	True	0.09666009598985797	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	84	ref_000217	"[""ref_000217""]"	1	89	8.0	101	72	26	0.3611111111111111	0.8571428571428571	0.8089887640449438	0.29213483146067415	0.7078651685393258	resolved		1224	86			True	qc_warning
gen_66	94	True	False	False	False	True	0.09801632041019938	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	94	ref_000745	"[""ref_000745""]"	1	97	3.0	111	80	27	0.3375	0.851063829787234	0.8247422680412371	0.27835051546391754	0.7216494845360825	resolved		1224	17			True	qc_warning
gen_67	92	True	False	False	False	True	0.030018997127661998	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True			92	ref_000194	"[""ref_000194"", ""ref_000778""]"	2	90	354.0	94	88	81	0.9204545454545454	0.9565217391304348	0.9777777777777777	0.8804347826086957	0.11956521739130432	resolved		1224	574			True	reference_tie
gen_68	145	True	False	False	False	True	0.03687893391855191	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 7, ""end"": 14, ""length"": 8, ""residue"": ""G""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning	145	ref_000883	"[""ref_000883"", ""ref_001168"", ""ref_001200""]"	3	144	468.5	148	141	105	0.7446808510638298	0.9724137931034482	0.9791666666666666	0.7241379310344828	0.27586206896551724	resolved		1224	294			True	qc_warning;reference_tie
gen_69	103	True	False	False	False	True	0.07490895018276249	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	103	ref_000268	"[""ref_000268""]"	1	99	25.0	118	84	26	0.30952380952380953	0.8155339805825242	0.8484848484848485	0.2524271844660194	0.7475728155339806	resolved		1224	113			True	qc_warning
gen_70	107	True	False	False	False	True	0.17097101563397304	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	107	ref_000864	"[""ref_000864""]"	1	111	16.0	121	97	29	0.29896907216494845	0.9065420560747663	0.8738738738738738	0.26126126126126126	0.7387387387387387	resolved		1224	7			True	qc_warning
gen_71	84	True	False	False	False	True	0.1271474531774248	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	84	ref_001221	"[""ref_001221""]"	1	83	71.5	98	69	27	0.391304347826087	0.8214285714285714	0.8313253012048193	0.32142857142857145	0.6785714285714286	resolved		1224	8			True	qc_warning
gen_72	512	True	False	False	False	True	0.04382465044740941	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum		512		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;reference_unresolved
gen_73	103	True	False	False	False	True	0.13164168179240046	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	103	ref_000864	"[""ref_000864""]"	1	111	10.5	124	90	33	0.36666666666666664	0.8737864077669902	0.8108108108108109	0.2972972972972973	0.7027027027027026	resolved		1224	13			True	qc_warning
gen_74	103	True	False	False	False	True	0.1089864509321886	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	103	ref_000864	"[""ref_000864""]"	1	111	14.0	120	94	31	0.32978723404255317	0.912621359223301	0.8468468468468469	0.27927927927927926	0.7207207207207207	resolved		1224	67			True	qc_warning
gen_75	306	True	False	False	False	True	0.04261669893462823	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	False	length_above_maximum		306		[]	0											unresolved	no_reliable_reference	1224	0	length_above_maximum		True	qc_failure;reference_unresolved
gen_76	155	True	False	False	False	True	0.052581414483218215	0.060619256010025824	False	True	False	[]	True	False	[]	True	False	[]	True	True	"[{""start"": 145, ""end"": 151, ""length"": 7, ""residue"": ""R""}]"	True	False	[]	True	homopolymer_warning	homopolymer_warning	155	ref_000921	"[""ref_000921""]"	1	154	641.5	159	150	135	0.9	0.967741935483871	0.974025974025974	0.8709677419354839	0.12903225806451613	resolved		1224	233			True	qc_warning
gen_77	100	True	False	False	False	True	0.14493754691229088	0.060619256010025824	True	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	False	[]	True	composition_outlier_warning	composition_outlier_warning	100	ref_000238	"[""ref_000238""]"	1	93	22.5	107	86	30	0.3488372093023256	0.86	0.9247311827956989	0.3	0.7	resolved		1224	186			True	qc_warning
